file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
224.msg,1,0,0,3,13,00000000,"""Ah, yes, my equally small-throated brothers. But I get ahead of myself. I'm Erroneous, professor of most of the fish in these parts.""    ","אה, כן. אחיי בעלי הגרון הצר. אבל אני נמהר מדי. אני אראנאוס, פרופ' לרוב הדגים באזורים אלו.",,
224.msg,1,0,0,4,13,00000000,"""Ah, yes. We are often intrigued with the unknown.""  ","אה, כן. אנחנו לרוב מרותקים על ידי הלא-נודע.",,
224.msg,1,0,0,5,13,00000000,"""Well I shall certainly want to contribute to that ostentatious affair.""   ",טוב אני לבטח ארצה לתרום למאורע הראוותני הזה.,,
224.msg,1,0,0,6,13,00000000,"""Yes, their size makes them particularly likely candidates for swallowing."" ","כן, גודלם הופך אותם למועמדים סבירים ביותר לבליעה.",,
224.msg,1,0,0,7,13,00000000,"""Well, I'll go join my fellow citizens now. Be well, my human friend. It's been a pleasure.""   ","טוב, אני אצטרף לעמיתיי האזרחים כעת. שלום לך, חברי בן האנוש. היה לי העונג.",,
224.msg,1,0,0,8,13,00000000,"""It's a pleasure to finally meet a human. I've taken quite a scholastic interest in you - as a species, that is.""   ","זה תענוג לפגוש בן אדם סוף סוף. יש לי עניין אקדמאי רב בכם - כמין, זאת אומרת.",,
224.msg,1,0,0,9,13,00000000,"""But first, let me persuade you to assume responsibility for these four little human objects I found. They might be troublesome if left floating about.""     ","אבל קודם כל, הרשה לי לשכנע אותך לקחת אחריות על ארבעת חפצי בני-האנוש שמצאתי. הם עשויים לגרום לצרות אם יישארו סתם לצוף.",,
224.msg,4,0,0,1,99,00000000,Adam doesn't want to mess around with the sea turtle's things!,אדם לא רוצה להתעסק עם החפצים של צב הים!,,
224.msg,4,0,0,2,99,00000000,The sea turtle wouldn't appreciate Adam's referring to his personal belongings as garbage!,צב הים לא יעריך את העובדה שאדם מחשיב את החפצים שלו לזבל!,,
224.msg,4,0,0,3,99,00000000,"The turtle is a bit too large for the recycle sack. Besides, Adam is a sensitive kid! He wouldn't do that! ","הצב קצת גדול מדי עבור שק המיחזור. חוץ מזה, אדם הוא ילד מתחשב! הוא לא יעשה את זה!",,
224.msg,4,0,0,4,99,00000000,Adam doesn't need to do anything with the deflated balloon except trash it.,אדם לא צריך לעשות שום דבר עם הבלון המפוצץ פרט ללזרוק אותו.,,
224.msg,4,0,0,5,99,00000000,Erroneous asked Adam to take care of the screws. He doesn't want them back and they can't be used here.,ארונאוס ביקש מאדם לטפל בברגים. הוא לא רוצה אותם בחזרה ואי אפשר להשתמש בהם כאן.,,
224.msg,4,0,0,6,99,00000000,Adam grasps the string with the tweezers and pulls. Boy! It's really in there! ,אדם תופס את החוט עם הפינצטה ומושך. וואו! זה ממש תקוע בפנים!,,
224.msg,3,0,1,27,99,00000000,The poor sea turtle seems to have something stuck in his throat. ,נראה שלצב הים המסכן תקוע משהו בגרון.,,
224.msg,3,0,1,28,99,00000000,The sea turtle can't talk to Adam while his throat is blocked.   ,צב הים לא יכול לדבר עם אדם כאשר הגרון שלו חסום.,,
224.msg,3,0,1,29,99,00000000,"Now that the string is gone, there's nothing to pull on and Adam's hand is too big to reach into the sea turtle's mouth.  He'll need to use something smaller to get at the blockage in the turtle's throat. ","עכשיו שהחוט איננו אין במה למשוך, והיד של אדם גדולה מכדי להכניס אותה לפה של צב הים. הוא יצטרך להשתמש במשהו קטן יותר כדי להגיע לחסימה שבגרונו של הצב.",,
224.msg,3,0,1,30,99,00000000,A red deflated balloon is lying on the floor. It looks like it came from the same bunch of red balloons that the boy on the cruise ship was playing with. So THAT'S what Adam saw in the courtyard! ,בלון אדום מפוצץ שוכב על הרצפה. נראה שהוא היה חלק מאותה חבילת בלונים שהילד על הספינה שיחק איתה. אז זה מה שאדם ראה בחצר!,,
224.msg,3,0,1,31,99,00000000,That's the balloon that Erroneous swallowed. It's a lucky thing for  him that Adam got it out.  ,זה הבלון שארונאוס בלע. יש לו מזל שאדם הוציא אותו.,,
224.msg,3,0,1,32,99,00000000,There's a flag of Great Britain on the wall. How curious. ,יש דגל של הממלכה הבריטית על הקיר. כמה מוזר.,,
224.msg,3,0,1,33,99,00000000,How strange to see a Grandfather clock under the sea. ,כמה מוזר לראות שעון אורלוגין מתחת לים.,,
224.msg,3,0,1,34,99,00000000,The sea turtle must like salvaging human items from the sea.  ,צב הים כנראה אוהב לאסוף חפצים אנושיים מהים.,,
224.msg,3,0,1,35,99,00000000,The bookcase holds waterlogged copies of the Encyclopedia Britannica A-G as well as other more popular fish press titles.  ,"הספרייה מכילה עותקים ספוגי מים של אנציקלופדיה בריטניקה A עד G, כמו גם עוד כותרים פופולריים של הוצאת 'דגים'.",,
224.msg,3,0,1,36,99,00000000,A world globe sits on top of the sea turtle's bookcase. ,גלובוס של העולם ניצב בראש הספרייה של צב הים.,,
224.msg,3,0,2,1,99,00000000,The shell bed looks quite comfortable. ,מיטת הצדפה נראית די נוחה.,,
224.msg,3,0,2,2,99,00000000,"On the bookshelf Adam sees: ""The Frugal Gourami"" ","על מדף הספרים אדם רואה: ""חדקן חסכן""",,
224.msg,3,0,2,3,99,00000000,"On the bookshelf Adam sees: ""She Stoops to Conger"" ","על מדף הספרים אדם רואה: ""ליל טרוטניות""",,
224.msg,3,0,2,4,99,00000000,"On the bookshelf Adam sees: ""101 Cod Games""  ","על מדף הספרים אדם רואה: ""101 משחקי בקלה""",,
224.msg,3,0,2,5,99,00000000,"On the bookshelf Adam sees: ""15 Days to Bigger Mussels""  ","על מדף הספרים אדם רואה: ""מרכיכה לכריש תוך 15 יום""",,
224.msg,3,0,2,6,99,00000000,"On the bookshelf Adam sees: ""George Washingfin, the Flounder of Our Country"" ","על מדף הספרים אדם רואה: ""ג'ורג' וושינגטונה, מייסד המרינה""",,
224.msg,3,0,2,7,99,00000000,"On the bookshelf Adam sees: ""Transactional Analysis in Grouper Therapy""  ","על מדף הספרים אדם רואה: ""ניתוח עסקאות בטיפול דקרני""",,
224.msg,3,0,2,8,99,00000000,"On the bookshelf Adam sees: ""The One-Minute Manatee""  ","על מדף הספרים אדם רואה: ""לנהל פרות-ים ברגע""",,
224.msg,3,0,2,9,99,00000000,"On the bookshelf Adam sees: ""The Hunt for Red Octopus""   ","על מדף הספרים אדם רואה: ""המרדף אחר אוקטופוס האדום""",,
224.msg,3,0,2,10,99,00000000,"On the bookshelf Adam sees: ""Sign Language for the Herring Impaired""   ","על מדף הספרים אדם רואה: ""דג מלוח בלי חרדל""",,
224.msg,3,0,2,11,99,00000000,"On the bookshelf Adam sees: ""Scuba-diving for the Halibut""   ","על מדף הספרים אדם רואה: ""לצלול עם צלופחים""",,
224.msg,3,0,2,12,99,00000000,"On the bookshelf Adam sees: ""The Sole of a New Machine""   ","על מדף הספרים אדם רואה: ""הסול לסל וחסל""",,
224.msg,3,0,2,13,99,00000000,"On the bookshelf Adam sees: ""Trout on a Limb""    ","על מדף הספרים אדם רואה: ""בעיניים טרוטות""",,
224.msg,3,0,2,14,99,00000000,"On the bookshelf Adam sees: ""The Adventures of Hercule Pirahna""    ","על מדף הספרים אדם רואה: ""הרפתקאותיו של הרקול פיראנה"" ",,
224.msg,3,0,2,15,99,00000000,"On the bookshelf Adam sees: ""The Great Sardini""       ","על מדף הספרים אדם רואה: ""סרדיני המדהים""",,
224.msg,3,0,2,16,99,00000000,Adam pulls on the string.  Boy!  It's really in there! ,אדם מושך בחוט. וואו! זה ממש תקוע שם!,,
224.msg,3,0,2,17,99,00000000,"Well, that didn't help much!  The string came off but whatever is stuck in the turtle's throat is still in there!   ","טוב, זה לא עזר בהרבה! החוט התנתק אבל מה שתקוע בגרון של הצב עדיין בפנים!",,
224.msg,3,0,2,18,99,00000000,Adam uses the tweezers to reach carefully into the sea turtle's mouth and grasp the end of the object blocking his small throat.    ,אדם מכניס את הפינצטה בעדינות לפה של צב הים כדי לתפוס את קצה החפץ שחוסם את גרונו.,,
224.msg,3,0,2,21,99,00000000,Those sea urchins can't help unblock the sea turtle's throat! ,קיפודי הים לא יעזרו לשחרר את הגרון של צב הים!,,
224.msg,3,0,2,22,99,00000000,Adam will not need to cut anything to get the blockage out of the sea turtle's throat. ,אדם לא צריך לחתוך שום דבר כדי להוציא את החפץ שחוסם את הגרון של צב הים.,,
224.msg,3,0,2,23,99,00000000,"The sea turtle IS sick, but he doesn't need medicine - he needs to have that blockage in his throat removed.  ","צב הים באמת חולה, אבל הוא לא צריך תרופה - הוא צריך שיסירו את החסימה מהגרון שלו.",,
224.msg,3,0,2,24,99,00000000,That won't help the sea turtle. ,זה לא יעזור לצב הים.,,
224.msg,3,0,2,25,99,00000000,A long white string hangs from his throat.  Now where has Adam seen string like that before?,חוט ארוך בצבע לבן משתלשל מהגרון של הצב. עכשיו איפה אדם ראה חוט כזה בעבר?,,
224.msg,3,0,2,26,99,00000000,Adam should just throw the dangerous deflated balloon away. ,עדיף שאדם פשוט יזרוק לזבל את הבלון המסוכן.,,
224.msg,3,0,2,27,99,00000000,Adam picks up the deflated balloon and puts it into his garbage bag so that it can't cause any trouble. ,אדם לוקח את הבלון המפוצץ ושם אותו בשקית האשפה שלו כדי שלא יגרום לעוד צרות.,,
224.msg,3,0,0,4,99,00000000,The poor sea turtle appears to have something stuck in his throat.  He's having trouble breathing.    ,נראה שלצב הים המסכן תקוע משהו בגרון. הוא מתקשה בנשימה.,,
224.msg,3,0,0,5,99,00000000,Adam picks up the deflated balloon and puts it into his garbage bag so that another animal doesn't swallow it. ,אדם לוקח את הבלון המרוקן ושם אותו בשקית האשפה שלו כדי שאף חיה אחרת לא תבלע אותו.,,
224.msg,3,0,0,10,99,00000000,That way leads back to the outside of the Fish Apartments.  ,הדרך הזו מובילה בחזרה החוצה מתוך מגורי הדגים,,
224.msg,3,0,0,11,99,00000000,Sea vegetation decorates the apartment like potted plants.  ,צמחייה ימית מקשטת את הדירה כמו עציצי נוי.,,
224.msg,3,0,0,12,99,00000000,Just swim to the exit to leave the apartment.,פשוט שחו ליציאה כדי לעזוב את הדירה.,,
224.msg,3,0,0,14,99,00000000,Adam doesn't want to take anything from the sea turtle's apartment that wasn't given to him.       ,אדם לא רוצה לקחת שום דבר שלא נתנו לו מהדירה של צב הים.,,
224.msg,3,0,0,19,99,00000000,Adam doesn't want to disturb the living sea plants.  He knows the plants on the ocean floor are delicate and can be destroyed with even a gentle touch.  ,אדם לא רוצה להפריע לצמחי הים. הוא יודע שהצמחים שעל קרקעית הים הם עדינים ושאפילו מגע רך עשוי להרוס אותם.,,
224.msg,3,0,0,20,99,00000000,"The books would make for excellent reading, but they're more than a little water-logged.   ","הספרים האלה יכלו להיות חומר קריאה מעולה, אבל הם די ספוגים במים.",,
224.msg,3,0,0,21,99,00000000,The clock is a little too heavy to be lugged around - even under water! ,השעון הזה קצת כבד מכדי להיסחב איתו - אפילו מתחת למים!,,
224.msg,3,0,0,22,99,00000000,Adam isn't the least bit tired. ,אדם לא עייף בכלל.,,
224.msg,3,0,0,23,99,00000000,Adam has no interest in 'having the whole world in his hands'.  His hands are full enough with Eluria's problems! ,לאדם אין רצון 'להחזיק את כל העולם בידיים'. הידיים שלו מספיק מלאות בבעיות של אלוריה!,,
224.msg,3,0,0,24,99,00000000,Adam has no interest in taking the sea turtle's British flag. ,אדם לא מעוניין לקחת את דגל בריטניה של צב הים.,,
224.msg,3,0,0,25,99,00000000,"Adam looks appreciatingly at the old ship's wheel, but decides to leave it where it is.  ","אדם מסתכל בהערכה על הגה הספינה הישן, אבל מחליט להשאיר אותו במקומו.",,
224.msg,3,0,0,26,99,00000000,"Adam is swimming in the fish apartment of a sea turtle named Erroneous.  From the looks of the place, Erroneous is quite the scholar.  The British flag implies that he's an Anglophile to boot!  ","אדם שוחה בדירה של צב ים בשם ארונאוס. לפי המראה של המקום, ארונאוס הוא משכיל למדי. הדגל הבריטי רומז שהוא בנוסף לכל גם אנגלופיל!",,
225.msg,1,0,0,26,3,00000000,"""Why are you so blue, Gregarious?"" ","למה אתה כל כך כחול, גרגאריוס?",,
225.msg,1,0,0,27,3,00000000,"""Why on Earth are you doing that?""",למה אתה עושה את זה?,,
225.msg,1,0,0,28,3,00000000,"""But you're a mammal! You have to go up to breathe real air or you'll suffocate.""  ",אבל אתה יונק! אתה חייב לעלות כדי לנשום אוויר אמיתי או שאתה תחנק!,,
225.msg,1,0,0,29,3,00000000,"""How about if I go up there with you? You can show me the boat while we're up there. Maybe I can do something about their propellers.""   ",מה אם אני אעלה למעלה איתך? תוכל להראות לי את הסירה כשנהיה שם למעלה. אולי אני אוכל לעשות משהו לגבי המדחפים.,,
225.msg,2,0,0,1,7,00000000,"""Wulp, whatcha need now, Adam?""","טוף, מה'תה צריך עכשיו, אדם?",,
225.msg,2,0,0,2,7,00000000,"""I'm, uh, holdin' my breath.""","אני, אה, עוצר את הנשימה שלי.",,
225.msg,2,0,0,3,7,00000000,"""Ya see these bandages? I keep gettin' hit by the same dumb speedboat every time I go up to the surface to breathe. Danged propellers! I'm just not goin' up there no more!""   ",אתה רואה 'תתחבושות האלה? אני כל פעם נפגע על ידי אותה סירה מטומטמת כשאני עולה למעלה לנשום. מדחפים איומים! אני פשוט לא הולך לעלות לשם יותר.,,
225.msg,2,0,0,4,7,00000000,"""Nope, nope, nope. Don't care. I ain't goin'! That propeller has gotten the last piece of Gregarious A. Manatee, by gill!""  ","לא, לא, לא. לא אכפת לי. אני לא הולך! המדחף הזה תפס את החתיכה האחרונה מגרגאריוס א. פרת-ים, בשם הזים!",,
225.msg,2,0,0,5,7,00000000,"""Gee, Adam! You'd do that <a-hyuh>? What a pal. Follow me."" ","בחיי, אדם! אתה תעשה את זה <אה-הויה>? איזה חבר. עקוב אחריי.",,
225.msg,2,0,0,6,7,00000000,"""Hey there, Adam. Hope yer havin' luck with the other citizens in the buildin'."" ","היי, אדם. אני מקווה שיש לך מזל עם שאר האזרחים בבניין.",,
225.msg,2,0,0,7,7,00000000,"""Lemme know when all of the citizens are at the meetin'."" ",תודיע לי כשכל האזרחים נמצאים בפגישה.,,
225.msg,2,0,0,8,7,00000000,"""There're still some citizens in the apartments, Adam. Check the ones with the lights <a-hyuh>.""  ","עוד יש כמה אזרחים בדירות, אדם. תבדוק את אלו עם האורות <אה-הויה>.",,
225.msg,2,0,0,9,7,00000000,"""Wulp, that's real purty, Adam, but I don't know what ta do with it."" ","טוף, זה ממש יפה, אדם, אבל אנ'לא יודע מה לעשות עם זה.",,
225.msg,2,0,0,10,7,00000000,"""Yer quite a joker, there, Adam <a-hyuh>.""","אתה ממש בדחן, אתה, אדם <אה-הויה>.",,
225.msg,3,0,1,4,99,00000000,Gregarious' toolbox is lying on the floor.  ,תיבת הכלים של גרגאריוס מונחת על הרצפה.,,
225.msg,3,0,1,5,99,00000000,There are photographs on the wall of two older manatees. They must be Gregarious' parents.     ,על הקיר יש תמונות של שתי פרות ים זקנות. אלה בוודאי ההורים של גרגאריוס.,,
225.msg,3,0,1,6,99,00000000,Gregarious looks a lot happier now that he doesn't have to worry about those propellers.   ,גרגאריוס נראה הרבה יותר שמח עכשיו שהוא לא צריך לדאוג מהמדחפים.,,
225.msg,3,0,1,7,99,00000000,"With all of his cuts and bandages, Gregarious might not appreciate being touched.    ","עם כל החתכים והתחבושות שלו, גרגאריוס אולי לא ירצה שייגעו בו.",,
225.msg,3,0,1,8,99,00000000,The toolbox contains Gregarious' tools for working around the apartments. There's nothing in there that Adam needs.     ,תיבת הכלים מכילה את כלי העבודה של גרגאריוס לטיפול בדירות. אין שם שום דבר שאדם צריך.,,
225.msg,3,0,1,20,99,00000000,Adam doesn't want to take the pictures of Gregarious' parents. They have faces only a son could love.   ,אדם לא רוצה לקחת את התמונות של ההורים של גרגאריוס. יש להם פרצופים שרק בן יכול לאהוב.,,
225.msg,3,0,1,21,99,00000000,The wall rack holds some of Gregarious' handyman tools. ,המתלה על הקיר מכיל כמה מכלי העבודה של גרגאריוס.,,
225.msg,3,0,1,22,99,00000000,Gregarious needs his tools in his job as handyman for the apartment. Adam doesn't want to take them.     ,גרגאריוס צריך את הכלים שלו בתור השיפוצניק של הדירות. אדם לא רוצה לקחת אותם.,,
225.msg,3,0,1,23,99,00000000,Adam is swimming in Gregarious' apartment. Gregarious is the watchman and handyman for the Fish Apartments and his apartment is full of tools and gadgets.     ,אדם שוחה בדירה של גרגאריוס. גרגאריוס הוא השומר והשיפוצניק של דירות הדגים והדירה שלו מלאה בכלים וגאדג'טים.,,
225.msg,3,0,1,24,99,00000000,Gregarious isn't here. He's still waiting at the surface for Adam to take care of those propellers. ,גרגאריוס לא כאן. הוא עדיין מחכה למעלה שאדם יטפל במדחפים.,,
225.msg,3,0,1,25,99,00000000,Some of Gregarious' tools are lying on the floor. They look rather dull. ,כמה מהכלים של גרגאריוס נמצאים על הרצפה. הם נראים די קהים.,,
225.msg,3,0,1,26,99,00000000,Adam doesn't want to mess around with Gregarious' things.,אדם לא רוצה להתעסק עם הדברים של גרגאריוס.,,
225.msg,3,0,1,27,99,00000000,"Gregarious doesn't need his things cleaned up, thanks.","גרגאריוס לא צריך שינקו לו את החפצים, תודה.",,
225.msg,3,0,0,6,99,00000000,The manatee is absolutely covered with bandages! He's also turning blue.   ,פרת הים מכוסה לגמרי בתחבושות! הוא גם מכחיל.,,
225.msg,3,0,0,10,99,00000000,That way leads back to the outside of the Fish Apartments.  ,הדרך הזו מובילה בחזרה החוצה מתוך מגורי הדגים,,
225.msg,3,0,0,11,99,00000000,Sea vegetation decorates the apartment like potted plants.  ,צמחייה ימית מקשטת את הדירה כמו עציצי נוי.,,
225.msg,3,0,0,12,99,00000000,Just swim to the exit to leave the apartment.,פשוט שחו ליציאה כדי לעזוב את הדירה.,,
225.msg,3,0,0,19,99,00000000,Adam doesn't want to disturb the living sea plants. He knows the plants on the ocean floor are delicate and can be destroyed with even a gentle touch.  ,אדם לא רוצה להפריע לצמחי הים. הוא יודע שהצמחים שעל קרקעית הים הם עדינים ושאפילו מגע עדין עשוי להרוס אותם.,,
226.msg,2,0,1,1,3,00000000,"""Anyway, I think you're really nice and I think your spines are cool.""    ","בכל אופן, אני חושב שאת ממש נחמדה ואני חושב שהקוצים שלך מגניבים.",,
226.msg,2,0,0,30,3,00000000,"""You used a bottle of bleach for your table and the bleach knocked you out. I'm afraid bleach is one of those man-made dangers you'll have to watch out for.""     ",השתמשת בבקבוק אקונומיקה עבור השולחן והאקונומיקה עילפה אותך. אני חושש שאקונומיקה היא אחת מאותן סכנות של בני אדם שאת צריכה להיזהר מפניהן.,,
226.msg,2,0,0,31,3,00000000,"""I'm Adam. I'm here to tell the citizens about a meeting in the Council Chambers. The Mayor's asked everybody to come.""     ",אני אדם. אני כאן כדי לספר לאזרחים על ישיבה באולם המועצה. ראש העיר ביקש שכולם יגיעו.,,
226.msg,2,0,0,32,3,00000000,"""Why not?""",למה לא?,,
226.msg,2,0,0,33,3,00000000,"""But you can't just hide in your room! Everyone needs friends... Listen to me - I sound just like my dad! I guess he's right after all.""        ",אבל את לא יכולה פשוט להתחבא בחדר שלך! כולם צריכים חברים... תשמעו אותי - אני נשמע בדיוק כמו אבא שלי. כנראה שהוא צדק בכל זאת.,,
226.msg,2,0,0,34,3,00000000,"""It is important, I think. Maybe your spines could help other citizens."" ","זה חשוב, אני חושב. אולי הקוצים שלך יוכלו לעזור לאזרחים האחרים.",,
226.msg,2,0,0,35,3,00000000,"""Wow! A lionfish spine! Neat! Thanks, Olympia!""","וואו! קוץ  של זהרון! מגניב! תודה, אולימפיה!",,
226.msg,2,0,0,36,3,00000000,"""How are you feeling now?"" ",איך את מרגישה עכשיו?,,
226.msg,4,0,0,1,99,00000000,There's an easier way to help the lionfish than using Adam's precious store of healing potion.  ,יש דרך פשוטה יותר לעזור לזהרון מאשר להשתמש בשיקוי המרפא יקר הערך של אדם.,,
226.msg,4,0,0,2,99,00000000,Adam can't throw the window away!,אדם לא יכול לזרוק את החלון!,,
226.msg,4,0,0,3,99,00000000,The best thing to do with that bleach bottle is just throw it away.,הדבר הטוב ביותר לעשות עם בקבוק האקונומיקה הוא פשוט לזרוק אותו לזבל.,,
226.msg,4,0,0,4,99,00000000,Adam uses the water pump to try to cycle the contaminated water out of the window.    ,אדם משתמש במשאבת המים כדי להוציא את המים המזוהמים מחוץ לחלון.,,
226.msg,4,0,0,5,99,00000000,That doesn't work on the window.,זה לא עובד על החלון.,,
226.msg,3,0,2,9,99,00000000,A beautiful lionfish floats stunned and unconscious in the water. ,זהרון יפהפיה צפה המומה ומחוסרת הכרה במים.,,
226.msg,3,0,2,10,99,00000000,The lionfish is unconscious. She can't talk to Adam now. ,הזהרון מחוסרת הכרה. היא לא יכולה לדבר עם אדם כעת.,,
226.msg,3,0,2,11,99,00000000,"The couch is made out of shell, Grecian marble, and old tires. ","הספה עשוייה מקונכיה, שיש יוונית וצמיגים ישנים.",,
226.msg,3,0,2,12,99,00000000,The lionfish likes to fix up her apartment with objects she finds. She's used some old bottles to make the table legs.  ,הזהרון אוהבת לקשט את הדירה שלה בחפצים שהיא מוצאת. היא השתמשה בכמה בקבוקים ישנים בתור רגליים לשולחן.,,
226.msg,3,0,2,13,99,00000000,"Oh, no! A bottle of chlorine bleach! Tropical fish collectors use bleach to stun fish so that they can catch them easily. The lionfish must  have found the bottle up on the reef.    ",הו לא! בקבוק אקנומיקה! אספני דגים אקזוטיים משתמשים באקונומיקה כדי להמם דגים ולתפוס אותם ביתר קלות. הזהרון ודאי מצאה את הבקבוק על השונית.,,
226.msg,3,0,2,15,99,00000000,This apartment has a window to the outside. ,לדירה הזו יש חלון שפונה החוצה.,,
226.msg,3,0,2,16,99,00000000,Good idea!  Try using the garbage bag. ,רעיון טוב! נסו להשתמש בשקית האשפה.,,
226.msg,3,0,2,17,99,00000000,Adam can't touch the lionfish! Lionfish spines are very poisonous! ,אדם לא יכול לגעת בזהרון! קוצי הזהרון מאוד רעילים!,,
226.msg,3,0,2,18,99,00000000,"The window is already open, but the water doesn't seem to be cycling out of the lionfish's apartment very quickly.    ","החלון כבר פתוח, אבל המים לא יוצאים מדירת הזהרון מספיק מהר.",,
226.msg,3,0,2,20,99,00000000,The garbage bag can't help get rid of that milky stuff in the water.,שקית האשפה לא יכולה להפטר מהחומר הלבנוני במים.,,
226.msg,3,0,2,21,99,00000000,"The lionfish is unconscious, not dead.  ","הזהרון מחוסרת הכרה, לא מתה.",,
226.msg,3,0,2,22,99,00000000,"The lionfish's belongings may not be much, but they're hardly trash. ","הרכוש של הזהרון אולי לא מפואר, אבל הוא רחוק מלהיות זבל.",,
226.msg,3,0,2,23,99,00000000,That won't help the lionfish recover. ,זה לא יעזור לזהרון להחלים.,,
226.msg,3,0,2,24,99,00000000,The room is still cloudy. Adam will have to find the source of the white stuff first and remove it. ,החדר עדיין עכור. אדם יצטרך למצוא את מקור החומר הלבן ולהסיר אותו.,,
226.msg,3,0,2,25,99,00000000,"That's a good idea, but Adam needs to pump the contaminated water OUT of the room somehow.     ","זה רעיון טוב, אבל אדם צריך לשאוב את המים המזוהמים אל מחוץ לחדר איכשהוא.",,
226.msg,3,0,2,26,99,00000000,Adam doesn't need to mess with the window any more.,אדם לא צריך להתעסק עוד עם החלון.,,
226.msg,3,0,2,27,99,00000000,Adam doesn't want to mess with the lionfish's stuff. ,אדם לא רוצה להתעסק עם הדברים של הזהרון.,,
226.msg,3,0,0,7,99,00000000,"Adam picks up the bleach bottle and stores it away in his garbage bag. That stops new bleach from leaking into the water, but the apartment is still full of the stuff.    ","אדם מרים את בקבוק האקונומיקה ומאכסן אותו בשקית האשפה שלו. זה מונע מאקונומיקה נוספת לזלוג למים, אבל הדירה עצמה עדיין מלאה בחומר הזה.",,
226.msg,3,0,0,8,99,00000000,"Adam uses the water pump to cycle the old, contaminated water out into the much bigger area of the open sea. The room slowly clears of bleach.      ","אדם משתמש במשאבת המים הישנה כדי להוציא את המים הישנים והמזוהמים אל אזור גדול יותר בים הפתוח. אט אט, האקונומיקה מתפנה מהחדר.",,
226.msg,3,0,0,10,99,00000000,That way leads back to the outside of the Fish Apartments.   ,הדרך הזו מובילה בחזרה החוצה מתוך מגורי הדגים,,
226.msg,3,0,0,11,99,00000000,Sea vegetation decorates the apartment like potted plants.  ,צמחייה ימית מקשטת את הדירה כמו עציצי נוי.,,
226.msg,3,0,0,12,99,00000000,Just swim to the exit to leave the apartment.,פשוט שחו ליציאה כדי לעזוב את הדירה.,,
226.msg,3,0,0,19,99,00000000,Adam doesn't want to disturb the living sea plants. He knows the plants on the ocean floor are delicate and can be destroyed with even a gentle touch.  ,אדם לא רוצה להפריע לצמחי הים. הוא יודע שהצמחים שעל קרקעית הים הם עדינים ושאפילו מגע עדין עשוי להרוס אותם.,,
226.msg,3,0,0,27,99,00000000,Adam doesn't want to take anything from the lionfish's apartment that wasn't given to him.          ,אדם לא רוצה לקחת דבר מהדירה של הזהרון שלא ניתן לו במפורש.,,
226.msg,3,0,0,28,99,00000000,Adam is swimming in the apartment of a lionfish named Olympia. The apartment is cleverly decorated with discarded pieces of human trash. Olympia should get a reward for recycling!    ,אדם שוחה בדירה של זהרון בשם אולימפיה. הדירה מעוצבת באלגנטיות עם חפצים שהושלכו כאשפה על ידי בני אדם. אולימפיה צריכה לקבל פרס על מחזור!,,
226.msg,3,0,0,29,99,00000000,The water is filled with a milky substance. It makes Adam dizzy.   ,המים מלאים בחומר לבנוני. הוא גורם לאדם להיות מסוחרר.,,
226.msg,3,0,0,30,99,00000000,"Adam could never lug that couch around, even if he wanted to! ","אדם לא יכול לגרור את הספה, גם אם היה רוצה!",,
226.msg,3,0,0,31,99,00000000,Adam doesn't want to take the lionfish's art! ,אדם לא רוצה לקחת את האמנות של הזהרון!,,
226.msg,3,0,0,32,99,00000000,The lionfish has a painting on one wall. Perhaps she scavenged it from human trash or perhaps it was painted by an artist friend.      ,לזהרון יש ציור על אחד הקירות. אולי היא מצאה אותו בזבל אנושי או שאולי חבר אמן צייר אותו.,,
226.msg,3,0,0,33,99,00000000,The table doesn't need to be moved. ,אין צורך להזיז את השולחן.,,
226.msg,1,0,0,1,14,00000000,"""Oh my! What happened here?""",אוי לי! מה קרה כאן?,,
226.msg,1,0,0,2,14,00000000,"""I... I'm fine - just a little woozy. My name's Olympia. Who are you?"" ",אני... אני בסדר - רק קצת מסוחררת. קוראים לי אולימפיה. מי אתה?,,
226.msg,1,0,0,3,14,00000000,"""A meeting? You mean with other fish? I... I don't know. I'm pretty shy, I'm afraid. I don't like crowds.""   ","פגישה? אתה מתכוון עם דגים אחרים? אני... אני לא יודעת. אני די ביישנית, אני חוששת. אני לא אוהבת התקהלויות.",,
226.msg,1,0,0,4,14,00000000,"""Well, it's my spines, you see. They're quite poisonous. I can't help it, you know, but there it is. I'm always afraid that others will be afraid of me - or that somehow accidentally...""     ","טוב, אלה הקוצים שלי, אתה מבין. הם רעילים למדי. אין לי שליטה בזה, אתה יודע, אבל זה המצב. אני תמיד מפחדת שאחרים יפחדו ממני - או שאיכשהו בטעות...",,
226.msg,1,0,0,5,14,00000000,"""You... like my spines? I never thought anyone would LIKE my spines. Well... maybe I COULD go.""     ",אתה... אוהב את הקוצים שלי? מעולם לא חשבתי שמישהו יאהב את הקוצים שלי. טוב... אולי אני אוכל ללכת.,,
226.msg,1,0,0,6,14,00000000,"""If you truly like my spines, perhaps you'll accept a small gift for saving my life. This locket contains one of my baby spines. It's quite potent, though. Be careful how you use it.""   ","אם אתה באמת אוהב את הקוצים שלי, אולי תקבל מתנה קטנה על כך שהצלת את חיי. התליון הזה מכיל את אחד מקוצי הילדות שלי. דע שהוא די חזק, אז הזהר איך שתשתמש בו.",,
