"חדר","שם","פועל","תנאי","רצף","דובר","מקור","תרגום","הערות","ריפוד","False"
"302.0","2.0","7.0","13.0","1.0","99.0","A second message made from the Voodoo crosses is on the wall.","הודעה שניה מורכבת מצלבי וודו כתובה על הקיר.","","00000001","False"
"302.0","2.0","7.0","2.0","1.0","99.0","Gabriel's message is on the tomb wall.","ההודעה של גבריאל רשומה על הקיר.","","00000001","False"
"302.0","2.0","7.0","3.0","1.0","99.0","There are no marks on the wall at present.","אין שום סמלים על הקיר כרגע.","","00000001","False"
"302.0","2.0","9.0","0.0","1.0","99.0","The wall doesn't work that way.","הקיר לא עובד בצורה הזאת.","","00000000","False"
"302.0","2.0","6.0","0.0","1.0","99.0","","","","02090000","False"
"302.0","2.0","8.0","0.0","1.0","99.0","","","","02090000","False"
"302.0","2.0","12.0","0.0","1.0","99.0","Gabriel can't take anything from the tomb wall that way.","גבריאל לא יכול לקחת מהקיר כלום.","","00000000","False"
"302.0","2.0","11.0","0.0","1.0","99.0","","","","020a0000","False"
"302.0","2.0","40.0","0.0","1.0","99.0","(GK-AM2)Gabriel can't put his sketch back on the wall.","גבריאל לא יכול להדביק את הסקיצה שלו בחזרה על הקיר.","","00000000","False"
"302.0","2.0","59.0","0.0","1.0","99.0","","","","02280000","False"
"302.0","1.0","0.0","15.0","1.0","99.0","There are no symbols to erase.","אין שום סמלים למחיקה.","","00000000","False"
"302.0","1.0","0.0","1.0","1.0","3.0","!!!Do not print this. Comment msg only.","!!!Do not print this. Comment msg only.","","00000001","False"
"302.0","6.0","0.0","14.0","1.0","99.0","Select a symbol to write.","בחר סמל לכתיבה.","","00000000","False"
"310.0","3.0","10.0","0.0","1.0","99.0","The marble residents of this city of the dead say nothing.","שוכני העפר בעיר המתים אינם פוצים את פיהם.","","00000001","False"
"310.0","3.0","7.0","0.0","1.0","99.0","A statue of a small child clings to a cross atop the Wright tomb.","פסל של ילד קטן נצמד לצלב על ראש קבר רייט.","","00000001","False"
"310.0","3.0","9.0","0.0","1.0","1.0","""I don't want to do that.""","""אני לא רוצה לעשות את זה.""","","00000001","False"
"310.0","3.0","6.0","0.0","1.0","99.0","The statue doesn't work that way.","הפסל לא עובד בצורה הזאת.","","00000001","False"
"310.0","3.0","8.0","0.0","1.0","99.0","","","","03060001","False"
"310.0","3.0","12.0","0.0","1.0","99.0","","","","03090001","False"
"310.0","3.0","11.0","0.0","1.0","99.0","","","","030a0001","False"
"310.0","2.0","10.0","0.0","1.0","99.0","The grotesquery does not reply.","הגרוטסקה לא עונה.","","00000001","False"
"310.0","2.0","7.0","0.0","1.0","99.0","A grinning grotesquery tops one section of the cemetery fence.","גרוטסקה מגחכת חולשת על מקטע שלם של גדר בית העלמין.","","00000001","False"
"310.0","2.0","9.0","0.0","1.0","99.0","Better to leave the grinning grotesquery where it is.","מוטב להשאיר את הגרוטסקה המחייכת במקומה הנוכחי.","","00000001","False"
"310.0","2.0","6.0","0.0","1.0","99.0","","","","03060001","False"
"310.0","2.0","8.0","0.0","1.0","99.0","","","","03060001","False"
"310.0","2.0","12.0","0.0","1.0","99.0","","","","02090001","False"
"310.0","2.0","11.0","0.0","1.0","99.0","","","","020a0001","False"
"310.0","8.0","0.0","1.0","1.0","1.0","""These are Gran's folks.  I never knew them.""","""בני משפחתה של סבתא. לא זכיתי להכיר אותם.""","","00000000","False"
"310.0","9.0","10.0","0.0","1.0","99.0","","","","030a0001","False"
"310.0","9.0","7.0","0.0","1.0","99.0","An odd monument highlights one grave site.  It looks vaguely reptilian.","אנדרטה משונה מדגישה את אחד מאתרי הקבורה. יש לה צורה של זוחל.","","00000001","False"
"310.0","9.0","9.0","0.0","1.0","99.0","The monument isn't going anywhere.","האנדרטה לא הולכת לשום מקום.","","00000001","False"
"310.0","9.0","6.0","0.0","1.0","99.0","","","","02060001","False"
"310.0","9.0","8.0","0.0","1.0","99.0","","","","02060001","False"
"310.0","9.0","12.0","0.0","1.0","99.0","","","","09090001","False"
"310.0","9.0","11.0","0.0","1.0","99.0","","","","030a0000","False"
"310.0","4.0","0.0","0.0","1.0","99.0","Using that on the tomb would be pointless.","שימוש בזה על גבי הקבר יהיה חסר תוחלת.","","00000000","False"
"310.0","4.0","10.0","0.0","1.0","99.0","","","","040b0000","False"
"310.0","4.0","7.0","0.0","1.0","99.0","This above-ground tomb is only large enough to accommodate one resident.","הקבר העילי גדול דיו כדי לאכלס תושב בוגר.","","00000001","False"
"310.0","4.0","9.0","0.0","1.0","99.0","The marble and granite tombs are quite heavy.","קברי השיש והגרניט כבדים למדי.","","00000001","False"
"310.0","4.0","6.0","0.0","1.0","99.0","The tomb is securely shut.","הקבר חתום ונעול.","","00000001","False"
"310.0","4.0","8.0","0.0","1.0","99.0","There's nothing on the tomb to operate.","אין מה להפעיל על גבי הקבר.","","00000001","False"
"310.0","4.0","12.0","0.0","1.0","99.0","","","","04090001","False"
"310.0","4.0","11.0","0.0","1.0","99.0","Gabriel doesn't care to communicate with the inhabitants of that tomb.","גבריאל לא מעוניין לתקשר עם שוכני הקבר.","","00000000","False"
"310.0","5.0","0.0","0.0","1.0","99.0","","","","04000000","False"
"310.0","5.0","10.0","0.0","1.0","99.0","","","","040b0000","False"
"310.0","5.0","7.0","0.0","1.0","99.0","This family tomb bears the inscription ""Rest in Peace"" and the name ""Fullermill.""","הקבר המשפחתי נושא את ההקדשה ""נוחו בשלום"" ואת השם ""פולרמיל.""","","00000001","False"
"310.0","5.0","9.0","0.0","1.0","99.0","","","","04090001","False"
"310.0","5.0","6.0","0.0","1.0","99.0","","","","04060001","False"
"310.0","5.0","8.0","0.0","1.0","99.0","","","","04080001","False"
"310.0","5.0","12.0","0.0","1.0","99.0","","","","04090001","False"
"310.0","5.0","11.0","0.0","1.0","99.0","","","","040b0000","False"
"310.0","6.0","0.0","0.0","1.0","99.0","","","","04000000","False"
"310.0","6.0","10.0","0.0","1.0","99.0","","","","040b0000","False"
"310.0","6.0","7.0","0.0","1.0","99.0","Several generations of an old New Orleans family rest here in relative peace.","כמה דורות של משפחות ניו אורלינסיות עתיקות נחות על משכבן בשלום יחסי.","","00000001","False"
"310.0","6.0","9.0","0.0","1.0","99.0","","","","04090001","False"
"310.0","6.0","6.0","0.0","1.0","99.0","","","","04060001","False"
"310.0","6.0","8.0","0.0","1.0","99.0","","","","04080001","False"
"310.0","6.0","12.0","0.0","1.0","99.0","","","","04090001","False"
"310.0","6.0","11.0","0.0","1.0","99.0","","","","040b0000","False"
"310.0","7.0","0.0","0.0","1.0","99.0","","","","04000000","False"
"310.0","7.0","10.0","0.0","1.0","99.0","","","","040b0000","False"
"310.0","7.0","7.0","0.0","1.0","99.0","A wrought-iron fence surrounds this tomb.","גדר מברזל יצוק מקיפה את הקבר.","","00000001","False"
"310.0","7.0","7.0","0.0","2.0","1.0","""I hope that's to keep people OUT.""","""אני מקווה שזה נועד למנוע מאנשים להיכנס.""","","00000000","False"
"310.0","7.0","9.0","0.0","1.0","99.0","","","","04090001","False"
"310.0","7.0","6.0","0.0","1.0","99.0","","","","04060001","False"
"310.0","7.0","8.0","0.0","1.0","99.0","","","","04080001","False"
"310.0","7.0","12.0","0.0","1.0","99.0","","","","04090001","False"
"310.0","7.0","11.0","0.0","1.0","99.0","","","","040b0000","False"
"310.0","10.0","0.0","0.0","1.0","99.0","","","","04000000","False"
"310.0","10.0","10.0","0.0","1.0","99.0","","","","010a0000","False"
"310.0","10.0","7.0","0.0","1.0","99.0","The marker reads:  Meryl Planter Wright","על המצבה נכתב: מריל פלנטר רייט","","00000001","False"
"310.0","10.0","7.0","0.0","2.0","1.0","","","","08000100","False"
"310.0","10.0","9.0","0.0","1.0","99.0","","","","04090000","False"
"310.0","10.0","6.0","0.0","1.0","99.0","","","","04060000","False"
"310.0","10.0","8.0","0.0","1.0","99.0","","","","04080000","False"
"310.0","10.0","12.0","0.0","1.0","99.0","","","","0f0c0000","False"
"310.0","10.0","11.0","0.0","1.0","1.0","""Ah...hi.  I'm Rebecca's grandson.""","""אה...הי. אני הנכד של רבקה.""","","00000000","False"
"310.0","10.0","11.0","0.0","2.0","99.0","Much as when they were alive, the Wright elders give no response.","בדיוק כמו בחייהם, זקני רייט אינם עונים.","","00000000","False"
"310.0","11.0","0.0","0.0","1.0","99.0","","","","04000000","False"
"310.0","11.0","10.0","0.0","1.0","99.0","","","","010a0000","False"
"310.0","11.0","7.0","0.0","1.0","99.0","The marker reads:  Franklin Wright","על המצבה נכתב: פרנקלין רייט","","00000001","False"
"310.0","11.0","7.0","0.0","2.0","1.0","","","","08000100","False"
"310.0","11.0","9.0","0.0","1.0","99.0","","","","04090000","False"
"310.0","11.0","6.0","0.0","1.0","99.0","","","","04060000","False"
"310.0","11.0","8.0","0.0","1.0","99.0","","","","04080000","False"
"310.0","11.0","12.0","0.0","1.0","99.0","","","","0f0c0000","False"
"310.0","11.0","11.0","0.0","1.0","1.0","","","","0a0b0000","False"
"310.0","12.0","0.0","0.0","1.0","99.0","","","","04000000","False"
"310.0","12.0","10.0","0.0","1.0","99.0","","","","010a0000","False"
"310.0","12.0","7.0","0.0","1.0","99.0","The marker reads:  Harley Wright","על המצבה נכתב: הארלי רייט","","00000001","False"
"310.0","12.0","7.0","0.0","2.0","1.0","""Gran's sister.  She died young.""","""אחותה של סבתא. היא נפטרה בגיל צעיר.""","","00000000","False"
"310.0","12.0","9.0","0.0","1.0","99.0","","","","04090000","False"
"310.0","12.0","6.0","0.0","1.0","99.0","","","","04060000","False"
"310.0","12.0","8.0","0.0","1.0","99.0","","","","04080000","False"
"310.0","12.0","12.0","0.0","1.0","99.0","","","","0f0c0000","False"
"310.0","12.0","11.0","0.0","1.0","1.0","""Gran talks a lot about you, Harley.""","""סבתא מדברת עליך הרבה, הארלי.""","","00000000","False"
"310.0","13.0","0.0","0.0","1.0","99.0","","","","04000000","False"
"310.0","13.0","10.0","0.0","1.0","99.0","","","","010a0000","False"
"310.0","13.0","7.0","0.0","1.0","99.0","The marker reads:  Harrison Knight","על המציבה נכתב: האריסון נייט","","00000001","False"
"310.0","13.0","7.0","0.0","2.0","1.0","""(ARCC)Grandaddy.""","""סבא.""","","00000000","False"
"310.0","13.0","9.0","0.0","1.0","99.0","","","","04090000","False"
"310.0","13.0","6.0","0.0","1.0","99.0","","","","04060000","False"
"310.0","13.0","8.0","0.0","1.0","99.0","","","","04080000","False"
"310.0","13.0","12.0","0.0","1.0","99.0","","","","0f0c0000","False"
"310.0","13.0","11.0","0.0","1.0","1.0","""(ARCC)How's it going, Grandaddy?""","""איך הולך, סבא?""","","00000001","False"
"310.0","14.0","0.0","0.0","1.0","99.0","","","","04000000","False"
"310.0","14.0","10.0","0.0","1.0","99.0","","","","010a0000","False"
"310.0","14.0","7.0","0.0","1.0","99.0","The marker reads:  Philip Knight","על המציבה נכתב: פיליפ נייט","","00000001","False"
"310.0","14.0","7.0","0.0","2.0","1.0","""(ARCC)Daddy.""","""אבא.""","","00000000","False"
"310.0","14.0","9.0","0.0","1.0","99.0","","","","04090000","False"
"310.0","14.0","6.0","0.0","1.0","99.0","","","","04060000","False"
"310.0","14.0","8.0","0.0","1.0","99.0","","","","04080000","False"
"310.0","14.0","12.0","0.0","1.0","99.0","","","","0f0c0000","False"
"310.0","14.0","11.0","0.0","1.0","1.0","""(RRCC. SAD, WISTFUL. SPEAKING TO GRAVE.)Hey, Daddy.""","""היי, אבא.""","","00000000","False"
"310.0","15.0","0.0","0.0","1.0","99.0","","","","04000000","False"
"310.0","15.0","10.0","0.0","1.0","99.0","","","","010a0000","False"
"310.0","15.0","7.0","0.0","1.0","99.0","The marker reads:  Margaret Templeton Knight","על המציבה נכתב: מרגרט טמפלטון נייט","","00000001","False"
"310.0","15.0","7.0","0.0","2.0","1.0","""My mother.""","""אמא שלי.""","","00000000","False"
"310.0","15.0","9.0","0.0","1.0","99.0","","","","04090000","False"
"310.0","15.0","6.0","0.0","1.0","99.0","","","","04060000","False"
"310.0","15.0","8.0","0.0","1.0","99.0","","","","04080000","False"
"310.0","15.0","12.0","0.0","1.0","99.0","Gabriel doesn't want to take the name plates from his family tomb.","גבריאל לא רוצה לעקור את לוחיות השם מקבר משפחתו.","","00000000","False"
"310.0","15.0","11.0","0.0","1.0","1.0","""(TO HIS MOM'S GRAVE)Miss you, Mom.""","""מתגעגע אלייך, אמא.""","","00000000","False"
"310.0","1.0","0.0","0.0","1.0","99.0","","","","04000000","False"
"310.0","1.0","10.0","0.0","1.0","99.0","It's rather rude to interrogate the dead.","זה די מחפיר לתחקר את המתים.","","00000001","False"
"310.0","1.0","7.0","0.0","1.0","99.0","The Wright family tomb.  Several of Gabriel and Gran's family members are laid to rest here.","קבר משפחת רייט. רבים מבני משפחתם של גבריאל וסבתא הובאו כאן למנוחת עולמים.","","00000001","False"
"310.0","1.0","9.0","0.0","1.0","99.0","","","","04090001","False"
"310.0","1.0","6.0","0.0","1.0","99.0","","","","04060001","False"
"310.0","1.0","8.0","0.0","1.0","99.0","","","","04080001","False"
"310.0","1.0","12.0","0.0","1.0","99.0","","","","04090001","False"
"310.0","1.0","11.0","0.0","1.0","99.0","If Gabriel wants to address his ancestors, he should choose a specific plaque.","אם גבריאל רוצה לפנות אל אבותיו, עליו לבחור לוחית ספציפית.","","00000001","False"
"320.0","8.0","0.0","0.0","1.0","99.0","Why do that to the angel?","למה לעשות את זה למלאך?","","00000000","False"
"320.0","8.0","10.0","0.0","1.0","99.0","The marble denizens of the graveyard stare blankly back at Gabriel.","שוכני השיש בוהים באטימות בגבריאל.","","00000001","False"
"320.0","8.0","7.0","0.0","1.0","99.0","An angel draped dramatically over a stone plinth marks the entrance to a large tomb.","מלאך נאחז בדרמטיות בעמוד אבן מסמן את הכניסה לקבר גדול.","","00000001","False"
"320.0","8.0","9.0","0.0","1.0","99.0","The heavy marble doesn't budge.","השיש הכבד לא זז.","","00000001","False"
"320.0","8.0","6.0","0.0","1.0","99.0","Gabriel can't see any way to open that angel.","גבריאל לא מוצא שום דרך לפתוח את המלאך.","","00000000","False"
"320.0","8.0","8.0","0.0","1.0","99.0","Gabriel can't see any way to operate that angel.","גבריאל לא מוצא שום דרך להפעיל את המלאך.","","00000000","False"
"320.0","8.0","12.0","0.0","1.0","99.0","","","","08090001","False"
"320.0","8.0","11.0","0.0","1.0","99.0","","","","080a0001","False"
"320.0","1.0","10.0","0.0","1.0","99.0","The tomb is unlikely to respond.","הקבר מתקשה להגיב.","","00000001","False"
"320.0","1.0","7.0","0.0","1.0","99.0","The imposing tomb is elaborately labeled ""Gedde.""","על הקבר המרשים זועקת כתובת מפוארת ""גדה.""","","00000001","False"
"320.0","1.0","9.0","0.0","1.0","99.0","","","","04090001","False"
"320.0","1.0","6.0","0.0","1.0","99.0","The tomb door is securely shut against the material world.","דלת הקבר חוצצת בינו לבין העולם החומרי.","","00000001","False"
"320.0","1.0","12.0","0.0","1.0","1.0","","","","04090001","False"
"320.0","1.0","11.0","0.0","1.0","99.0","","","","010a0001","False"
"320.0","9.0","7.0","0.0","1.0","99.0","Two enormous vases flank the front of the Gedde tomb.","שני כדים עצומים ניצבים בכניסה לקבר גדה.","","00000001","False"
"320.0","9.0","9.0","0.0","1.0","99.0","Moving the vases would not solve anything.","הזזת הכדים לא תפתור דבר.","","00000001","False"
"320.0","9.0","6.0","0.0","1.0","99.0","The vases don't function that way.","הכדים לא מתפקדים בצורה הזאת.","","00000000","False"
"320.0","9.0","8.0","0.0","1.0","99.0","","","","09060000","False"
"320.0","9.0","12.0","0.0","1.0","99.0","(ARCC)Gabriel looks at and in the vases, but he doesn't see anything he wants to take.","גבריאל בוחן את הכדים מבית ומחוץ, אך לא מוצא דבר ששווה לקחת.","","00000001","False"
"320.0","11.0","0.0","1.0","1.0","99.0","That doesn't work on the locked plate.","זה לא עובד על הלוחית הנעולה.","","00000000","False"
"320.0","11.0","0.0","2.0","1.0","99.0","There's no reason to use that on the open plate.","אין סיבה להשתמש בזה על הלוחית הפתוחה.","","00000000","False"
"320.0","11.0","7.0","1.0","1.0","99.0","There's a small marble plate near the tomb doors.","יש לוחית שיש קטנה ליד דלתות הקבר.","","00000001","False"
"320.0","11.0","7.0","2.0","1.0","99.0","","","","0b070801","False"
"320.0","11.0","7.0","8.0","1.0","99.0","","","","0b070900","False"
"320.0","11.0","7.0","9.0","1.0","99.0","The plate is up.  Beneath the plate is a button.","הלוחית התרוממה. מתחתיה התגלה כפתור.","","00000001","False"
"320.0","11.0","44.0","1.0","1.0","99.0","That key doesn't fit the lock on the plate.","המפתח לא מתאים למנעול על הלוחית.","","00000000","False"
"320.0","11.0","9.0","1.0","1.0","99.0","It's locked shut.","זה נעול היטב.","","00000001","False"
"320.0","11.0","9.0","2.0","1.0","99.0","The plate's already up, and Gabriel doesn't want to put it back down.","הלוחית כבר למעלה, וגבריאל לא רוצה להחזירה למצב הקודם.","","00000001","False"
"320.0","11.0","6.0","1.0","1.0","99.0","","","","0b080101","False"
"320.0","11.0","6.0","2.0","1.0","99.0","","","","0b090201","False"
"320.0","11.0","8.0","6.0","1.0","99.0","Gabriel hears the faint sound of breaking glass.","גבריאל שומע קול עמום של זכוכית מתנפצת.","","00000001","False"
"320.0","11.0","8.0","6.0","2.0","47.0","!!!Blank msg","!!!Blank msg","","00000000","False"
"320.0","11.0","8.0","7.0","1.0","3.0","!!!Do not print this.  Comment msg only.","!!!Do not print this.  Comment msg only.","","00000000","False"
"320.0","11.0","8.0","1.0","1.0","99.0","The plate is locked in position.  There's a keyhole on the plate, but Gabriel can't operate that without a key.","הלוחית נעולה. יש אמנם חור מנעול בלוחית, אך גבריאל לא יכול לסובב את זה בלי מפתח.","","00000001","False"
"320.0","11.0","76.0","1.0","1.0","99.0","","","","0b2c0100","False"
"320.0","11.0","11.0","1.0","1.0","1.0","""If only it were that simple.""","""הלוואי שזה היה כל כך פשוט.""","","00000001","False"
"320.0","11.0","11.0","2.0","1.0","99.0","","","","010b0000","False"
"320.0","12.0","0.0","4.0","1.0","1.0","""Malia!""","""מליה!""","","00000000","False"
"320.0","12.0","0.0","4.0","2.0","5.0","""Mr. Knight!  What are you doing here?""","""מר נייט! מה מעשיך כאן?""","","00000000","False"
"320.0","12.0","0.0","4.0","3.0","1.0","""Uh, my family's tomb is here.""","""אה, בני משפחתי קבורים כאן.""","","00000000","False"
"320.0","12.0","0.0","4.0","4.0","5.0","""Mine, too.""","""גם שלי.""","","00000000","False"
"320.0","12.0","0.0","4.0","5.0","1.0","""(BEING FACETIOUS)I noticed.  Subtle.""","""שמתי לב. מתוחכם.""","","00000000","False"
"320.0","12.0","0.0","4.0","6.0","5.0","""(OFFENDED)Well, Mr. Knight, if there's nothing else....""","""ובכן, מר נייט, אם אין משהו נוסף....""","","00000000","False"
"320.0","12.0","0.0","4.0","7.0","1.0","""Don't go.  I need to talk to you.""","""אל תלכי. אני צריך לדבר איתך.""","","00000000","False"
"320.0","12.0","0.0","4.0","8.0","5.0","""Whatever for?""","""על מה ולמה?""","","00000000","False"
"320.0","12.0","0.0","4.0","9.0","1.0","""(HESITATING)I can't stop thinking about you.""","""את לא יוצאת לי מהראש.""","","00000000","False"
"320.0","12.0","0.0","4.0","10.0","1.0","""I've been in your thoughts, too.  I can see it in your eyes.""","""וגם אני קצת נכנסתי לך ללב. אני רואה את זה בעיניים שלך.""","","00000000","False"
"320.0","12.0","0.0","4.0","11.0","5.0","""Mr. Knight, you don't know anything about me.  I'm not in a position to get involved....""","""מר נייט, אתה לא יודע דבר אודותיי. אני לא בנויה כרגע לקשר....""","","00000000","False"
"320.0","12.0","0.0","4.0","12.0","1.0","""I've said that a million times myself, but this is different.  I think we both know we can't fight it.""","""גם אני אמרתי את זה לעצמי מליון פעמים, אבל הפעם זה שונה. אני חושב ששנינו יודעים שלא נוכל לחמוק מזה.""","","00000000","False"
"320.0","12.0","0.0","4.0","13.0","1.0","""<groan>I can't believe I'm saying this!""","""<אנחה> אני לא מאמין שאני אומר את זה!""","","00000000","False"
"320.0","12.0","0.0","4.0","14.0","5.0","""I have so many obligations.  My family is very traditional.  You wouldn't understand.""","""יש לי כל כך הרבה מחויבויות. המשפחה שלי מאוד מסורתית. אתה לא תבין.""","","00000000","False"
"320.0","12.0","0.0","4.0","15.0","1.0","""Hey, I love tradition!  I've seen 'Fiddler on the Roof' a hundred times!""","""הי, אני אוהב מסורת! ראיתי את 'כנר על הגג' מאות פעמים!""","","00000000","False"
"320.0","12.0","0.0","4.0","16.0","5.0","""(BITTER LAUGH)This isn't a musical, Mr. Knight.  We live in different worlds!""","""זה לא מחזמר, מר נייט. אנחנו חיים בעולמות מקבילים!""","","00000000","False"
"320.0","12.0","0.0","4.0","17.0","1.0","""(RRCC. PLEADING WITH MALIA. FIRST RECORD HAD SOME BRITISH ON MORE MONEY)Look, I know you've got more money than God.  Do you think I care?  Do you think that's why I'm saying this?""","""תראי, אני יודע שיש לך יותר כסף מאלוהים. את חושבת שאכפת לי? את חושבת שלכן אני אומר את זה?""","","00000000","False"
"320.0","12.0","0.0","4.0","18.0","5.0","""No.  I don't.""","""לא. אני לא.""","","00000000","False"
"320.0","12.0","0.0","4.0","19.0","1.0","""Why don't you come SEE my world?  I have a little book shop, St. George's on Bourbon....""","""למה שלא תבואי לראות את העולם שלי? יש לי חנות ספרים קטנה, סנט ג'ורג' בבן גוריון....""","","00000000","False"
"320.0","12.0","0.0","4.0","20.0","5.0","""I know.""","""אני יודעת.""","","00000000","False"
"320.0","12.0","0.0","4.0","21.0","1.0","""See, I knew it!  You're crazy about me, too!  Come by tonight!  Please?  My world isn't so bad.""","""רואה, ידעתי! גם את משוגעת עלי! בואי הלילה! בבקשה? העולם שלי לא כל כך נורא.""","","00000000","False"
"320.0","12.0","0.0","4.0","22.0","5.0","""(ADAMANT, NEARLY TEARFUL)I'm sorry, but there's no place for someone like you in my life....""","""אני מצטערת, אבל אין מקום למישהו כמוך בחיים שלי....""","","00000000","False"
"320.0","12.0","0.0","4.0","23.0","5.0","""Not now, not ever!""","""לא עכשיו, לא אף פעם!""","","00000000","False"
"320.0","12.0","0.0","4.0","24.0","1.0","""DAMN it!""","""לעזאזל!""","","00000000","False"
"320.0","12.0","0.0","3.0","1.0","3.0","!!!Do not print this.  Comment msg only.","!!!Do not print this.  Comment msg only.","","00000000","False"
"320.0","12.0","0.0","5.0","1.0","3.0","!!!Do not print this.  Comment msg only.","!!!Do not print this.  Comment msg only.","","00000000","False"
"320.0","12.0","0.0","11.0","1.0","99.0","(RRCC)Gabriel's done all the begging he can muster at the moment.   Malia will have to work this out on her own.","גבריאל מיצה את מלוא מאגר התחנונים שהצליח לגייס. מליה תצטרך לעבד את הנתונים בינה לבין עצמה.","","00000000","False"
"320.0","12.0","0.0","10.0","1.0","99.0","(GK-AM2)To the east there is only the back wall of the cemetery.  Gabriel cannot go any further in that direction.","ממזרח נמצאת רק החומה האחורית של בית העלמין. גבריאל לא יכול להתקדם לכיוון ההוא.","","00000000","False"
"320.0","3.0","10.0","0.0","1.0","99.0","","","","080a0001","False"
"320.0","3.0","7.0","0.0","1.0","99.0","A stone angel leans down to gaze at something unseen.","מלאך אבן מתכופף מטה כדי להביט במשהו בלתי נראה.","","00000001","False"
"320.0","3.0","9.0","0.0","1.0","99.0","","","","08090001","False"
"320.0","3.0","12.0","0.0","1.0","99.0","","","","08090001","False"
"320.0","3.0","11.0","0.0","1.0","99.0","","","","080a0001","False"
"320.0","2.0","7.0","0.0","1.0","99.0","This old tomb has a sword carved into the stone below the name of the deceased.","על גבי הקבר העתיק חקוקה חרב מתחת לשמו של המנוח.","","00000001","False"
"320.0","2.0","9.0","0.0","1.0","99.0","The tomb is much too heavy.","הקבר כבד מדי.","","00000001","False"
"320.0","2.0","12.0","0.0","1.0","99.0","","","","02090001","False"
"320.0","4.0","7.0","0.0","1.0","99.0","With a few exceptions, these tombs are all beginning to look alike.","למעט כמה יוצאים מן הכלל, כל הקברים מתחילים להיראות אותו דבר.","","00000001","False"
"320.0","4.0","9.0","0.0","1.0","99.0","","","","02090001","False"
"320.0","4.0","6.0","0.0","1.0","99.0","The tomb is closed tightly.","הקבר סתום וחתום.","","00000001","False"
"320.0","4.0","12.0","0.0","1.0","99.0","","","","01090001","False"
"320.0","5.0","7.0","0.0","1.0","99.0","This tomb is smaller than most others in the cemetery.","קבר זה קטן יותר ממרבית הקברים האחרים בבית העלמין.","","00000001","False"
"320.0","5.0","7.0","0.0","2.0","1.0","""Kind of a pup tent for the dead.""","""מעין אוהל סיירים למתים.""","","00000000","False"
"320.0","5.0","9.0","0.0","1.0","99.0","","","","04090001","False"
"320.0","5.0","6.0","0.0","1.0","99.0","","","","04060001","False"
"320.0","5.0","12.0","0.0","1.0","99.0","","","","01090001","False"
"320.0","6.0","7.0","0.0","1.0","99.0","Most of the plaster has fallen away over the years to reveal walls of red brick.","רוב הטיח התקלף במהלך השנים כשהוא חושף מאחוריו קירות מלבנים אדומות.","","00000001","False"
"320.0","6.0","9.0","0.0","1.0","99.0","","","","04090001","False"
"320.0","6.0","6.0","0.0","1.0","99.0","","","","05060001","False"
"320.0","6.0","12.0","0.0","1.0","99.0","","","","040c0001","False"
"320.0","7.0","7.0","0.0","1.0","99.0","Another ancient family tomb of the type St. Louis Cemetery is famous for.","עוד קבר משפחתי עתיק מהסוג שהוציא את שמעו של בית עלמין סנט לואיס למרחוק.","","00000001","False"
"320.0","7.0","9.0","0.0","1.0","99.0","","","","04090001","False"
"320.0","7.0","6.0","0.0","1.0","99.0","","","","05060001","False"
"320.0","7.0","12.0","0.0","1.0","99.0","","","","050c0001","False"
"320.0","10.0","0.0","0.0","1.0","99.0","The tomb doors would be impassive to anything Gabriel tried to use on them.","דלתות הקבר יהיו נטולי רגש כלפי כל דבר שגבריאל ינסה להפעיל כנגדם.","","00000000","False"
"320.0","10.0","10.0","0.0","1.0","99.0","","","","010a0000","False"
"320.0","10.0","7.0","0.0","1.0","99.0","Two heavy, solid marble doors provide an entrance to the tomb.","שתי דלתות שיש מוצקות וכבדות, מספקות כניסה לקבר.","","00000001","False"
"320.0","10.0","9.0","0.0","1.0","99.0","The doors are heavy and shut tight.","הדלתות הכבדות סגורות ומסוגרות.","","00000001","False"
"320.0","10.0","6.0","0.0","1.0","99.0","","","","0a090001","False"
"320.0","10.0","8.0","0.0","1.0","99.0","Gabriel can't see anything to operate on the doors themselves.","גבריאל לא מוצא שום דבר שניתן להפעיל על הדלתות עצמן.","","00000001","False"
"320.0","10.0","12.0","0.0","1.0","99.0","","","","04090001","False"
"320.0","10.0","11.0","0.0","1.0","1.0","""Open sesame!""","""שומשום היפתח!""","","00000001","False"
"320.0","10.0","11.0","0.0","2.0","1.0","""Nope.  That doesn't work.""","""לא. זה לא עובד.""","","00000000","False"
"325.0","6.0","0.0","0.0","1.0","99.0","The broken light can't be helped now.","הנורה השבורה לא תועיל כרגע.","","00000000","False"
"325.0","6.0","7.0","0.0","1.0","99.0","Someone's broken the light in here.  No wonder it's so dark!","מישהו שבר את המנורה. לא פלא שכל כך חשוך!","","00000001","False"
"325.0","6.0","9.0","0.0","1.0","99.0","","","","06000000","False"
"325.0","6.0","6.0","0.0","1.0","99.0","","","","06000001","False"
"325.0","6.0","8.0","0.0","1.0","99.0","","","","06000001","False"
"325.0","6.0","12.0","0.0","1.0","99.0","(MRCC)Gabriel doesn't need any broken glass.","גבריאל לא זקוק לזכוכיות שבורות.","","00000001","False"
"325.0","2.0","0.0","0.0","1.0","99.0","Why use that on the drawers?","לשם מה להשתמש בזה על המגירות?","","00000000","False"
"325.0","2.0","7.0","0.0","1.0","99.0","Crypt drawers line the back wall.","מגירות קבורה מסודרות בשורה בקיר האחורי.","","00000001","False"
