"room","idx","original","translated","comments",""
"028","0","Outside, the cold vacuum of space pulls at the fragile steel membrane that surrounds you.   Apprehension grips you as you realize your insignificance in the vastness of the universe.   The whirling cosmic display seems to... you know, the usual science fiction kinda stuff.","בחוץ, ריק החלל הקפוא שואב את קרום הפלדה השברירי שעוטף אותך. דאגה לופתת בך כשאתה מבין עד כמה חסר חשיבות אתה מול מרחביו העצומים של היקום. הצג הקוסמי המסתחרר נראה כמו... אתם יודעים, מסוג אביזרי המדע הבדיוני המקובלים בשוק.","",""
"028","1","The floor below, the ceiling above. The physical laws of the universe are unchanging.  Hanging from the ceiling is a menu.","הרצפה למטה, התקרה למעלה, חוקי הפיזיקה של היקום תקפים בכל מקום. מהתקרה משתלשל התפריט.","",""
"028","2","The cheerfully painted walls keep the floor and the ceiling from slamming into each other.","הקירות הצבועים בעליזות מונעים מהרצפה והתקרה להתנגש זה בזה.","",""
"028","3","There are no counter clerks in sight.  They must all be in the back taking a break.","אף קופאי לא נראה באופק. בטח כולם יצאו להפסקה.","",""
"028","4","Your eyes take in the diversity of alien forms without much interest.  After all, you're quite a spacefaring kinda guy.","עיניך קולטות את מגוון צורות החיים החייזריות מבלי לעשות מזה עניין גדול. אחרי הכל, אתה יורד חלל ותיק מאד.","",""
"028","5","Your ship waits patiently outside the restaurant.","חלליתך ממתינה בסבלנות מחוץ למסעדה.","",""
"028","6","Yep, that's your basic automatic door.","כן, דלת אוטומטית רגילה לגמרי.","",""
"028","7","The tattered remains of your meal lay strewn about the table.","שרידיה המרוסקים של ארוחתך נחים מרוחים על גבי השולחן.","צ: הגהתי",""
"028","8","Why don't you buy a bag of food first?","למה שלא תקנה שקית אוכל קודם?","",""
"028","9","Yes, the cold plastomold tables are like millions of others you've seen.","השולחנות הקרים מפלסטיק הם בדיוק כמו מליונים אחרים כאלו ברחבי העולם.","צ: 'שולחנות קירור'?
מה זה?
יתכן שעדיף תרגום אחר? אולי השולחן פשוט קר בעצמו?
ע: בשולחן יש מנגנון קירור מתחתיו שמקרר את האוכל המוגש עליו. לא הגיוני?
צ: אבל למה שמישהו ירצה לקרר את האוכל? אתה קונה המבורגר, אתה מעדיף אם כבר לשמור עליו חם...
ברשותך, שיניתי",""
"028","10","The counter is your typical clerk-customer interface.","הדלפק הינו ממשק מוכר-לקוח טיפוסי.","",""
"028","11","You can't quite see it from here.  You'll have to stand up.","אינך יכול לראות את זה מכאן. עליך לקום תחילה.","צ: הגהתי",""
"028","12","The decor, like the food, is the same in Monolith Burgers all over the universe.  Generic counter clerks are eagerly waiting to help you.
Diverse life-forms are crowded around the counter and sitting in booths consuming what can only loosely be termed food.","התפאורה, כמו גם האוכל, זהים לחלוטין בכל אחד מסניפי 'המבורגר מונולית' ברחבי תבל. קופאים גנריים מצפים בקוצר רוח למוצא פיך. צורות חיים שונות ומשונות מתקהלות סביב הדלפק, רובצות בתאים, וצורכות מוצרים שמבוססים באופן רופף על המונח ""מזון"".","",""
"028","13","You're already sitting.","אתה כבר יושב.","",""
"028","14","Come on, don't sit at a dirty table!","בחייך, לא יושבים סביב שולחן מלוכלך!","",""
"028","15","You'll have to get closer to an empty booth first.","תחילה עליך לעמוד קרוב יותר לתא ריק.","",""
"028","16","You're already standing.","אתה כבר עומד.","",""
"028","17","You have to sit down to eat.","עליך לשבת לאכול.","",""
"028","18","You don't have any food.","אין ברשותך אוכל מכל וכל.","",""
"028","19","You already have it.","כבר יש לך את זה.","",""
"028","20","Nah, let Mr. Employee of the Week clean it up.","לא, תן למר עובד מצטיין השבוע לנקות.","",""
"028","21","There's no bag around here.","אין כאן שום שקית בסביבה.","",""
"028","22","It's not trash yet.","זה עדיין לא פח אשפה.","",""
"028","23","There's no trash around here.","לא קיים שום פח זבל באזור.","",""
"028","24","It's automatic, just walk near it.  This is the future, remember?","היא אוטומטית, פשוט תעבור על ידה. אנחנו בעתיד, זוכר?","",""
"028","25","You'll have to wait your turn.
Of course, the way this line's moving, you may never get a turn.  Obviously, management carefully schedules the least amount of help for the busiest time of day.","תצטרך להמתין בסבלנות לתורך. כמובן, בקצב שהתור מתקדם, יתכן שתורך לא יגיע לעולם. מה שבטוח, ההנהלה תיזמנה בקפידה את השירות המינימלי ביותר לשעות העמוסות ביותר של היום.","",""
"028","26","The customers have better things to do than talk to a small-brained biped from a hick planet.","ללקוחות יש דברים יותר מעניינים לעשות מאשר לשוחח עם דו-רגלי צר אופקים מכוכב פרימיטיבי.","",""
"028","27","You mumble to yourself.  The other customers eye you suspiciously.","אתה ממלמל לעצמך. שאר הלקוחות תוקעים בך מבטים חשדניים.","",""
"028","28","Inter-species relations are frowned upon around here.   You could get yourself killed for trying something like that.","יחסים בין גזעיים אינם מתקבלים בעין יפה בכוכבים אלה. מעשה כזה עלול להביא למותך.","",""
"028","29","The only thing you can smell is the aroma of home-cooked food.  Obviously a piped-in smell to mask the odor of the real food.","הריח היחיד שאתה מריח הוא ניחוח של מאכלים ביתיים. ברור שזה ריח מלאכותי שנועד לטשטש את צחנת האוכל האמיתי.","",""
"028","30","After thinking it over, you repress your baser urges and remain non-violent.","לאחר שאתה חוכך בדעתך, אתה משתלט על דחפיך הבסיסיים ובוחר לפעול בדרכי שלום.","",""
"028","31","Not from here.","לא מכאן.","",""
"028","32","Bringing food on board your ship isn't a very good idea.  Considering how clumsy you are, you're liable to spill crumbs all over the computer or something.","להביא אוכל לחללית זה לא רעיון טוב במיוחד. בהתחשב בשלומיאליות שלך, אתה עוד עלול לשפוך פירורים על המקלדת או משהו כזה.","",""
"028","33","""OWWW!!!  Hey, what's this in my burger?  Oh, it must be my Fun Meal prize!  Hey, it's a swell decoder ring!""","""הוווו! היי, מה יש בהמבורגר שלי? הו, זו בטח ארוחת המזל שלי! היי, איזו טבעת פענוח מגניבה!""","צ: טבעת מתנפחת? מה זה?
נראה לי לפי בבילון:
(ת') כביר, מצוין; מהודר 
וגם ב'טקסטים מסקריפטים' קראת לטבעת 'צפנת פענח'.
כדאי להציג אותה פה בשם הזה
ע: אם כבר בבילון: להתנפח, לתפוח; לגדול; לנפח; להרחיב; להפוך לשחצן;להשתחצן; לגרום לגידול או להרחבה; לגרום לבליטה
והורדתי את הצפנת גם בטקסטים מסקריפטים, המילה נראתה לי מיותרת
צ: אין לי בעיה עם ה'צפנת' כן או לא. רק רציתי אחידות. לגבי פרוש swell - שתי נקודות
1. מה המשמעות ההגיונית של 'טבעת מתנפחת'? האם 'טבעת מגניבה' (=כבירה) לא יותר הגיוני בהקשר שלנו?
2. הפירוש שהעתקת מופיע עם הקידומת פ' - פועל. הפירוש שאני העתקתי מופיע עם הקידומת ת' - תואר.
אני חושב שבהקשר כאן swell היא לא פועל (אף אחד לא עושה כלום) אלא תיאור - המילה swell מתארת את ה decoder ring
ע: סגור",""
"028","34","Mmmmmm, that was mighty tasty.  Well, maybe mildly tasty. Well, maybe not tasty at all.  In fact, it reminded you of the slick skin of a Vorlian mucusworm.","ממממממ, זה היה טעים לאללה. טוב, אולי טעים בקטנה. אתם יודעים מה, אולי לא טעים בכלל. למעשה, זה מזכיר לך עור חלקלק של תולעתריר וורליאנית.","",""
"028","35","With the docking maneuver completed, the engines shut down. Welcome to Monolith Burger!","עם השלמת תמרון העגינה, המנועים כבים. ברוך הבא ל'המבורגר מונולית'! ","",""
"028","36","You pop the hatch and ramble on in.","אתה פורץ את הצוהר ומקפץ פנימה.","",""
"028","37","You slide back into the ship, closing the hatch behind you. The Docking Control Beam begins guiding you safely clear of Monolith Burger.","אתה משתחל חזרה אל החללית, וסוגר את הצוהר מאחוריך. אלומת בקרת העגינה מנחה אותך בצאתך מן 'המבורגר מונולית'.","צ: נראה לי שכדאי לעטוף את 'המבורגר מונולית' בגרש מכל צד, כדי להדגיש שזה שם, ולא מוצר.
כמו האותיות הגדולות באנגלית ",""
"028","38","Man, that Big Belcher Combo was a little too much for your delicate digestive tract.  You feel better now, except for being hungry again.  Of course, the thought of eating here doesn't appeal to you right at the moment.","בחיי, קומבינת בלצ'ר הענקית הזאת היתה קצת יותר מדי בשביל מערכת העיכול הרגישה שלך. אתה מרגיש הרבה יותר טוב עכשיו, חוץ מזה שאתה שוב רעב. כמובן שעצם המחשבה לאכול כאן מעלה בך תחושת קבס מיידית.","",""
"029","0","He's ignoring you because you don't have enough cash.","הוא מתעלם ממך בגלל שאין לך מספיק כסף.","",""
"029","1","Outside, the cold vacuum of space pulls at the fragile steel membrane that surrounds you.   Apprehension grips you as you realize your insignificance in the vastness of the universe.   The whirling cosmic display seems to... you know, the usual science fiction kinda stuff.","בחוץ, ריק החלל הקפוא שואב את קרום הפלדה השברירי שעוטף אותך. דאגה לופתת בך כשאתה מבין עד כמה חסר חשיבות אתה מול מרחביו העצומים של היקום. הצג הקוסמי המסתחרר נראה כמו... אתם יודעים, מסוג אביזרי המדע הבדיוני המקובלים בשוק.","",""
"029","2","The floor below, the ceiling above. The physical laws of the universe are unchanging.  Hanging from the ceiling is a menu.","הרצפה למטה, התקרה למעלה, חוקי הפיזיקה של היקום תקפים בכל מקום. מהתקרה משתלשל התפריט.","",""
"029","3","The cheerfully painted walls keep the floor and the ceiling from slamming into each other.","הקירות הצבועים בעליזות מונעים מהרצפה והתקרה להתנגש זה בזה.","",""
"029","4","A recent graduate of Pinhead University, the clerk obviously doesn't have the words 'fast food' in his vocabulary. A trained Vorlian wartslug could probably do a better job.","כבוגר טרי של אוניברסיטת ראשסיכה, אוצר המילים של הקופאי לא הכיל את המילים 'מזון מהיר'. חילזון גבשושי וורליאני מיומן היה עושה עבודה הרבה יותר טובה.","",""
"029","5","Your eyes take in the diversity of alien forms without much interest.  After all, you're quite a spacefaring kinda guy.","עיניך קולטות את מגוון צורות החיים החייזריות מבלי לעשות מזה עניין גדול. אחרי הכל, אתה יורד חלל ותיק מאד.","",""
"029","6","The sleek ship parked on this side makes yours look like a real dog.","החללית המסוגננת שחנתה לצד הדרך גרמה לשלך להיראות כמו כלבלב קטן.","",""
"029","7","The counter is your typical clerk-customer interface.","הדלפק הינו ממשק מוכר-לקוח טיפוסי.","",""
"029","8","Yep, that's your basic automatic door.","כן, דלת אוטומטית רגילה לגמרי.","",""
"029","9","You can't really make it out from here, get closer.","אתה לא באמת יכול לעשות את זה מכאן, תתקרב.","",""
"029","10","The tattered remains of your meal lay strewn about the table.","שרידיה המרוסקים של ארוחתך נחים מרוחים על גבי השולחן.","צ: הגהתי",""
"029","11","Why don't you buy a bag of food first?","למה שלא תקנה שקית אוכל קודם?","",""
"029","12","You'll have to get a little closer.","יהיה עליך להתקרב עוד טיפה.","",""
"029","13","Yes, the cold plastomold tables are like millions of others you've seen.","שולחנות פלסטיק קרים בדיוק כמו מליונים אחרים כאלו ברחבי העולם.","צ: הגהתי",""
"029","14","You can't quite see it from here.  You'll have to stand up.","אינך יכול לראות את זה מכאן. עליך לקום תחילה.","צ: הגהתי",""
"029","15","The decor, like the food, is the same in Monolith Burgers all over the universe.  Generic counter clerks are eagerly waiting to help you.
Diverse life-forms are crowded around the counter and sitting in booths consuming what can only loosely be termed food.","התפאורה, כמו גם האוכל, זהים לחלוטין בכל אחד מסניפי 'המבורגר מונולית' ברחבי תבל. קופאים גנריים מצפים בקוצר רוח למוצא פיך. צורות חיים שונות ומשונות מתקהלות סביב הדלפק, רובצות בתאים, וצורכות מוצרים שמבוססים באופן רופף על המונח ""מזון"".","צ: הגהתי",""
"029","16","It's automatic, just walk near it. This is the future, remember?","היא אוטומטית, פשוט תעבור לידה. העתיד כבר כאן, זוכר?","",""
"029","17","The sophisticated electronics resist your feeble tamperings.","האלקטרוניקה המתוחכמת עומדת בפני השפעתך ההרסנית.","",""
"029","18","If you walk over to the clerk, you won't have to shout across the room.","אם תתקרב אל הקופאי, לא תצטרך לצעוק מעברו השני של החדר.","",""
"029","19","Why not eat what you already have before ordering more?","למה שלא תאכל מה שכבר יש לך לפני שתזמין עוד?","",""
"029","20","The customers have better things to do than talk to a small-brained biped from a hick planet.","ללקוחות יש דברים יותר מעניינים לעשות מאשר לשוחח עם דו-רגלי צר אופקים מכוכב פרימיטיבי.","",""
"029","21","You mumble to yourself.  The other customers eye you suspiciously.","אתה ממלמל לעצמך. שאר הלקוחות תוקעים בך מבטים חשדניים.","",""
"029","22","Inter-species relations are frowned upon around here.   You could get yourself killed for trying something like that.","יחסים בין גזעיים אינם מתקבלים בעין יפה בכוכבים אלה. מעשה כזה עלול להביא למותך.","",""
"029","23","The only thing you can smell is the aroma of home-cooked food.  Obviously a piped-in smell to mask the odor of the real food.","הריח היחיד שאתה מריח הוא ניחוח של מאכלים ביתיים. ברור שזה ריח מלאכותי שנועד לטשטש את צחנת האוכל האמיתי.","",""
"029","24","You're already sitting.","אתה כבר יושב.","",""
"029","25","You'll have to get closer to an empty booth first.","תחילה עליך לעמוד קרוב יותר לתא ריק.","",""
"029","26","You're already standing.","אתה כבר עומד.","",""
"029","27","You have to sit down to eat.","עליך לשבת לאכול.","",""
"029","28","You don't have any food.","אין ברשותך אוכל מכל וכל.","",""
"029","29","You already have it.","כבר יש לך את זה.","",""
"029","30","Nah, let Mr. Employee of the Week clean it up.","לא, תן למר עובד מצטיין השבוע לנקות.","",""
"029","31","There's no bag around here.","אין כאן שום שקית בסביבה.","",""
"029","32","It's not trash yet.","זה עדיין לא פח אשפה.","",""
"029","33","There's no trash around here.","לא קיים שום פח זבל באזור.","",""
"029","34","You gingerly pick up the greasy bag.  You can hardly wait to have a seat and dig in!","אתה מרים בזהירות את השקית השמנונית. אתה כבר לא מסוגל לחכות לרגע שתתחיל לזלול ממנה בהנאה!","",""
"029","35","""OWWW!!!  Hey, what's this in my burger?  Oh, it must be my Fun Meal prize!  Hey, it's a swell decoder ring!""","""הוווו! היי, מה יש בהמבורגר שלי? הו, זו בטח ארוחת המזל שלי! היי, איזו טבעת פענוח מגניבה!""","",""
"029","36","Mmmmmm, that was mighty tasty.  Well, maybe mildly tasty. Well, maybe not tasty at all.  In fact, it reminded you of the slick skin of a Vorlian mucusworm.","ממממממ, זה היה טעים לאללה. טוב, אולי טעים בקטנה. אתם יודעים מה, אולי לא טעים בכלל. למעשה, זה מזכיר לך עור חלקלק של תולעתריר וורליאנית.","",""
"031","0","","","",""
"040","0","You are somewhere.","אתה היכנשהו.","",""
"041","0","You are in a large, flat expanse of desert. You see mountains to the north.","אתה באמצע מדבר נרחב ועצום. הרים מתגבהים מצפון.","",""
"041","1","You don't see many sand dunes here.","אינך רואה הרבה דיונות חול מסביב.","",""
"042","0","The desert to the north grows darker as storm clouds loom overhead. You find yourself at the base of a gigantic metal model of a great beast.","צפון המדבר הלך והחשיך בעוד ענני סערה מתקדרים ממעל. אתה מוצא את עצמך בבסיס דגם פלדה עצום של מפלצת אדירה.","",""
"042","1","Whoever built this thing did a thorough job. Right down to the polyfoam toejam.","מי שבנה את זה עשה עבודה יסודית. עד לרמת בהונות הקלקר.","",""
"042","2","You see an entrance to the inside of the foot near its north end.","אתה רואה כניסה אל כף הרגל סמוך לקצה הצפוני.","",""
"042","3","The doorway leads to the interior of Mog.","הפתח מוביל אל פנים המוג.","",""
"042","4","Boy! It's a relief to know this baby is extinct.","פחד! הקלה עצומה לדעת שהמתוק הזה נכחד.","",""
"042","5","There are two signs here.","יש כאן שני שלטים.","",""
"042","6","Leave it alone.","עזוב אותו לנפשו.","",""
"042","7","Mog: one of many large beasts that once roamed this vast desert. But they all eventually died of boredom and are now extinct.","מוג: אחד ממיני מפלצות רבות שנדדו בעבר ברחבי המדבר הנורא. עד שלבסוף מתו כולם משעמום ונכחדו מן העולם.","צ: לא ממש מבין מה זה מוג. בבילון אומר: ""(סלנג בריטי) חתול ""
זה בדיחה על משהו?
במילון כתבתי בינתיים מוג.
אם נשנה פה, צריך לשנות גם שם.
ע: כן נראה לי נשאיר מוג",""
"042","8","Try facing in the right direction.","נסה לפנות לכיוון הנכון.","",""
"042","9","See Phleebhut from Mog's Head
Entrance Free.

sorry..
temporarily closed for repair.","תצפית על פליבאט ממרומי ראשו של מאג
הכניסה חופשית

מצטערים..
סגור זמנית עקב שיפוצים.","",""
"042","10","You're not close enough to read it.","אתה לא מספיק קרוב כדי לקרוא את הכתוב שם.","",""
"043","0","The massive metal legs support an equally massive metal monster.  Kinda takes your breath away, doesn't it?","רגלי המתכת האדירות תומכות במפלצת מתכת אדירה באותה מידה. די עוצר נשימה, אתה לא חושב?","",""
"043","1","Whoever built this thing did a thorough job.  Right down to the polyfoam toejam.","מי שבנה את זה עשה עבודה יסודית. עד לרמת בהונות הקלקר.","",""
"043","2","It looks real, but not real important.","מעניין שזה נראה אמיתי, אבל באמת שזה לא מעניין.","",""
"043","3","It looks like Fester has closed up.  The door is closed and locked.","נראה שפסטר סגר. הדלת סגורה ומסוגרת.","צ: הגהתי",""
"043","4","The doorway is wide open.","הדלת פתוחה לרווחה.","",""
"043","5","There's no answer.","אין תשובה.","",""
"043","6","There isn't one here.","אין כאן איש.","",""
"043","7","It appears to be locked.","עושה רושם שזה נעול.","",""
"043","8","You already have it.","כבר יש לך את זה.","",""
"043","9","You don't see one here.","אינך רואה כאן אחד כזה.","",""
"043","10","You peer through the glass of the display case and find a cute and cuddly little creature. A small sign on the glass informs you that this is an Antarean slime devil. How cuuuuuuuute!","אתה מביט מבעד לזכוכית ארון התצוגה ורואה יצור קטן מתוק ועדין. השלט על גבי הזגוגית מלמד אותך כי מדובר בשד ביצות אנטריאני. איזה חמוווווווד!","",""
"043","11","It's hard to see anything from this far away.","קשה לראות משהו מכזה מרחק.","",""
"043","12","Just open the case.","פשוט פתח את הארון.","",""
"043","13","You'd better get out of there.","כדאי לך לברוח מפה.","",""
"043","14","Your arms just aren't quite long enough. Try getting a little closer.","הידיים שלך לא כל כך ארוכות. נסה להתקרב טיפה.","",""
"043","15","The sign on the door says ""Closed"".","על שלט הכניסה נכתב ""סגור"".","",""
"043","16","Like a cool oasis in the desert, the friendly sign beckons you to enter the World o' Wonders tourist haven.","כמו נווה מדבר קריר בלב הישימון, השלט הידידותי מזמין אותך לבקר באטרקציית התיירות 'עולם הפלאות'.","",""
"043","17","Unfortunately, a closed door is keeping you out.   There seems to be a small sign on the door.","למרבה הצער, דלת סגורה עוצרת בעדך. נראה ששלט קטן תלוי על הדלת.","",""
"043","18","Ah Ha!  A tourist trap.  This giant metal facsimile of a space beast is nothing more than a cheap marketing ploy designed to suck in any moron dumb enough to fall for such trickery...  You suddenly feel like a dumb moron.","אהה! מלכודת תיירים. עותק המתכת המפלצתי של מפלצת החלל אינו יותר מאשר תכסיס שיווקי זול שנועד לשאוב לתוכו אידיוטים מפגרים שנופלים בפח בקלי קלות... פתאום אתה מרגיש אידיוט מפגר מושלם.","",""
"043","19","They may be cute, but only an idiot would get near one! Looks like you won't be around to appreciate the other diverse wonders of this garden-spot of the universe.","הם אולי חמודים, אבל צריך להיות טיפש גמור בשביל להתקרב אליהם. נראה שלא תשאר עמנו עוד הרבה בכדי לחזות בשאר פלאי תבל שפינת החמד היקומית הזאת מלאה בהם.","",""
"043","20","It's a nifty late-model hoverwagon, perfect for a family on the go!","עגלת רחף מגניבה מדגם חדיש, מושלמת למשפחה הנודדת!","",""
"043","21","Kids are always welcome at the World o' Wonders tourist haven, but if you break it, you buy it!","ילדים זה שמחה באטרקציית התיירות 'עולם הפלאות', אבל אם שברת, שילמת!","",""
"043","22","""I hope everyone went to the bathroom! This is the last stop for 80,000 miles!""","""אני מקווה שכולם היו בשירותים! זו התחנה האחרונה ב-80,000 מיל הקרובים!""","צ: הגהתי",""
"043","23","Dad's pleased with his keen bargaining skills. ""Boy, I sure got some good deals! This is some REAL high quality stuff!""","אבא גאה בכישורי המיקוח הנחרצים שלו. ""בחיי, באמת שהשגתי דילים חבל על הזמן! האיכות פה פשוט פצצה!""","",""
"043","24","Obviously the friendly proprietor of this establishment. He certainly has an honest face.","ללא ספק זהו בעל העסק החברמן. יש לו פרצוף של אדם ישר.","",""
"043","25","Sooo... this is Roger Wilco, the man I have been sent across the universe to track down and terminate. I am not impressed. You were too easy to find. You tend to leave a mess wherever you go.","אז... מי זה אם לא רוג'ר ווילקו, האדם שנשלחתי אחריו מהצד השני של היקום על מנת ללכוד ולחסל. באמת שאין סיבה להתפעל. לא היה קשה מדי למצוא אותך. אתה נוטה להשאיר אחריך בלגן בכל מקום שבו אתה נמצא.","צ: הגהתי",""
"043","26","Seems you forgot to pay for that Labionian Terror Beast mating call whistle. Now let's see ... with interest that comes to 400,000 buckazoids. I don't think you've got that kind of cash on you Hmm? No... I didn't think so.","מסתבר ששכחת לשלם על משרוקית קריאת החיזור של חיית האימה הלביוניאנית. בוא נראה... החוב נושא ריבית שמתקרבת ל-400,000 זוזואידים. לא נראה לי שיש לך איך לשלם את זה, אה? לא... בהחלט שלא נראה לי.","צ: הגהתי",""
"043","27","The good people at the Gippazoid Novelty Co. are most displeased. Nonpayment is a serious offense.","האנשים הטובים ב'גיפאזויד המצאות בע""מ' נורא התאכזבו. אי תשלום זו עבירה חמורה.","צ: הגהתי",""
"043","28","But lucky for you I'm in a good mood today. I will count to ten real slow then I track you down. If you make it to your ship I forget I see you. But if I catch you again..... I dust you like bundt cake.","אבל למזלך אני במצב רוח טוב היום. אני סופר עד עשר ואז יוצא לחפש אותך. והיה ותספיק להגיע לחללית שלך אשכח שראיתי אותך. אבל אם אני תופס אותך שוב... אני מפורר אותך כמו עוגת שמרים.","",""
"043","29","You realize how ridiculous you look and remove the hat.","אתה קולט עד כמה אתה נראה מגוחך ומוריד את הכובע.","",""
"044","0","Just Ahead!
Visit the Mog Memorial
and the galaxy famous World O' Wonders","היישר ממולך!
בקר באנדרטת מוג
וב'עולם הפלאות' המפורסם בגלקסיה","",""
"044","1","Try facing in the right direction.","נסה לפנות לכיוון הנכון.","",""
"044","2","You're not close enough.","אינך מספיק קרוב.","",""
"044","3","Yes, that's a sign.","כן, זהו שלט לכל דבר.","",""
"044","4","You see sand, mountains in the distance, and a sign.","אתה רואה חול, רכס הרים באופק, ושלט.","",""
"045","0","You see large sand dunes, but that's about it.","אתה רואה דיונות חול גדולות, אבל זה הכל פחות או יותר.","",""
"046","0","You see several large sand dunes, and a few worn rocks.","אתה רואה מספר דיונות חול גדולות, וכמה סלעים סחופי רוח.","",""
"046","1","There are unusually steep sand dunes here which have formed a deep hole.","ישנן כמה דיונות חול תלולות אשר מתגבשות יחדיו לבור עמוק.","צ: הגהתי",""
"047","0","You are startled by the sight of a giant beast just beyond the sand dune to the north.","אתה נאלם דום למראה מפלצת ענק ממש מאחורי דיונת החול הצפונית.","",""
"047","1","Your fear turns to curiosity as you realize that it is not a real beast but a mechanical creation. Although it still looks dangerous, you can't decide whether to blast off this rock or inspect further the wonders of Phleebhut.","האימה מתחלפת בסקרנות כשאתה מבין שאין זו מפלצת אמיתית אלא בסך הכל יצירה מכנית. למרות שהיא עדיין נראית מסוכנת, אתה מתקשה להחליט האם לפוצץ את הסלע הזה, או להמשיך לחקור את פלאי פליבאט.","",""
"048","0","There are fewer rocks and more sand in this area.","סלעים בודדים ועוד חול פזורים בשטח.","",""
"048","1","Just another bizarre rock formation pay it no mind.","סתם עוד תצורת סלע ביזארית שלא שווה התייחסות.","",""
"048","2","Yes, there's a large hole in the rock formation.","כן, בור עצום נפער בתצורת הסלע.","",""
"049","0","Your ship is resting on a sandy spot between several large rocks. It looks like your automated landing system has done a remarkable job.","חלליתך נחה על משטח חולי בינות לכמה סלעים גדולים. נראה שמערכת הנחיתה שלך עשתה עבודה יוצאת מן הכלל.","",""
"049","1","You proudly look upon your newly acquired spacecraft, the Aluminum Mallard. Truly a fine piece of jun...uh.. machinery.","אתה מביט בגאווה על הרכש החללי החדש שלך, 'ברוז האלומיניום'. באמת חתיכת גרוט...אה סליחה...חללית משובחת.","תקנתי את שם החללית",""
"049","2","Your feet will take you wherever you want to go in most cases.","רגליך יישאוך לאן אשר יחפוץ ליבך ברוב המקרים.","אימרת חז""ל מוכרת: 'בדרך שאדם רוצה לילך מוליכים אותו' לא יודע אם מתאים לכתוב כאן.
צ: גם מתלבט... השאלה מה ""הגובה"" של השפה שכותבים בה. אמרת חזל הזו נשמעת לי בשפה גבוהה מידי עבור המשחק.
מצד שני, גם מה שכתוב עכשו זה בשפה קצת גבוהה",""
"049","3","As you step out of your ship onto the surface of Phleebhut, you are hit in the face by the harsh winds. It looks like a storm is brewing.","בעודך יורד מחלליתך אל אדמת פליבאט, רוח קדים עזה מכה בפניך. נראה שסערה מתקרבת.","",""
"049","4","Meanwhile...another spacecraft touches down elsewhere on the very same planet.","בינתיים...חללית אחרת נושקת לקרקע במקום אחר על אותו כוכב עצמו.","",""
"050","0","Strange rock formations rise up from the sand dunes. ""What a desolate place this is,"" you think to yourself.","תצורות סלע מוזרות צומחות מן דיונות החול. ""איזה מקום שומם וצחיח"", אתה חושב לעצמך.","",""
"050","1","This has got to be the strangest array of rock formations you've ever seen.","זה בטח מגוון תצורות הסלע המוזרות ביותר שראית אי פעם.","",""
"050","2","The dunes rise and fall across the horizon with all the curves of a beautiful moon maiden.","הדיונות עולות ויורדות כגלי ים עד מעבר לקו האופק כשאור ירח בתולי מלטף את קימוריהם היפייפיים.","לא יודע אם לזה כיוון המשורר...
צ: נראה לי שעדיף קצת לעדן...
בכל מקרה, חיפשתי, מתברר שזו כנראה רמיזה לדמות קומיקס https://en.wikipedia.org/wiki/Moon_Maiden_(comics)
אני לא חושב שמישהו מכיר את הקומיקס הזה בימינו.. אז לא ברור לי מה נכון לעשות עם זה",""
"050","3","You see a hole through one of the rocks.","אתה רואה חור באחד הסלעים.","",""
"050","4","In this day and age it would be wise to leave alien holes alone.","בעידן של ימינו מוטב להניח לבורות חייזרים לנפשם.","",""
"051","0","You are surrounded by sand and rocks.","אתה מוקף חול וסלעים.","",""
"051","1","It's a hole all right.","זה חור בוודאות.","",""
"051","2","There are many rocks here.","יש כאן סלעים רבים.","",""
"052","0","The terminator is now a pile of junk lying on the sand under the pustules. %s","המחסל הוא כעת ערימת אשפה שמוטלת על החול תחת המורסות. %s","",""
"052","1","All you see are footsteps.","אתה רואה אך ורק עקבות.","",""
"052","2","You don't see one here.","אינך רואה כאן אחד כזה.","",""
"052","3","You see several large rocks here. One rock has a large overhang, and almost appears to be a cave. Under the overhang, you see several large, pulsating pods.","אתה רואה מספר סלעים גדולים. מאחד הסלעים מזדקרת בליטה גדולה, שנראית כמעט כמו מערה. תחת הבליטה, נראים כמה תרמילים רוטטים.","",""
"052","4","For a brief moment, you could swear they were just a bunch of dancing raisins. But, a closer look indicates otherwise. The leech-like creatures appear to have connected themselves to this overhang with a gelatinous adhesive secretion. YUCK! ","לרגע קט, היית מוכן להישבע שהם בסך הכל חבורה של צימוקים מרקדים, אבל מבט מקרוב מצביע אחרת. מסתבר שהיצורים דמויי העלוקות חיברו את עצמם לבליטה באמצעות הפרשה צמיגית דביקה. איכסה!","",""
"052","5","The most interesting rock here has a large overhang.","לסלע הכי מעניין כאן יש בליטה גדולה.","",""
"052","6","Underneath the top of the overhang, you see several large, pulsating pod-like pustules.","מתחת לראש הבליטה, אתה רואה כמה מורסות גדולות, דמויות-תרמיל, רוטטות.","",""
"052","7","You talk to the pods, but all you get in return are some soft squishy sounds.","אתה פותח בשיחה עם התרמילים, אך כל מה שאתה מקבל בתגובה זה כמה צלילים רכים ומפעפעים.","",""
"052","8","You have no way of doing that.","אין לך סיכוי לעשות את זה.","",""
"052","9","You can't reach them from here.","לא תוכל להשיג אותם מכאן.","",""
"052","10","You don't like heights much.","גבהים לא באים לך בטוב.","",""
"052","11","You already have it.","כבר יש לך את זה.","",""
"052","12","You don't have the proper implement.","אין לך את היישום המתאים.","",""
