"קובץ","אינדקס","מקור","תרגום","Unnamed: 4"
"43.0","string_70","beer mug","ספל בירה",""
"43.0","string_71","The beer mug is in the shape of a rocket.","ספל הבירה הוא בצורה של טיל.",""
"43.0","string_73","The beer mug is just a normal beer mug.","ספל הבירה הוא סתם ספל בירה רגיל.",""
"43.0","string_75","not used","לא בשימוש",""
"43.0","string_77","light cannon","חצתלתול",""
"43.0","string_78","This appears to be a 6 megawatt Kurtzman Kannon of the type used to signal the end of particularly bad acts on the old LaserGong show.","נראה שזה טותח קורצמן 6 מגהוואט מהסוג שמשמש לסימון הסיום של מופעים גרועים במיוחד במופע הלייזר-גונג הוותיק.",""
"43.0","string_81","This is the bar top.","זה הדלפק של המסבאה.",""
"43.0","string_82","slot machine","מכונת מזל",""
"43.0","string_83","It appears to be an electronic slot machine.","נראה שזאת מכונת מזל אלקטרונית.",""
"44.0","string_0","It's a ""Slots-O-Death"" slot machine. They play for keeps around here.","זאת מכונת מזל ""מזל-המוות"". הם משחקים פה עד הסוף.",""
"44.0","string_5","pretty picture","תמונה יפה",""
"44.0","string_6","These are the slot machine's pretty pictures. Put some money in the slot, push the button, and watch them go 'round and 'round.","אלה התמונות היפות של מכונת המזל. תכניס קצת כסף לחריץ, תלחץ על הכפתור, ותראה אותם מסתובבים סחור-סחור.",""
"44.0","string_13","buckazoid slot","חריץ זוזונים",""
"44.0","string_14","This is where you deposit buckazoids. You may deposit up to three buckazoids for each spin.","כאן אתה משלשל זוזונים. אתה יכול לשלשל עד שלושה זוזונים לכל סיבוב.",""
"44.0","string_16","button","כפתור",""
"44.0","string_17","Push this button to start the wheels spinning.","לוחצים על הכפתור הזה כדי לגרום לגלגלים להסתובב.",""
"44.0","string_20","information window","חלון מידע",""
"44.0","string_21","This little window tells you how to win, how much you can win, and other useful information.","החלון הקטן הזה אומר לך איך לנצח, בכמה אתה יכול לזכות, ומידע שימושי נוסף.",""
"44.0","string_23","exit button","כפתור יציאה",""
"44.0","string_24","This button takes you back to the bar.","הכפתור הזה מחזיר אותך למסבאה.",""
"45.0","string_0","You are standing in the back part of Tiny's used space-craft lot.","אתה עומד בחלקו האחורי של מגרש רכבי החלל המשומשים של זעירא.",""
"45.0","string_2","""Talk to me, chief.""","""דבר אלי, המפקד.""",""
"45.0","string_14","Tiny","זעירא",""
"45.0","string_15","Tiny is a large, green-scale-covered jaw jockey with the personality of a true salesman. Not a prime combination of traits, I must say.","זעירא הוא בריון גדול, מכוסה-קשקשים-ירוקים עם אופי של איש מכירות מלידה. לא שילוב מוצלח של מאפיינים, אני חייב להגיד.",""
"45.0","string_16","I'd like to take your money, pal. But, even I wouldn't sell you the same ship twice.","אני אשמח לקחת את הכסף שלך, חבוב. אבל, אפילו אני לא אמכור לך את אותה ספינה פעמיים.",""
"45.0","string_17","Lovely gadget - lovely. So are we gonna make a deal here? Talk to me.","אביזר מקסים - מקסים. אז אנחנו הולכים לעשות כאן עסקה? דבר אלי.",""
"45.0","string_18","That's a smell jet ack, all right, but for exploring space, you need a real ship. Can we talk business.","זה יופי של תרמיל ריחוף, בהחלט, אבל בשביל חקר החלל, תצטרך ספינה אמיתית. בוא נעשה עסק.",""
"45.0","string_19","Sorry, bud, but I only deal in space ships, not sand skimmers.","מצטער, חבר. אני סוחר רק בספינות חלל, לא רחפות חול.",""
"45.0","string_20","Sorry, bud, but I only deal in space ships, not itsy-bitsy jetpacks.","מצטער, חבר. אני סוחר רק בספינות חלל, לא בתרמילי ריחוף קטנטנים.",""
"45.0","string_21","Sorry, pal, but I only take cash.","מצטער, חבר, אבל אני מקבל רק מזומן.",""
"45.0","string_24","As you rise high above the sands of Ulence, you look down and see someone waving good-bye. This really is a friendly place after-all!","בעודך מתרומם גבוה מעל חולות אולנס, אתה מביט מטה ורואה מישהו מנופף לשלום. זה באמת מקום ידידותי אחרי הכל!",""
"45.0","string_25","That's not possible from up here.","זה לא אפשרי כאן מלמעלה.",""
"45.0","string_31","It's just a regular old ladder.","זה סתם סולם רגיל וישן.",""
"45.0","string_33","saucer ship","צלחת מעופפת",""
"45.0","string_34","It's awfully small, and also much older than you.","היא ממש קטנה, וגם הרבה יותר עתיקה ממך.",""
"45.0","string_37","saucer's bubble","חופת הצלחת",""
"45.0","string_38","That's the lid that covers and protects you during flight. Provided this thing does fly.","זה המכסה שסוכך ומגן עליך במהלך הטיסה. בהנחה שהדבר הזה עף בכלל.",""
"45.0","string_40","force field sensor","חיישן שדה כח",""
"45.0","string_41","The settlement of Ulence Flats is surrounded by these force field generators. They repel such undesirables such as the grell which thrive below the sands. It will allow only airborne vehicles in or out.","המושבה של מישורי אולנס מוקפת במייצרי שדה הכוח האלו. הם דוחים דברים שאינם רצויים כמו הגרל שמשגשגים מתחת לחול. הוא מאפשר רק לכלי רכב אוויריים להיכנס ולצאת.",""
"46.0","string_0","This is the pickup area for Droids-B-Us.","זה אזור האיסוף של רובוטים-אר-אס.",""
"46.0","string_2","""Here's your incredibly complex robot, sir.  I sprained my thermodiodinal-tricycler carrying it out here for you.  I hope you're satisfied.""","""הנה הרובוט המורכב להפליא שלך, אדוני.__אני נקעתי את התלת-אופן-התרמודיודינאלי שלי כשסחבתי את זה לכאן בשבילך.__אני מקווה שאתה מרוצה.""",""
"46.0","string_3","""And I hope you're smarter than you look, or you'll never be able to put it together.  How depressing.""","""ואני מקווה שאתה חכם יותר ממה שנראה, או שלעולם לא תצליח להרכיב את זה.__כמה מדכא.""",""
"46.0","string_5","Guess this was a bit beyond your capabilities. Speaking of bits, that's about all that remains of you. Hope you can regroup those molecules and get back to the game.","כנראה שזה היה קצת מעבר ליכולות שלך. אם כבר מדברים על קצת, זה כל מה שנשאר ממך. אני מקווה שתצליח לקבץ חזרה את המולקולות האלה ולחזור למשחק.",""
"46.0","string_7","""Oh my. Another shredded customer. I suppose someone will be upset about this. Why do I bother.""","""אוי לי. עוד לקוח גרוס. אני מניח שמישהו יהיה לא מרוצה בגלל זה. בשביל מה אני טורח בכלל.""",""
"46.0","string_8","You seem to have had trouble maintaining your composure (not to mention your molecular structure). Get yourself together. Unfortunately, you're the universe's only hope.","נראה שנתקלת בקשיים לשמור על שלוותך (שלא לדבר על המבנה המולקולרי שלך). קח את עצמך בידיים. למרבה הצער, אתה התקווה היחידה של היקום.",""
"46.0","string_10","""Hello, sir.  Your new robot will be here in a moment.""","""שלום, אדוני.__הרובוט החדש שלך יהיה כאן בעוד רגע.""",""
"46.0","string_11","""Well, there he is, sir, programmed to follow you around like a wimpering little puppy dog. How humiliating.""","""טוב, הנה הוא, אדוני, מתוכנת לעקוב אחריך כמו גור כלבים קטן ומייבב. כמה מביש.""",""
"46.0","string_13","force field sensor","חיישן שדה כח",""
"46.0","string_14","The settlement of Ulence Flats is surrounded by these force field generators. They repel such undesirables such as the grell which thrive below the sands. It will allow only airborne vehicles in or out.","המושבה של מישורי אולנס מוקפת במייצרי שדה הכוח האלו. הם דוחים דברים שאינם רצויים כמו הגרל שמשגשגים מתחת לחול. הוא מאפשר רק לכלי רכב אוויריים להיכנס ולצאת.",""
"46.0","string_16","warehouse robot","רובוט מחסן",""
"46.0","string_17","This robot is a very old model.  Somehow, he looks tired and depressed.","הרובוט הזה הוא מדגם ישן מאוד. איכשהו, הוא מצליח להיראות עייף ומדוכא.",""
"46.0","string_18","It's easy for you to be chearful, isn't it? YOU don't have deteriorating flaberthrusters.","קל לך להיות עליז, נכון? *לך* אין מדחפי-פלאבר מתיישנים.",""
"46.0","string_19","What do you want now? I was just about finished with my internal diagnostics check. Now I'm going to have to recalibrate my photo-electric scanner membranes and begin all over again.","מה אתה רוצה עכשיו? כמעט סיימתי עם בדיקת האבחון הפנימית שלי. עכשיו אני אצטרך לכייל מחדש את קרומי הסורק הפוטו-אלקטרי שלי ולהתחיל מהתחלה.",""
"46.0","string_20","Carbon-based life-forms can be sooo trying sometimes. If you haven't purchased a robot, I have nothing for you. Now, go away!","צורות-חיים מבוססות-פחמן יכולות להיות כללל כך מתישות לפעמים. אם לא רכשת רובוט, אין לי מה לעשות בשבילך. עכשיו, לך מכאן!",""
"46.0","string_21","(Sigh!) How depressing. Let's begin again from the start and proceed veeerrrryyyy sssslllooowwwllly. I do NOT want to be disturbed. You ARE disturbing me. GO AWAY! Thank you so much.","(אנחה!) כמה מדכא. בוא נתחיל שוב מהתחלה ונתקדם מאאאווודדד ללללאאאאטטטטט. אני *לא* רוצה שיפריעו לי. אתה *אכן* מפריע לי. *לך מכאן*! תודה רבה לך.",""
"46.0","string_22","I'm STILL ignoring you!","אני *עדיין* מתעלם ממך!",""
"46.0","string_23","I'm ignoring you.","אני מתעלם ממך.",""
"46.0","string_24","Do NOT touch me! Carbon-based life-forms are notoriously filthy creatures. Everyone knows that they veritably ooze with metal-tarnishing agents.","*אל* תיגע בי! צורות-חיים מבוססות-פחמן הם יצורים הידועים לשמצה בטינופת שלהם. כולם יודעים שחומרים מכתימי-מתכת פשוט נוטפים מהן.",""
"46.0","string_25","I am programmed to defend myself against all attacks. Even against such a laughable attempt at destruction as this. It would be a shame to expend the energy required to kill you, don't you agree? Yes, I thought you would.","אני מתוכנת להגן על עצמי מכל התקפה. אפילו מול נסיון השמדה מגוחך כמו זה. זה יהיה בזבוז להוציא את האנרגיה הנדרשת כדי להרוג אותך, אתה לא חושב? כן, חשבתי שתסכים איתי.",""
"46.0","string_26","Although I am amused at your feeble attempt to modify my magnetic field, I must warn you that I can, and most definitely will, defend myself if need be. Now, please put that thing away. Thank you so much.","על אף שאני משועשע מהנסיון העלוב שלך לשנות את השדה המגנטי שלי, אני חייב להזהיר אותך שאני יכול, וכנראה גם אפעל, להגן על עצמי במקרה הצורך. עכשיו, הנח בבקשה את הדבר הזה. תודה רבה לך.",""
"46.0","string_27","Sorry, sir. I'm not allowed to accept tips.","סליחה, אדוני. אני לא מורשה לקבל תשר.",""
"46.0","string_28","It appears to be some sort of data cartridge, sir, but I'm afraid I'm not equipped with the necessary port to access the information it contains.","נראה שזו איזושהי סוג של מחסנית מידע, אדוני, אבל אני חושש שאני לא מצויד בחיבור המתאים כדי לגשת למידע שהוא מכיל.",""
"46.0","string_29","You won't need your translation device, sir. I'm fluent in more than three million modes of spoken communication.","לא תזדקק למכשיר התרגום שלך, אדוני. אני בקיא ביותר משלוש מיליון צורות תקשורת מדוברות.",""
"46.0","string_30","No thank you, sir - I never touch the stuff.","לא תודה, אדוני - אני לא נוגע בדבר הזה.",""
"46.0","string_31","I've seen a jet pack much like this one reduced to slag after one brief flight. It wasn't a pretty sight.","ראיתי תרמיל ריחוף ממש כמו זה שלא נשאר ממנו דבר. זה לא היה מראה מלבב.",""
"46.0","string_32","Many of our local businesses issue these coupons for discounts through the Ulence Flats Chamber of Commerce. It's done wonders for business around here.","רבים מהעסקים המקומיים שלנו מנפקים את הקופונים האלו עבור הנחות דרך לשכת המסחר של מישורי אולנס. זה שיפר פלאים את העסקים בסביבה.",""
"46.0","string_33","Many of our local businesses issue thses coupons for discounts through the Ulence Flats Chamber of Commerce. It's done wonders for business around here.","רבים מהעסקים המקומיים שלנו מנפקים את הקופונים האלו עבור הנחות דרך לשכת המסחר של מישורי אולנס. זה שיפר פלאים את העסקים בסביבה.",""
"46.0","string_35","SUX robot","רובוט חלליתא",""
"46.0","string_36","What a fine robot you've purchased!","איזה רובוט נהדר רכשת!",""
"46.0","string_38","box","קופסא",""
"46.0","string_39","Great. Three boxes of robot parts, sporting large signs which read: ""Caution: This product contains explosive parts. Not intended for children under three.""","נהדר. שלוש קופסאות של חלקי רובוט, ועליהם שלטים גדולים שבהם כתוב: ""זהירות: מוצר זה מכיל חלקים נפיצים. לא מיועד לילדים מתחת לגיל שלוש.""",""
"46.0","string_43","Droids-B-Us warehouse and pickup area","מחסן ואזור איסוף של רובוטים-אר-אס",""
"46.0","string_44","This portion of the building is the warehouse where customers come to pick up their purchases.","חלק זה של הבניין הוא המחסן שאליו מגיעים לקוחות לאסוף את הרכישות שלהם.",""
"46.0","string_46","Droids-B-Us store","חנות רובוטים-אר-אס",""
"46.0","string_47","That's the Droids-B-Us storefront. Droids-B-Us is known throughout this end of the galaxy for the best deals on new and used psionic and cybernetic systems for home, school, office, and spaceship.","זו חזית החנות של רובוטים-אר-אס. רובוטים-אר-אס ידוע בקצה הזה של היקום בשל המחירים המצוינים שהוא נותן על מערכות פסיוניות וקיברנטיות חדשות ומשומשות לבית, לבית הספר, למשרד ולספינת החלל.",""
"46.0","string_49","sign above the door","שלט מעל הדלת",""
"46.0","string_50","The badly weathered sign says ""Droids-B-Us Pickup"".","על השלט החבוט רשום ""רובוטים-אר-אס איסוף"".",""
"46.0","string_52","Gerry G","גרשון ג",""
"46.0","string_53","This cheerful fellow is Gerry Giraffazoid, logo, spokesbeing, and C.E.O. of Droids-B-Us, Inc.","הבחור העליז הזה הוא גרשון ג'ירפזויד, הסמל, הדובר והמנכ""ל של רובוטים-אר-אס בע""מ.",""
"47.0","string_0","You are outside the Droids-B-Us store.","אתה מחוץ לחנות רובוטים-אר-אס.",""
"47.0","string_4","force field sensor","חיישן שדה כח",""
"47.0","string_5","The settlement of Ulence Flats is surrounded by these force field generators. They repel undesirables, such as the grell, which thrive below the sands. It will allow only airborne vehicles in or out.","המושבה של מישורי אולנס מוקפת במייצרי שדה הכוח האלו. הם דוחים דברים שאינם רצויים כמו הגרל שמשגשגים מתחת לחול. הוא מאפשר רק לכלי רכב אוויריים להיכנס ולצאת.",""
"47.0","string_7","robot","רובוט",""
"47.0","string_8","This robot is a security droid. He can scan an area in infra-red, ultra-violet, and infra-ultra-chartreuse.","הרובוט הזה הוא רובוט אבטחה. יש לו יכולת סריקה איזורית באינפרא-אדום, אולטרה-סגול, ואינפרא-אולטרה-ירוק-זרחני.",""
"47.0","string_10","It's a robot that seems to be saying, ""Buy me. Take me home.""","זה רובוט שנראה כאילו אומר, ""קנה אותי. קח אותי הביתה.""",""
"47.0","string_12","neon hand","יד נאון",""
"47.0","string_13","The neon hand waves ""Hello"" to you.","יד הניאון מנופפת לך לשלום.",""
"47.0","string_15","eye","עין",""
"47.0","string_16","It's just part of the animated sign.","זה רק חלק מהשלט המונפש.",""
"47.0","string_19","Droids-B-Us warehouse and pickup area","מחסן ואזור איסוף של רובוטים-אר-אס",""
"47.0","string_20","That is the Droids-B-Us warehouse and pickup area.","זה המחסן ואזור האיסוף של רובוטים-אר-אס.",""
"47.0","string_22","Droids-B-Us store","חנות רובוטים-אר-אס",""
"47.0","string_23","This is the Droids-B-Us storefront.  They sell droids for all purposes.","זוהי חזית חנות רובוטים-אר-אס.__הם מוכרים רובוטים לכל מטרה.",""
"47.0","string_25","Droids-B-Us sign","שלט רובוטים-אר-אס",""
"47.0","string_26","The big sign over the door says ""Droids-B-Us"".","בשלט הגדול מעל הדלת נכתב ""רובוטים-אר-אס"".",""
"47.0","string_28","small posted sign","שלט פרסום קטן",""
"47.0","string_29","The sign says ""ALL SALES FINAL!"" in 1,438 languages.","על השלט נרשם ""אין ביטולי עסקאות!"" ב-1,438 שפות.",""
"47.0","string_31","window","חלון",""
"47.0","string_32","You can see only bits and pieces of droids through the small window.  But it looks safe enough in there.","אתה רואה רק חלקי ופיסות רובוטים מבעד לחלון הקטן.__אבל המקום שם נראה די בטוח.",""
"48.0","string_1","Please observe our robot preview screen. If you have any questions, don't hesitate to ask.","אנא שים לב למסכי התצוגה מקדימה על הרובוטים שלנו. אם יש לך שאלות, אנחנו פה בשבילך.",""
"48.0","string_2","Oh, we're back, are we? Well, perhaps we can manage to take home a droid this time, eh?","הו, חזרנו, מה? ובכן, אולי הפעם ניקח הביתה איזה רובוט, אה?",""
"48.0","string_3","However, I can see that we would be more... ah... interested in our line of economy-priced, used robots, wouldn't we?","עם זאת, אני שם לב שאנו יותר... אה... בעניין של רובוטים משומשים, במחירים נמוכים, לא כך?",""
"48.0","string_4","We have a wide variety of work-saving, life- enhancing, shiny-new, factory-fresh, technological wonders of modern engineering wizardry!","יש לנו מגוון רחב של פלאי טכנולוגיה חוסכי עבודה, משפרי חיים, נוצצים כחדשים, טריים מהמפעל, ממיטב ההנדסה המודרנית!",""
"48.0","string_5","Greetings, sir! Allow me to show you our fine line of robots, otherwise known as ""droids"".","ברכות, אדוני! הרשה לי להראות לך את קו הרובוטים המשובחים שלנו, הידועים גם בשם ""דרואידים"".",""
"48.0","string_8","Thank you, sir.","תודה לך, אדוני.",""
"48.0","string_9","You may pick up your purchase at our convenient Droids-B-Us pickup area, located just out the door and to your right.","תוכל לאסוף את רכישתך במתחם האיסוף המפואר שלנו, הממוקם ממש מחוץ לדלת מצד ימין.",""
"48.0","string_11","You could fill out one of our credit applications, although I seriously doubt that you would qualify.","תוכל למלא את אחד מטפסי בקשות האשראי שלנו, אם כי אני בספק גדול אם תימצא זכאי.",""
"48.0","string_12","I believe that the FloorMart store on Petulence is having a sale on pencil sharpeners that you might just be able to afford!","שמעתי כי בחנות רמי-כהן הקרובה בפטולנס נערכת מכירת חיסול של מחדדי עפרונות שאולי יתאימו לתקציב שלך!",""
"48.0","string_13","Why can't I ever get a customer with more money than brains? Well... in your case, you might just qualify at that.","למה אף פעם אין לי לקוחות עם יותר כסף משכל? טוב... במקרה שלך, אתה יכול באמת להיחשב ככזה.",""
"48.0","string_14","Look, why don't you go break your piggy bank open and come back with a little more cash? Now, if you'll excuse me, you really must be going.","תראה, למה שלא תשבור את קופת החיסכון שלך ותחזור עם קצת יותר כסף? עכשיו, אם תסלח לי, כדאי שתצא לדרכך.",""
"48.0","string_15","Pardon me for saying so, sir, but we don't appear to have enough money for our purchase, now, do we?","סלח לי שאני אומר, אדוני, אבל לא נראה שיש לנו מספיק כסף לעסקה הזו, נכון?",""
"48.0","string_17","salesbug","חרק מכירות",""
"48.0","string_18","The salesbug appears to be a Chdnarian, a race renowned for their predatory sales techniques. You decide to count your fingers once you've completed your transaction.","חרק המכירות נראה צ'נדריאני, גזע ידוע לשמצה בשיטות המכירה הדורסניות שלו. אתה מחליט לספור את האצבעות שלך לאחר שהעסקה תושלם.",""
"48.0","string_19","If you were to insist, I could let you have it for a mere 512 buckazoids (407 with a coupon).","אם אתה נורא מתעקש, אתן לך אותו תמורת המחיר הזעום של 512 זוזואידים (407 לאחר הנחת קופון).",""
"48.0","string_20","However, I have only one left, and I put it to work in the warehouse.","מכל מקום, נותר לי אחד אחרון, ונתתי לו לעבוד במחסן.",""
"48.0","string_21","This is an all-purpose household model. It cooks, sews, does windows and brews a little moonshine on the side.","לפניך דגם מנהל משק בית רב תכליתי. הוא מבשל, תופר, מנקה חלונות ומייצר אלכוהול על הדרך.",""
"48.0","string_22","Don't bother haggling. This one's worth 55 buckazoids for the parts alone. That would be 46 buckazoids with a coupon.","אין טעם להתמקח. הוא עולה 55 זוזואידים על חלקי החילוף בלבד. אחרי הנחת קופון המחיר יעמוד על 46.",""
"48.0","string_23","That race killed themselves off, however, and spare parts are nearly impossible to find.","הגזע התאבד באופן קולקטיבי, ולפיכך כמעט בלתי אפשרי למצוא חלקי חילוף.",""
"48.0","string_24","It was produced exclusively for Droids-B-Us by a small planet who used these mechanical warriors to fight their battles.","הם יוצרו בלעדית עבור רובוטים-אר-אס על ידי כוכב קטן שהשתמש בלוחמים המכניים האלה בקרבות שלהם.",""
"48.0","string_25","Ah! This model is one of my personal favorites.","אה! הדגם הזה הוא אחד האהובים עלי.",""
"48.0","string_26","And, if you've got kids, you'll appreciate its low, low price of 698 buckazoids (559 with a coupon).","ואם יש לך ילדים, אתה תעריך את מחירו הזעום בסך 698 זוזואידים (559 עם קופון).",""
"48.0","string_27","If you can live with the paranoia, though, it makes a great baby-sitter.","אם תוכל לחיות עם הפרנויה, הוא גם מסוגל לתפקד כשמרטף מעולה.",""
"48.0","string_28","Whenever it gets excited, it waves its arms around wildly and yells ""DANGER! DANGER!""","בכל פעם שהוא מתרגש, הוא מנפנף בזרועותיו בפראות וצווח ""*סכנה*! *סכנה*!""",""
"48.0","string_29","However, the manufacturer had to discontinue it due to a psychological disorder.","עם זאת, היצרן סגר את קו הייצור עקב הפרעה פסיכולוגית.",""
"48.0","string_30","This model was originally designed as a family companion on those long space vacations.","הדגם הזה תוכנן במקור כמלווה משפחתי לחופשות חלל ארוכות.",""
"48.0","string_31","I'd love to sell you one, but every last one I had was snapped up by a movie director from New Japan IV - sorry.","הייתי שמח למכור לך אחד, אולם כל מה שהיה לי נחטף על ידי במאי סרטים מיפן החדשה הרביעית - מתנצל.",""
"48.0","string_32","Although a handsome machine, this robot has a habit of killing people without any real reason.","למרות מראהו המצודד, לרובוט הזה יש נטייה להרוג אנשים ללא כל סיבה מיוחדת.",""
"48.0","string_33","Ah, yes, a truly beautiful piece of machinery. This design rates five stars.","אה, כן, זו מכונה בהחלט יפהפייה. העיצוב שלה קיבל דירוג חמישה כוכבים.",""
"48.0","string_34","Yes, this dandy, compact unit goes for a mere 29 buckazoids (23 with coupon). You can't go wrong when it's SUX!","כן, היחידה הקומפקטית הנהדרת הזו עולה בסך הכל 29 זוזואידים (23 עם קופון). חלליתא בחרת, לא טעית!",""
"48.0","string_35","...but of course you wouldn't want to hear about that.","...אבל כמובן לא היית רוצה לשמוע על זה.",""
"48.0","string_36","I just happen to have one of these in stock. It's been completely re-conditioned since its regrettable accident that took the lives of...","במקרה יש לי אחד כזה במלאי. הוא עבר שיפוץ מלא מאז התאונה המצערת שגבתה את חייהם של...",""
"48.0","string_37","The brand name says it all. SUX is a major manufacturer of refrigerators, dishwashers, and, some day, even time machines!","שם המותג אומר הכל. חלליתא היא חברת ענק שמייצרת בין היתר מקררים, מדיחי כלים, ואולי יום אחד, אפילו מכונות זמן!",""
"48.0","string_38","We've got a set of three, and you can have them all for just 999 buckazoids (799 with a coupon).","יש לנו מבצע של שלוש במחיר אחד, בעלות כוללת של 999 זוזואידים בלבד (799 עם קופון).",""
"48.0","string_39","Yessir, they may look like kleenex boxes, but they're built to run a loooong time. And quiet? You bet!","כן אדוני, הם אולי נראים כמו קופסאות טישו, אבל יש להם טווח סוללה מאאאאד ארוך. ופעולה שקטה? עלינו!",""
"48.0","string_40","These little robots are perfect for gardening chores. And they don't mind at all if they're away on space missions for centuries.","הרובוטים הקטנים הללו מושלמים לעבודות גינון. ואין להם בעיה לצאת למשימות חלל למשך מאות שנים.",""
"48.0","string_41","However, we're fresh out of them right now. Nobody seems to survive long enough to trade them in.","עם זאת, בדיוק אזל לנו המלאי. אף אחד לא שורד מספיק כדי להחזיר אותם בטרייד אין.",""
"48.0","string_42","They're just a wee bit too ambitious is all. And who of us isn't? It's quite an endearing quality, actually.","הם רק טיפ טיפה שאפתנים מדי. ומי מאיתנו לא? זו תכונה מקסימה, למען האמת.",""
"48.0","string_43","Um... This model has had a bad rep, unearned if you ask me.","המ... לדגם הזה יצא שם רע, שלא בצדק אם אתה שואל אותי.",""
"48.0","string_44","I could let you have him for just 875 buckazoids (700 with a coupon).","תוכל לקבל אותו תמורת 875 זוזואידים בלבד (שזה 700 עם קופון).",""
"48.0","string_45","Of course, they're all in hibernation this time of the century.","כמובן, הם כולם שרויים עמוק בתרדמת בתקופה זו של המאה.",""
"48.0","string_46","These are really some of the most useful all-purpose robots around, and extremely good with children.","אלה כמה מהרובוטים הרב תכליתיים הטובים ביותר באזור, במיוחד עם ילדים.",""
"48.0","string_47","His memory isn't the best, so I'll let you have him for just 512 buckazoids (410 with a coupon).","הזכרון שלו קצת חלש, אז אתן לו אותו ב-512 זוזואידים בלבד (410 עם קופון).",""
"48.0","string_48","If it had one fault, it was probably a tendency to be over- zealous. It's no longer available except for demolition purposes.","אם יש לו מגרעה אחת, זו הנטיה שלו להתלהב יתר על המידה. הוא לא זמין יותר למעט מטרות הריסה.",""
"48.0","string_49","This was one of my better bodyguard models, and it also doubled as a radial-arm saw.","זהו אחד מדגמי השומרי ראש הטובים ביותר שלי, והוא גם משמש כמכונת ניסור.",""
"48.0","string_50","Uh, well, maybe you shouldn't consider buying this particular model.","אה, טוב, אולי לא כדאי שתשקול לרכוש את הדגם המסוים הזה.",""
"48.0","string_51","These robots have a bad attitude. You've got to keep them in line, or they'll walk all over you.","הרובוטים הללו בעלי מזג רע. עליך להחזיק אותם קצר, אחרת הם ירמסו אותך.",""
"48.0","string_52","I got it from some gambling type who was required to pay-up or perish.","קיבלתי אותו מאיזה מהמר מפוקפק שנדרש לשלם או להיעלם.",""
"48.0","string_53","I ask only 45 buckazoids for it (36 with coupon).","אני מבקש עליו רק 45 זוזואידים (36 עם קופון).",""
"48.0","string_54","It will pilot any modern fighter or cruiser. And, it is one of the most experienced droids we carry.","הוא יכול להטיס כל חללית קרב או משחתת מודרנית. וזה אחד מהרובוטים המנוסים ביותר שברשותינו.",""
"48.0","string_55","That model is ideal for flight systems operations.","המודל הזה אידיאלי לניתוח מערכות טיסה.",""
"48.0","string_56","I'm afraid I can't take data cartridges in lieu of currency. Is sir a bit short of cash, hmmmm?","חוששני כי לא אוכל לכבד מחסניות נתונים במקום כסף עובר לסוחר. האם אדוני קצר במזומנים, הממממ?",""
"48.0","string_57","I'm afraid I can't accept your translator in exchange for a droid. Buckazoids work nicely to grease the wheels of commerce, however.","חוששני כי לא אוכל לקבל מתורגמנים בתמורה לרובוטים. זוזואידים הם אלו שמשמנים את גלגלי הכלכלה, כידוע.",""
"48.0","string_58","Please, sir! Violence is never the answer. Money, on the other hand, is almost always the answer.","ברשותך, אדוני! אלימות לעולם אינה הפתרון. כסף, לעומת זאת, הוא כמעט תמיד הפתרון.",""
"48.0","string_59","If he drinks from this, you won't. You decide not to offer him any.","אם הוא שותה מזה, אתה לא. אתה מחליט לא להציע לו מזה.",""
"48.0","string_60","Very good, sir. This coupon entitles you to a reduction of twenty percent in the price of any of our fine, previously- owned droids.","טוב מאד, אדוני. קופון זה מזכה אותך בהנחה של עשרים אחוז על כל רובוטי היד-שניה המשובחים שלנו.",""
"48.0","string_61","Sorry, sir, but I've sold my last one of those.","מצטער, אדוני, אבל בדיוק מכרתי את האחרון.",""
"48.0","string_62","Sorry, sir, but we have none of those in stock.","מתנצל, אדוני, אבל אין לנו אותם במלאי.",""
"48.0","string_63","I'm sorry, sir, but my conscience just won't let me sell him to you. Besides, your next of kin might sue.","אני מצטער, אדוני, אבל המצפון שלי לא נותן לי למכור לך אותו. וחוץ מזה, שארי בשרך עלולים לתבוע.",""
"48.0","string_64","I'm afraid that item can not be exchanged for enough money to purchase one of our quality products. Is sir financially embarassed, or might there be cash in one of those pockets?","חוששני כי הכסף שתקבל תמורת פריט זה לא יספיק כדי לקנות את אחד ממוצרי האיכות שלנו. האם אדוני מובך כלכלית, או שזה מזומן בכיס שלך?",""
"48.0","string_72","plaque","לוחית",""
"48.0","string_73","The plaque says: ""Salesbug of the year""! You'd better watch your money around this guy.","על הלוחית נכתב: ""חרק המכירות של השנה""! כדאי שתשמור טוב על הכסף שלך כשאתה בסביבה שלו.",""
"48.0","string_75","robot head","ראש רובוט",""
"48.0","string_76","Yikes! It's an Ultron-17, the only robot bad enough to go head-to-head with an Arnoid-1000 Exterminator. You note with relief that he appears to be out of commission, at least temporarily.","אמאל'ה! זהו אולטרון-17, הרובוט היחיד שמסוגל להתמודד ראש בראש מול ארנויד-1000 המשמיד. אתה נאנח בהקלה כשאתה מבין שהוא יצא מכלל שימוש, לפחות באופן זמני.",""
"48.0","string_78","robot apendage","איבר רובוטי",""
"48.0","string_79","That's an upgrade option for the Arnoid series. It's capable of crushing a person's skull. Very useful if you're in that line of work.","זהו שדרוג אופציונלי לסדרת ארנויד. מיועד לריסוק גולגולות אנוש. שימושי מאד בתחום המקצוע הזה.",""
"48.0","string_81","exit button","כפתור יציאה",""
