"room","idx","original","translated","comments"
"256","6","Wilbur is dead.","ווילבור מת.",""
"256","7","Oh, no!! What's happened to Wilbur! Someone must have hit him over the head and killed him! Nervously, you look behind you...but, there's no one there.","אוי, לא!! מה קרה לווילבור! מישהו בטח היכה אותו בראש והרג אותו! בחשש, את מביטה לאחור...אך, לא רואה איש.",""
"256","8","With trembling hands, you search Wilbur's body and confirm your suspicions that he died by a tremendous blow to the head.","בידיים רועדות, את מחפשת על גופתו של ווילבור ומאשרת את חשדך כי הוא מת ממהלומה אדירה בראשו.",""
"256","9","What's this?! Why, it's Wilbur's monocle! Thinking it might come in handy, you take it with you.","מה זה?! זה המשקף של ווילבור! בהרהרך על האפשרויות הגלומות בו, את נוטלת אותו איתך.",""
"257","0","You glance at the book in Lillian's hand and see that it is an old fairy tale, entitled... ""Bluebeard!""","את מביטה על הספר בידיה של ליליאן ורואה שמדובר בספר אגדות ישן, ששמו הוא... ""כחול זקן!""",""
"257","1","The dolls look like they've been here for a long time! You wonder who they used to belong to. The big question is: WHY is Lillian reading a book to them?!","דומה שהבובות הונחו כאן לפני שנים רבות! את תוהה למי הן היו שייכות. השאלה הכי חשובה היא: מדוע ליליאן מקריאה להן סיפור?!",""
"257","2","Lillian has it!","ליליאן אוחזת בזה!",""
"257","3","The dolls don't belong to you!","הבובות לא שייכות לך!",""
"257","4","""And then he said...""","""ואז הוא אמר...""",""
"257","5","""So she stuck the key in the lock and...""","""אז היא נעצה את המפתח במנעול ו...""",""
"257","6","""She thought she was alone but...""","""היא חשבה שהיא לבדה אבל...""",""
"257","7","""And what happened then was...""","""ומה שקרה אז...""",""
"257","8","""As she quietly opened the door...""","""כאשר היא פתחה את הדלת בלט...""",""
"257","9","""He roared with anger as...""","""הוא שאג בזעם...""",""
"257","10","""The house was too quiet...""","""הבית היה שקט מדי...""",""
"257","11","""And she said to him...""","""והיא אמרה לו...""",""
"257","12","""She screamed when she saw...""","""הוא צרח כשראה...""",""
"257","13","""So up the stairs she went...""","""אז היא שעטה במעלה המדרגות...""",""
"257","14","""Huh?! What're you doing here, Laura?!""","""אה?! מה את עושה כאן, ליאורה?!""",""
"257","15","""Uh, I'm kinda busy right now. I have to finish the story.""","""אה, אני די עסוקה כרגע. אני חייבת לסיים את הסיפור.""",""
"257","16","""Hush, Laura! You're interrupting us!""","""הס, ליאורה! את מפריעה לנו!""",""
"257","17","Lillian has retreated into her book again. She doesn't answer you.","ליליאן נסוגה בחזרה אל ספרה. היא לא עונה לך.",""
"257","18","It would appear that Lillian is more interested in reading a book to some old dolls than talking to you! It would probably be best to leave her alone right now.","עושה רושם כי ליליאן מעדיפה להקריא ספר לכמה בובות ישנות מאשר לדבר איתך! הדבר הנכון לעשות הוא להניח לה כרגע לנפשה.",""
"257","19","Lillian doesn't notice it.","ליליאן לא מבחינה בזה.",""
"257","20","Lillian is reading a story to the dolls. It appears to be some sort of horrible fairy tale.","ליליאן מקריאה סיפור לבובות. זה נשמע כמו סיפור אימה מהאגדות.",""
"257","21","You can't get her!","את לא יכולה לקחת אותה!",""
"257","22","There's no need for THAT sort of thing!","אין צורך בדברים מהסוג הזה!",""
"257","23","You don't feel like kissing her.","לא מתחשק לך לנשק אותה.",""
"257","24","You don't feel like hugging her.","לא מתחשק לך לחבק אותה.",""
"257","25","Your friend Lillian Prune, is a rebellious flapper. Like you, she is twenty years old, but unlike you, she has been known to hang out in sleazy speakeasies, smoke, and run around with several young men. She is very assertive and out-going, to the point of obnoxiousness, but underneath it all you believe her to be a lonely, insecure girl.","חברתך ליליאן פרון, היא נערה מרדנית. כמוך, היא בת עשרים, אך בניגוד אלייך, היא ידועה כאחת שמבלה בברים לא חוקיים, מעשנת, ויוצאת עם כמה גברים צעירים. היא תקיפה והחלטית, עד כדי שחצנות, אך מתחת לפני השטח את מאמינה כי היא בחורה בודדה וחסרת ביטחון.",""
"257","26","This is a bit odd! Your friend seems to be reading a book to those old dolls!","משהו פה מוזר! חברתך מקריאה ספר לבובות הישנות!",""
"258","0","""I've never given that old dog a second thought.""","""מעולם לא הקדשתי לכלב הזקן הזה מחשבה שניה.""",""
"258","1","""I've never seen a bible around here.""","""מעולם לא ראיתי תנ""ך כאן בסביבה.""",""
"258","2","""I've never even stepped foot in that stable, dahling.""","""מעולם לא דרכה כף רגלי באורווה הזו, חומד.""",""
"258","3","""I bought it in Hollywood. Don't you just adore it?""","""קניתי את זה בהוליווד. האין זה מעורר הערצה בקרבך?""",""
"258","4","""It looks nice on you, but I don't know how I would look in it.""","""זה נראה נחמד עלייך, אך אני לא בטוחה איך זה היה נראה עלי.""",""
"258","5","""I'm not sure, but I think Uncle Henri uses a cane sometimes.""","""אני לא בטוחה, אך נדמה לי כי דוד הנרי משתמש במקל פה ושם.""",""
"258","6","""I don't know much about her except she's been here as long as I can remember. I wouldn't be surprised to learn she was born here.""","""אני לא יודעת עליה רבות מלבד העובדה שהיא חיה כאן מאז שאני זוכרת את עצמי. לא הייתי מתפלאת לשמוע שהיא נולדה כאן.""",""
"258","7","""Is my cigarette bothering you, dahling?""","""האם הסיגריה שלי מפריעה לך, חומד?""",""
"258","8","""Oh, no! Not at all! (Cough, cough!!)""","""אה, לא! בכלל לא! (שיעול, שיעול!!!)""",""
"258","9","""I don't care to discuss him!""","""אני לא רוצה לדבר עליו!""",""
"258","10","""My mother can handle it, dahling.""","""אמא שלי תתמודד עם זה, חומד.""",""
"258","11","""It's no secret they're NOT the best of friends, dahling.""","""זה לא סוד שהם לא ממש חברים, חומד.""",""
"258","12","""I happen to know that Clarence and Wilbur have got themselves in a bit of a pickle. I'd like to see them wriggle their way out of this one!""","""אני במקרה יודעת שווילבור וקלרנס הכניסו את עצמם לצרה קטנה. הייתי רוצה לראות איך הם ייחלצו מזה הפעם!""",""
"258","13","""It's such a pity; all that money going to waste. You know he never spends a dime of it? Why, just LOOK at this place!""","""כל כך חבל; כל הכסף הזה הולך לטמיון. את יודעת שהוא לא מבזבז פרוטה ממנו? מה, פשוט תסתכלי על המקום הזה!""",""
"258","14","""That girl is just trying to butt in where she doesn't belong!""","""הנערה  הזו מנסה לדחוף את האף היכן שהיא אינה שייכת!""",""
"258","15","""I don't know why Uncle Henri would even INCLUDE her in his will! Why, it, it's...criminal!""","""אני לא יודעת למה דוד הנרי בכלל כולל אותה בצוואה שלו! מה, זה, זה... פשע!""",""
"258","16","""She'll get hers soon enough; and I DON'T mean money!""","""היא תקבל את מה שמגיע לה במוקדם או מאוחר; ואני לא מתכוונת לכסף!""",""
"258","17","""My mother has nothing to do with you!""","""לאמא שלי אין שום קשר אלייך!""",""
"258","18","""He's cute; but a bit strange.""","""הוא חומד; אבל קצת מוזר.""",""
"258","19","""I've always felt that my cousin resented my beauty and talent. I've never felt truly comfortable around her.""","""תמיד הרגשתי שבת הדודה שלי קינאה ביופי ובכישרון שלי. מעולם לא הרגשתי בנוח לידה.""",""
"258","20","""I guess I'm glad Lillian has someone to turn to. It keeps her calmed down.""","""אני מניחה שאני שמחה שלליליאן יש למי לפנות. זה משאיר אותה רגועה.""",""
"258","21","""Personally, I don't know why Uncle Henri puts up with the both of them!""","""באופן אישי, אני לא יודעת למה דוד הנרי מוכן לסבול את שניהם!""",""
"258","22","""Rudy's a pillar of strength for me. I wouldn't know what to do without him.""","""רודי הוא עמוד יציב עבורי. אני לא יודעת מה הייתי עושה בלעדיו.""",""
"258","23","""There is NOTHING going on between MY brother and HER!""","""לא קורה שום דבר בין האח שלי לבינה!""",""
"258","24","""He's just a silly old man. Don't worry about him, dahling.""","""הוא פשוט איש זקן ושוטה. אל תדאגי לגביו, חומד.""",""
"258","25","""I think I would be the FIRST to know if there was any old treasure around here!!""","""אני מאמינה שאני הייתי הראשונה לדעת אם היה פה איזשהו אוצר בסביבה!!""",""
"258","26","""What is with you and valve handles?!""","""מה הסיפור שלך עם ידיות שסתומים?!""",""
"258","27","""I know nothing of any necklace; especially one like THAT!""","""אינני מבינה דבר בשרשראות; במיוחד לא כאלה!""",""
"258","28","""I really don't pay much attention to doctor bags.""","""אני באמת שלא מקדישה תשומת לב רבה לתיק הרופא.""",""
"258","29","""It DOES squawk quite a bit!""","""זה אכן חורק קצת!""",""
"258","30","""I didn't bring any handkerchiefs with me, dahling.""","""לא הבאתי איתי שום ממחטות, יקירתי.""",""
"258","31","""Dahling, I don't know anything about cranks.""","""יקרה, אינני יודעת מאומה על ארכובות.""",""
"258","32","""Is she an actress, dahling?""","""היא שחקנית, חומד?""",""
"258","33","""Be serious Laura, you don't really believe in ghosts, do you?""","""תהיי רצינית ליאורה, את לא באמת מאמינה ברוחות, נכון?""",""
"258","34","""This is such a dreary place. I don't know how Uncle Henri can stand living here.""","""זה אכן מקום קודר. לא יודעת כיצד דוד הנרי מסוגל לסבול את החיים כאן.""",""
"258","35","""Croutons??? No, I don't believe I am aquainted with them.""","""קרוטונים??? לא, לא זכור לי שיצא לי לערוך איתם היכרות.""",""
"258","36","""That dog is the LAST thing I care about right now, dahling!""","""הכלב הזה הוא הדבר האחרון שמעניין אותי כרגע, חומד!""",""
"258","37","""What do you care about an old bible for, anyway?""","""מדוע הינך כה מתעניינת בספרי תנ""ך ישנים?""",""
"258","38","""I don't...really.""","""אני לא...ממש.""",""
"258","39","""I don't really care about my uncle's horse.""","""לא ממש אכפת לי מהסוס של דודי.""",""
"258","40","""I don't care if you found a cane or not.""","""לא מזיז לי אם מצאת מקל או לא.""",""
"258","41","""You'd be better off leaving the old cook alone. She might scare you.""","""כדאי מאד שתתרחקי מהטבחית. היא עלולה להפחיד אותך.""",""
"258","42","""I'd really rather not discuss him right now!""","""אני מעדיפה שלא לשוחח עליו כרגע!""",""
"258","43","""Sometimes, I wish they would BOTH butt out of my life!""","""לפעמים, אני מקווה ששניהם יתנדפו לי מהחיים!""",""
"258","44","""Rudy DOES over-react at times. But, it'll be okay...I hope.""","""רודי אכן מגיב בהגזמה לפעמים. אבל, הכל יהיה בסדר...אני מקווה.""",""
"258","45","""It's nothing for you to concern yourself with.""","""זה לא משהו שצריך להדאיג אותך כלל.""",""
"258","46","""Perhaps you ought to do what he says and leave him alone.""","""אולי כדאי שתצייתי לדבריו ותניחי לו.""",""
"258","47","""Dahling, I already know all that.""","""יקירתי, אני כבר יודעת את כל זה.""",""
"258","48","""I'm not surprised by her behavior at all! She's nothing but a family embarrassment.""","""איני מופתעת כלל מהתנהגותה! הרי היא בושה למשפחה, וזה הכל.""",""
"258","49","""She isn't going to get away with her little scheme. You'll see!""","""היא לא תצליח במזימה הקטנה שלה. חכי ותראי!""",""
"258","50","""Dahling, please leave my mother alone.""","""חומד, בבקשה תעזבי את אמא שלי לנפשה.""",""
"258","51","""I really don't care what Jeeves is doing, dahling.""","""באמת שלא אכפת לי מה ג'יבס עושה, חומד.""",""
"258","52","""Lillian's always been a bit kooky. Personally, I think she's kind of creepy.""","""לילאן תמיד היתה קצת מוזרה. אישית אני חושבת שהיא קצת מטרידה.""",""
"258","53","""I really don't want to worry about Lillian. Let the cook do it.""","""אני באמת שלא רוצה לדאוג לגבי לילאן. תניחי לטבחית לעשות את זה.""",""
"258","54","""I don't wish to discuss them, dahling.""","""אני לא רוצה לדון בהם, חומד.""",""
"258","55","""Oh, dear! I DO hope he stays out of trouble!""","""אוי לי! אני באמת מקווה שהוא לא מסתבך בצרות!""",""
"258","56","""You must be mistaken, dahling.""","""את ודאי טועה, חומד.""",""
"258","57","""I don't care about that old codger!""","""לא מעניין אותי מהרופא המתחזה!""",""
"258","58","""That cook is full of superstitious stories. Don't listen to HER! ""","""הטבחית מלאה בסיפורי רוחות. אל תקשיבי לה!""",""
"258","59","""Valve handles don't interest me in the least, dahling.""","""ידיות שסתומים לא מעניינים אותי בכהוא זה, חומד.""",""
"258","60","""I wouldn't wear a necklace like THAT!""","""לא הייתי עונדת שרשרת כזאת!""",""
"258","61","""You shouldn't get into the doctor bag!""","""את לא אמורה לחטט בתיק הרופא!""",""
"258","62","""That old parrot never interested me, dahling.""","""התוכי הקשיש מעולם לא עניין אותי, חומד.""",""
"258","63","""Someone just dropped their handkerchief. So what?""","""מישהי הפילה את הממחטה שלה. אז מה?""",""
"258","64","""Really, dahling. I don't care about old cranks.""","""ברצינות, חומד. אינני מוצאת עניין בארכובות ישנות.""",""
"258","65","""She sounds interesting, but I don't know who she is.""","""היא נשמעת מעניינת, אבל אין לי מושג מה היא.""",""
"258","66","""I doubt that it was a ghost. Your imagination must be getting the best of you.""","""אני בספק אם זו היתה רוח. יש לך כנראה דמיון מפותח במיוחד.""",""
"258","67","""It's hard to believe that this place was once a thriving sugar plantation.""","""קשה להאמין שהמקום הזה היה פעם מטע סוכר משגשג.""",""
"258","68","""I know I've heard that name before, but I can't recall where.""","""אני יודעת ששמעתי את השם הזה בעבר, אבל אני לא מצליחה להיזכר איפה.""",""
"258","69","""It looks like a big key to me.""","""לי זה נראה כמו מפתח גדול.""",""
"258","70","""Well! It's not mine!""","""טוב! זה לא שלי!""",""
"258","71","""I wouldn't know about cranks, dahling.""","""לא מבינה בארכובות, חומד.""",""
"258","72","""No, you keep it. I wouldn't know what to do with it.""","""לא, תשאירי אצלך. אני לא יודעת מה לעשות עם זה.""",""
"258","73","""I don't want a USED handkerchief!""","""אני לא רוצה ממחטות משומשות!""",""
"258","74","""I don't want that old thing!""","""אני לא רוצה את הדבר הישן הזה!""",""
"258","75","Gloria Swansong, a beautiful platinum-blonde, is the Colonel's other niece and Gertie's daughter. She seems so glamorous with her long feather boa, stunning jewels, and lovely gown. You've been told that she's a successful actress in Hollywood, although you've never heard of her.","גלוריה סוונסונג, יפהפייה בצבעי בלונד-פלטינה, הינה אחייניתו השניה של הקולונל וביתה של גרטי. היא נראית כה זוהרת בצעיפה הנוצתי הארוך, תכשיטיה המהממים, ושמלתה הנהדרת. נאמר לך כי היא שחקנית הוליוודית מצליחה, למרות שמעולם לא שמעת עליה.",""
"258","76","You can't get her!","את לא יכולה לקחת אותה!",""
"258","77","There's no need for THAT sort of thing!","אין צורך בדברים מהסוג הזה!",""
"258","78","You don't feel like kissing her.","לא מתחשק לך לנשק אותה.",""
"258","79","You don't feel like hugging her.","לא מתחשק לך לחבק אותה.",""
"258","80","""You have a sick sense of humor, you know that?!""","""יש לך חוש הומור חולני, את יודעת את זה?!""",""
"258","81","""Even if it WERE true, dahling, what would I care?""","""אפילו אם זה היה נכון, חומד, למה שזה יעניין אותי?""",""
"259","0","""I'm warning you, Clarence! If you...!""","""אני מזהיר אותך, קלארנס! אם אתה...!""",""
"259","1","""Gloria will regret the day she...!""","""גלוריה תתחרט על היום שהיא...!""",""
"259","2","""I can't take these constant intrusions!""","""אני לא יכול לסבול עוד את ההפרעות המתמשכות האלו!""",""
"259","3","""This conversation isn't for you, toots.""","""השיחה לא נועדה לאוזנייך, מותק.""",""
"259","4","""My sister should have known better than to...!""","""אחותי היתה צריכה לחשוב לפני...!""",""
"259","5","""This girl is getting on my nerves!""","""הילדה הזאת מתחילה לעלות לי על העצבים!""",""
"259","6","""If I can't convince her then...""","""אם לא אצליח לשכנע אותה אזי...""",""
"259","7","""This ain't for you, kid!""","""זה לא בשבילך, ילדה!""",""
"259","8","""Shut up! This is just between you and me!""","""שקט! זה רק ביני לבינך!""",""
"259","9","""Young lady! Will you please leave?!!""","""גברת צעירה! התואילי בטובך לעזוב את המקום?!!""",""
"259","10","""Listen, sweetie! You have no business buttin' in here!""","""תקשיבי, מתוקה! אין לך מה לחפש כאן!""",""
"259","11","""You have a real way with the dames, don't you, Clarence?!""","""יש לך כשרון אמיתי עם נשים, אה, קלארנס?!""",""
"259","12","""Oh, no! Not again!""","""אוי, לא! לא שוב!""",""
"259","13","A short time later...","כעבור זמן קצר...",""
"259","14","""You're looney! There's NOTHING there!""","""את מטורפת! אין שם שום דבר!""",""
"259","15","""You must really think I'm stupid if you expect me to believe you again!""","""את בטח חושבת שאני ממש טיפש אם ציפית שאאמין לך שוב!""",""
"259","16","""Mother? Dead? She can't be!""","""אמא? מתה? לא יכול להיות!""",""
"259","17","Rudy and Clarence seem to be having a very heated discussion about something!","רודי וקלארנס נראים מנהלים דיון סוער בעניין כלשהו!",""
"259","18","Rudy shoots an angry look at you. It's obvious that he's in no mood to gab!","רודי יורה בך מבט נזעם. ברור שהוא לא במצב רוח לפטפוטים!",""
"259","19","You can only talk to one person at a time.","את יכולה לדבר רק עם אדם אחד בכל פעם.",""
"259","20","""I don't feel like talkin' to you right now!""","""לא מתחשק לי לדבר איתך כרגע!""",""
"259","21","""This isn't the time or the place!""","""זה לא הזמן ולא המקום!""",""
"259","22","""Don't you get the message?! This conversation ain't for you!""","""לא קלטת את המסר?! השיחה הזאת לא מיועדת עבורך!""",""
"259","23","""Scram, will ya?!""","""תני גז, סבבה?!""",""
"259","24","This conversation isn't for you!","השיחה הזאת לא קשורה אלייך!",""
"259","25","Rudy seems to be occupied by other matters. He barely glances at it.","רודי נראה טרוד בעניינים אחרים. הוא בקושי מגניב מבט חטוף.",""
"259","26","Clarence sullenly looks your way. It doesn't appear that he wants anything to do with you!","קלארנס מביט בך בזעף. נראה שהוא לא מעוניין בשום קשר איתך!",""
"259","27","""Get out of here, young lady! NOW!!""","""צאי מכאן, גברת צעירה! עכשיו!!""",""
"259","28","""You're not a part of this discussion!""","""את לא חלק מהשיחה!""",""
"259","29","""Bug off!!""","""הסתלקי מכאן!!""",""
"259","30","Clarence is not at all interested in it at the moment.","קלארנס לא מגלה בזה עניין כלל ועיקר.",""
"259","31","You think it's bourbon.","את חושבת שזה בורבון.",""
"259","32","He wouldn't like that!","הוא לא יאהב את זה!",""
"259","33","He wouldn't give it to you!","הוא לא יתן לך את זה!",""
"259","34","Clarence's cigar sits in the ashtray.","הסיגר של קלארנס מעוך במאפרה.",""
"259","35","You don't like liquor...remember?","את לא אוהבת משקאות חריפים...זוכרת?",""
"260","0","Clarence seems to be resting in his bed.","נראה שקלארנס נח במיטתו.",""
"260","1","Clarence must be tired. Perhaps you ought to tiptoe out and leave him alone.","קלארנס כנראה עייף מאוד. כדאי שתצאי החוצה על קצות האצבעות ולא תפריעי למנוחתו.",""
"261","0","""Stop!! Stop eet! Leave me alone!!""","""די! מספיק עם זה! עזוב אותי בשקט!!""",""
"261","1","""Get out of my room NOW!!""","""צא מהחדר שלי ברגע זה!!""",""
"261","2","""You'll regret that, you little vixen!""","""את תתחרטי על זה, שועלה קטנה!""",""
"261","3","Fifi is the Colonel's pretty French maid. You surmise that she is probably very apt in her duties...whatever THEY may be! Fifi is young, blonde, and sexy. Although she seems to have a vivacious personality, you can sense a certain cunning underneath it all.","פיפי היא המשרתת הצרפתייה של הקולונל. את משערת שהיא ודאי מוכשרת מאוד במשימותיה... מה שהן לא יהיו! פיפי היא צעירה, בלונדינית וסקסית. למרות שנראה שיש לה אישיות מלאת חיים, את חשה ערמומיות תחת כל זה.",""
"261","4","Fifi looks tired. She's resting in her bed.","פיפי נראית עייפה. היא שוכבת במיטתה.",""
"261","5","Fifi is quietly sitting on her couch reading a book.","פיפי יושבת בדממה על גבי הכורסה וקוראת בספר.",""
"261","6","""Zzzzzzzzzzz.""","""זזזזזזזזזזזזזזזז.""",""
"261","7","""Please, Mademoiselle. Let me restzzzzzz.""","""בבקשה ממך, מדמואזל. תני לי לשים את הראשזזזזזזזזז.""",""
"261","8","""Mademoiselle, S'il vous plait...please! I want to read my book!""","""מדמואזל, סיל וו פלה...בבקשה! אני רוצה לקרוא את הספר שלי!""",""
"261","9","""Excusez-moi for saying, Mademoiselle, but why do you come een here?""","""סלחי-לי שאני שואלת, מדמואזל, אבל למה את נכנסת לכאן?""",""
"261","10","""Zis eez my break, Mademoiselle! Let me rest!""","""זאת ההפסקה שלי, מדמואזל! תני לי לנוח!""",""
"261","11","Obviously uncomfortable, Fifi tries to ignore you and read her book.","באי נוחות מובהק, פיפי מנסה להתעלם ממך ולקרוא את הספר שלה.",""
"261","12","You can't get her!","את לא יכולה לקחת אותה!",""
"261","13","There's no need for THAT sort of thing!","אין צורך בדברים מהסוג הזה!",""
"261","14","You don't feel like kissing her.","לא מתחשק לך לנשק אותה.",""
"261","15","You don't feel like hugging her.","לא מתחשק לך לחבק אותה.",""
"262","0","A wonderful-smelling gumbo bubbles on the woodstove while Celie stirs it.","ריח נהדר נודף מהגמבו המבעבע מעל התנור, בעוד סילי בוחשת בו במרץ.",""
"262","1","Celie has changed her hostile attitude. She actually appears very friendly and nice!","סילי שינתה את הגישה העוינת שלי. היא נראית ידידותית ונחמדה באמת!",""
"262","2","Celie is the Colonel's cook. She is an overweight black lady who, on the surface, seems to be distant and unfriendly. However, you sense that she is probably a very nice person just ""mindin' her own bizness."" You have heard that Celie practices voodoo and you wonder about this.","סילי היא טבחית הקולונל. היא אישה שחורה כבדת משקל אשר, על פניו, נראית מרוחקת ולא חברותית. עם זאת, את חשה כי למעשה רוחשת בה אישיות חיובית שבסך הכל ""עוסקת בענייניה הפרטיים."" שמועה חלפה באוזנך כי סילי מתמחה בוודו ואת תוהה לגבי זה.",""
"262","3","""I don't know why, but I'm havin' a real bad feelin' in mah bones. I think there's a bad moon a'risin'.""","""אני לא יודעת למה, אבל יש לי תחושה רעה מאוד עמוק בעצמות. אני מרגישה שלילה אפל מתקרב.""",""
"262","4","""I think I'll jus' stay in mah cabin tonight. Mebbe I'll whip up a gris-gris to scare off the evil spirits.""","""נדמה לי שאשאר הלילה בצריפי. אולי ארקח איזה גרי-גרי להברחת הרוחות הרעות.""",""
"262","5","""If'n I wuz you, Missy, I'd jus' go to mah room and stay there tonight!""","""אם הייתי במקומך, גברתי, הייתי מסתגרת בחדרי ולא יוצאת משם כל הלילה!""",""
"262","6","""Why don't you go on back to the big house, chile? There's some things I gotta 'ttend to.""","""למה שלא תחזרי לבית הגדול, ילדתי? יש שם כמה דברים שצריכים טיפול.""",""
"262","7","""Are you a'hearin' me, Missy Laura? I said I think you oughtta go back to the big house and stay put. This ain't no night for you to be a'wanderin' 'round.""","""את שומעת אותי, גברת ליאורה? אמרתי לך לחזור הביתה ולהישאר שם. זה לא לילה לשיטוטים בחוץ.""",""
"262","8","""Skedaddle, chile!""","""תברחי מפה, ילדתי!""",""
"262","9","""I wanna thank you for bringin' back my healin' necklace. I've been feelin' kinda poorly lately.""","""ברצוני להודות לך על שהשבת לי את מחרוזת הריפוי שלי. הרגשתי מאוד לא טוב לאחרונה.""",""
"262","10","""I knows you never been here befo', but...you like a good story? Let me tell you an ol' tale 'round these parts.""","""אני יודעת שאף פעם לא ביקרת פה בעבר, אבל...רוצה סיפור טוב? תני לי לספר לך אגדה עתיקת יומין שנפוצה באזורים אלה.""",""
"262","11","""A looong time ago, right befo' the Civil War, this place wuz a bustlin' sugar cane plantation. But, durin' the war, this place wuz ruined and the owners killed.""","""לפני שנים רבות, ממש לפני מלחמת האזרחים, המקום הזה היה מטע קני סוכר הומה. אולם, במהלך מלחמת האזרחים, המקום נחרב ובעליו נהרגו.""",""
"262","12","""They had a daughter, Sarah, who wuz away at school durin' all the trouble, and folks 'round here say that they hid the family jewels somewheres on this here prop'ty for her to someday find. She never did, though. Not long afterward, the poor girl died of a turrible fever.""","""היתה להם בת, שרה, שבמהלך הפרעות שהתה הרחק בבית הספר, ובין תושבי המקום הסתובבה שמועה על כך שתכשיטי המשפחה הוטמנו אי שם ברחבי האחוזה על מנת שהיא תמצא אותם ביום מן הימים. זה לא קרה בסופו של דבר. זמן לא רב לאחר מכן, הילדה האומללה מתה ממחלה איומה.""",""
"262","13","""They say Sarah haunts the ol' graveyard like she's still a'lookin' for the missin' treasure.""","""אומרים שרוחה של שרה רודפת את בית העלמין העתיק כאילו שהיא עדיין מחפשת את האוצר האבוד.""",""
"262","14","""'Course, it's just a story. Folks 'round here like to believe it, but I ain't never seen nothin'... 'cept...""","""כמובן, זהו סתם סיפור. תושבי המקום אמנם מאמינים בזה, אבל אני אף פעם לא ראיתי שום דבר... חוץ מ...""",""
"262","15","""Nah, it wuzn't anythin'.""","""לאא, זה לא היה כלום.""",""
"262","16","""I'd be mighty careful walkin' 'round out here if I wuz you, Missy Laura.""","""אני הייתי מאוד נזהרת כאן בסביבה אם הייתי במקומך, גיברת ליאורה.""",""
"262","17","""You seem a nice, quiet girl...not at all like Missy Lillian.""","""את נראית בחורה נחמדה ושקטה...שונה לגמרי מגיברת ליליאן.""",""
"262","18","""I'm kinda confused why you came all the way out here for Missy Lillian's family gatherin'? S'far as I know, you just a stranger here.""","""אני קצת מבולבלת למה באת עד לכאן בשביל המפגש המשפחתי של גיברת ליליאן? כמה שאני יודעת, את פשוט זרה כאן.""",""
"262","19","""I have a bad feelin' tonight. You'd best watch out for yourse'f.""","""יש לי תחושה רעה הערב. כדאי שתישמרי על עצמך.""",""
"262","20","""It's been nice chattin', but I'm a'gettin' kinda tired. Why don't you go on back to the big house?""","""היה נחמד לפטפט איתך, אבל אני קצת מתעייפת. למה שלא תלכי לך חזרה לבית הגדול?""",""
"262","21","Celie would like to rest now. It would be best to leave her alone.","סילי רוצה לנוח עכשיו. כדאי לעזוב אותה לנפשה.",""
"262","22","She's waiting for you to say something.","היא מחכה שאת תאמרי משהו.",""
"262","23","""If'n you want, you can sit a spell and we'll visit.""","""אם 'ת רוצה, את יכולה לשבת קצת ונדבר.""",""
"263","0","The boa is tightly knotted around Gloria's neck!","צעיף הנוצות קשור בחוזקה סביב הצוואר של גלוריה!",""
"263","1","The boa is too tightly knotted around Gloria's neck!","צעיף הנוצות קשור חזק מדי סביב הצוואר של גלוריה!",""
"263","2","She's already dead!","היא כבר מתה!",""
"263","3","Yuck!!","יאק!!",""
"263","4","Ugh!!","איכס!!",""
"263","5","Gloria's rather heavy for you. Why don't you find some help?","גלוריה די כבדה עבורך. אולי תלכי לחפש עזרה?",""
"263","6","It appears that Gloria was strangled with her own feather boa!","נראה כי גלוריה נחנקה באמצעות צעיף הנוצות שלה היא!",""
"263","7","Nervously, you examine Gloria's body and confirm that she was indeed viciously strangled with her feather boa.","בחשש, את בוחנת את גופתה של גלוריה ומאשרת שהיא אכן נחנקה באכזריות באמצעות צעיף הנוצות שלה.",""
"263","8","You can do nothing for her now.","את לא יכולה לעשות כלום למענה עכשיו.",""
"263","9","Gloria is dead.","גלוריה מתה.",""
"263","10","What's this?! Gloria is lying very still upon the gazebo floor. On closer inspection, it's clear that someone has strangled Gloria with her own feather boa!","מה זה?! גלוריה שוכבת ללא תנועה על רצפת הגזיבו. במבט קרוב יותר, נראה ברור שמישהו חנק את גלוריה עם צעיף הנוצות שלה עצמה!",""
"264","0","""You surprised me, Laura.""","""הפתעת אותי, ליאורה.""",""
"264","1","""Have you been keeping yourself busy?""","""מצאת במה להעסיק את עצמך?""",""
"264","2","""I hope you've been getting along with the family. They're quite interesting, aren't they?""","""אני מקווה שאת מסתדרת עם המשפחה. הם מעניינים למדי, את לא חושבת?""",""
"264","3","""I've noticed you exploring the estate.""","""ראיתי שאת חוקרת את האחוזה.""",""
"264","4","""I must warn you, though. This can be a dangerous place, especially at night. There are areas you really shouldn't go.""","""אבל אני חייבת להזהיר אותך. זה עשוי להיות מקום מסוכן, במיוחד בלילה. יש אזורים שכדאי לך מאוד להישמר מהם.""",""
"264","5","""I'd hate to see you get hurt, Laura.""","""לא הייתי רוצה לראות אותך נפגעת, ליאורה.""",""
"264","6","""It's starting to get a little late, isn't it? I may go up to our room in a little bit and relax for the night.""","""מתחיל להיעשות קצת מאוחר, לא? אולי אעלה לחדר לשלנו עוד מעט ואפרוש ללילה.""",""
"264","7","""Yawn! Oh, my goodness. I can hardly keep my eyes open.""","""פיהוק! אוי, שיהיה לי טוב. אני בקושי מצליחה להשאיר את העיניים פקוחות.""",""
