file-noun-verb-condition-sequence-,file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
202.msg-15-0-0-2-,202.msg,15,0,0,2,47,00000001,"...Maggot to Dung Heep, come in Dung Heep.","...תולעת לערימת גללים, עבור ערימת גללים.",,
202.msg-15-0-0-3-,202.msg,15,0,0,3,22,00000001,"I'm sorry Captain, but I wasn't able to pin down the source of the transmission.","אני מצטערת קפטן, אולם לא הצלחתי לאתר את מקור השידור.",,
202.msg-25-0-26-1-,202.msg,25,0,26,1,22,00000001,"Starcon has ordered us to proceed to Klorox II for an auxiliary garbage pickup, Captain.","צבר-כוכבא הורו לנו להמשיך אל קלורוקס 2 לצורכי איסוף אשפה משנית, קפטן.",,
202.msg-25-0-25-1-,202.msg,25,0,25,1,22,00000001,"We don't have any orders to cover this situation, Captain. I think we're on our own.","אין לנו פקודות שמכסות את המצב הזה, קפטן. אני חושבת שנצטרך להתמודד בכוחות עצמנו.",,
202.msg-25-0-22-1-,202.msg,25,0,22,1,22,00000001,"We've finished our mission, Captain. Let's take some R and R at the Space Bar.","סיימנו את משימתנו, קפטן. בוא נפרוש למנוחה והתאוששות בבר-כוכבא.",,
202.msg-25-0-24-1-,202.msg,25,0,24,1,22,00000001,"Since we don't have any orders, I think we should try to check out the source of the Goliath's last transmission.","מאחר ואין לנו שום פקודות, אני חושב שכדאי לנסות לאתר את מקור השידור האחרון של הגוליית.",,
202.msg-25-0-24-2-,202.msg,25,0,24,2,22,00000001,"It came from the region of Thrakus, sir.","זה הגיע מאזור ת'רקוס, המפקד.",,
202.msg-25-0-21-1-,202.msg,25,0,21,1,22,00000001,"Our last orders were to proceed to garbage pickups at Gangularis, Peeyu, and Kiz Urazgubi.","הפקודות האחרונות היו להמשיך אל נקודות איסוף הזבל בגנגולריס, פיו, ותגיצ'ה לומיפה.",,
202.msg-16-0-0-1-,202.msg,16,0,0,1,99,00000001,Meanwhile--On the SCS Goliath...,"בינתיים--על החצ""כ גוליית...",,
202.msg-17-0-0-1-,202.msg,17,0,0,1,25,00000001,"Hello again Wilco, you insignificant little pimple on the behind of humanity.","שוב שלום לך ווילקו, חתיכת חצ'קון חסר חשיבות בישבן האנושות.",,
202.msg-17-0-0-2-,202.msg,17,0,0,2,19,00000001,"Speaking of pustules Quirk, you've never looked better.","אם כבר מדברים על שלפוחיות, מעולם לא נראית טוב יותר.",,
202.msg-17-0-0-3-,202.msg,17,0,0,3,25,00000001,Ha! You pathetic fool! You've no idea what you're up against!,חה! טיפש עלוב! אין לך מושג מול מי אתה מתמודד!,,
202.msg-17-0-0-4-,202.msg,17,0,0,4,25,00000001,I'm going to puke out the entire Galaxy--starting with StarCon!,אני הולך להקיא על הגלקסיה כולה -- כשצבר-כוכבא תחילה!,,
202.msg-17-0-0-5-,202.msg,17,0,0,5,19,00000001,Not if I have anything to say about it!,לא אם יש לי מה להעיר בנידון!,,
202.msg-17-0-0-6-,202.msg,17,0,0,6,25,00000001,Ha! Your puny ship is no match for the Goliath.,חה! הספינה העלובה שלך אינה משתווה לגוליית.,,
202.msg-17-0-0-7-,202.msg,17,0,0,7,25,00000001,"Au revoir, broom jockey. The next time we meet you won't be so lucky!","אה רוואר, רוכב מטאטאים. בפעם הבאה שניפגש מזלך לא יאיר לך פנים!",,
202.msg-17-0-16-1-,202.msg,17,0,16,1,22,00000001,"We're being hailed by the Goliath, Captain. Putting it on screen.",יוצרים איתנו קשר מהגוליית. מעלה אותם על המסך.,,
202.msg-18-0-0-1-,202.msg,18,0,0,1,23,00000001,"Captain, I'm going to have to make an EVA to repair the damage from the Goliath's attack.","קפטן, אצטרך לצאת עם רכב החלל על מנת לתקן את הנזקים שנוצרו ממתקפת הגוליית.",,
202.msg-18-0-0-2-,202.msg,18,0,0,2,23,00000001,You can monitor me on audio over the com circuit in my pressure suit.,אתה יכול לפקח עלי בשליטה קולית באמצעות מעגלי הקשר בחליפת הלחץ שלי.,,
202.msg-18-0-0-3-,202.msg,18,0,0,3,19,00000001,"Be careful, Cliffy.","תיזהר, צוקי.",,
202.msg-18-0-0-4-,202.msg,18,0,0,4,23,00000001,"Yes, sir. Preparing to exit pod bay airlock.","כן, המפקד. מתכונן ליציאה ממנעל מפרץ רכבי החלל.",,
202.msg-18-0-17-1-,202.msg,18,0,17,1,99,00000001,I'm heading towards the port stabilizer.,אני מתקדם לכיוון מייצב הנמל.,,
202.msg-18-0-17-2-,202.msg,18,0,17,2,99,00000001,Made it.,עשיתי את זה.,,
202.msg-18-0-17-3-,202.msg,18,0,17,3,99,00000001,This will only take a minute. I just need to make a few minor adjustments...,זה יקח כמה דקות. אני רק צריך לערוך כמה התאמות קלות...,,
202.msg-18-0-17-4-,202.msg,18,0,17,4,99,00000001,Oops.,אופס.,,
202.msg-18-0-17-5-,202.msg,18,0,17,5,99,00000001,O.K. Cap'n that's got her.,בסדר. קפטן טיפלנו בה.,,
202.msg-18-0-17-6-,202.msg,18,0,17,6,99,00000001,I'm coming ba...,אני חוז...,,
202.msg-18-0-59-1-,202.msg,18,0,59,1,21,00000001,"Say Captain, am I just seeing things, or is that gentleman floating out there in space with the surprised expression on his face our chief engineer?","תגיד קפטן, אני סתם מדמיין דברים, או שהאדון שמרחף שם בחוץ עם הבעה מופתעת על פניו הוא המהנדס הראשי שלנו?",,
202.msg-19-0-0-1-,202.msg,19,0,0,1,21,00000001,Ya know cap'n. I could really use a break. How about headin' to the Spacebar for a quick drink?,אתה יודע קפטן. בהחלט שלא תזיק לי הפסקה. מה דעתך שנקפוץ לבר-כוכבא לאיזה משקה זריז?,,
202.msg-19-0-0-2-,202.msg,19,0,0,2,21,00000001,"Captain, we've been on duty for quite awhile now sir, and I think we could all stand some R and R.","קפטן, אנו מבצעים את חובותינו במשך זמן לא מבוטל המפקד, ואני חושב שלכולנו לא תזיק מנוחה קלה.",,
202.msg-19-0-0-3-,202.msg,19,0,0,3,21,00000001,"Cap'n. I've about had all I can stand! If we don't take a break soon, there's no telling what I might do.","קפטן. אני לא עומד בזה יותר! אם לא נצא להפסקה בקרוב, אין לדעת מה יהיו ההשלכות.",,
202.msg-19-0-1-1-,202.msg,19,0,1,1,22,00000001,"I'm picking up a message from StarCon, sir.","אני קולט מסר מצבר-כוכבא, המפקד.",,
202.msg-19-0-18-1-,202.msg,19,0,18,1,25,00000001,Wilco! You malingering moron! Get back to work!,ווילקו! חתיכת בטלן עלוב! תחזור לעבודה!,,
202.msg-19-0-18-2-,202.msg,19,0,18,2,25,00000001,No shore leave until you finish |f8|all|f| your garbage pickups! Now hop to it! Quirk out!,אף אחד לא יוצא לאפטר לפני שהוא מסיים עם כל איסוף הזבל! קדימה לעבודה! קווירק סוף!,,
202.msg-20-0-0-1-,202.msg,20,0,0,1,22,00000001,"I'm receiving a coded transmission from StarCon, sir.","קיבלתי שידור מוצפן מצבר-כוכבא, המפקד.",,
202.msg-20-0-0-2-,202.msg,20,0,0,2,22,00000001,"We are ordered to proceed to Klorox II for an auxiliary garbage retrieval mission, Sir.","קיבלנו פקודה להתקדם לקלורוקס 2 למשימת אחזור אשפה משנית, המפקד.",,
202.msg-21-0-0-1-,202.msg,21,0,0,1,22,00000001,There's no sign of the Goliath sir. But I'm picking up a Escape pod distress beacon from the planet's surface.,אין שום סימן לגוליית המפקד. אבל אני קולט קריאת מצוקה של תרמיל מילוט מפני הכוכב.,,
202.msg-22-0-8-1-,202.msg,22,0,8,1,21,00000001,"What should we do, Captain?","מה עלינו לעשות, קפטן?",,
202.msg-22-0-8-2-,202.msg,22,0,8,2,99,00000001,Ok! Let's risk almost certain death in the asteroid field!,בסדר! בוא נסתכן במוות כמעט ודאי בשדה האסטרואידים!,,
202.msg-22-0-8-3-,202.msg,22,0,8,3,99,00000001,"I'm feelin' lucky today boys, I think we can take the Goliath!","אני מרגיש בר מזל היום חבר'ה, אני מאמין שנצליח לגבור על הגוליית!",,
202.msg-22-0-8-4-,202.msg,22,0,8,4,99,00000001,Let's just sit here. Maybe they won't notice us.,בואו פשוט נשב כאן. אולי הם לא יבחינו בנו.,,
202.msg-28-0-0-1-,202.msg,28,0,0,1,23,00000001,Hey! Thanks for leaving this mess back here for me to clean up. Real Captain-like of you!,הי! תודה שהשארת לנקות אחריך את כל הבלגן. קפטן אמיתי שכמותך!,,
202.msg-23-1-0-1-,202.msg,23,1,0,1,99,00000001,The planet Gangularis is currently visible in the viewport.,כוכב גנגולריס נשקף כעת מהאשנב.,,
202.msg-23-1-0-2-,202.msg,23,1,0,2,99,00000001,The planet Peeyu is currently visible in the viewport.,כוכב פיו נצפה כעת מהאשנב.,,
202.msg-23-1-0-3-,202.msg,23,1,0,3,99,00000001,The planet Kiz Urazgubi is visible through the viewport.,הכוכב תגיצ'ה לומיפה מתגלה מול האשנב במלוא הדרו.,,
202.msg-23-1-0-4-,202.msg,23,1,0,4,99,00000001,Molly's chug and glug is the center of recreational activities available here at the Space Station.,מולי שתי וערב הוא מרכז לפעילוית פנאי המסונף לתחנת החלל.,,
202.msg-23-1-0-5-,202.msg,23,1,0,5,99,00000001,The colonial planet Klorox II fills the viewscreen.,הכוכב הקולוניאלי קלורוקס 2 ממלא את המרקע.,,
202.msg-23-1-0-6-,202.msg,23,1,0,6,99,00000001,The strange new world of Thrakus is visible in the viewscreen.,העולם החדש והמוזר של ת'רקוס מרצד על גבי המסך.,,
202.msg-23-1-0-7-,202.msg,23,1,0,7,99,00000001,A mysterious starpost fills the viewscreen.,מוצב כוכבי מסתורי נמתח על הצג.,,
202.msg-23-1-0-8-,202.msg,23,1,0,8,99,00000001,All that remains of the Genetix Research Station is a single envirodome.,כיפת הסביבה היחידה הזו היא כל מה שנותר מתחנת המחקר ג'נטיקס.,,
202.msg-23-1-0-9-,202.msg,23,1,0,9,99,00000001,The planet Lukaszuk II fills your viewscreen.,הכוכב לוקאשוק 2 ממלא את המרקע.,,
202.msg-23-1-0-10-,202.msg,23,1,0,10,99,00000001,The diminutive world of Commodore XLIV is visible through the Eureka's viewing apparatus.,עולמו הזעיר של קומודור 44 מוצג על גבי מערכת התצוגה החדשנית של היוריקה.,,
202.msg-23-1-0-11-,202.msg,23,1,0,11,99,00000001,Spitoonie. An inhospitble backwater of a planet with few natural resources.,מרקקוני. כוכב נידח ועוין עם מעט אוצרות טבע.,,
202.msg-23-1-0-12-,202.msg,23,1,0,12,99,00000001,"Gingivitis, sole planet of the Halitosis system, is visible through the viewscreen.","ג'ינגיויטיס, כוכב יחידני במערכת הבאשת, מרצד על צג המחשב.",,
202.msg-23-1-0-13-,202.msg,23,1,0,13,99,00000001,The inhospitable and forbidding planet Monostadt 7 is visible in the viewscreen.,הכוכב העוין והאסור מונוסטדט מוצג על המסך.,,
202.msg-23-1-0-14-,202.msg,23,1,0,14,99,00000001,The SCS Goliath looms large in your viewscreen.,"החצ""כ גוליית מתנשאת בגאון מול מסך התצוגה שלך.",,
202.msg-23-1-0-15-,202.msg,23,1,0,15,99,00000001,A field of asteroids is visible on the viewscreen.,שדה אסרטואידים מוצג על מסך המחשב.,,
202.msg-23-1-0-16-,202.msg,23,1,0,16,99,00000001,Stars crawl by the viewscreen so slowly as to appear almost stationary while you're at regular speed.,כוכבים זוחלים באיטיות על פני המסך עד שהם נראים כאילו נעצו אותם במקומם בעוד אתה נוסע במהירות רגילה.,,
202.msg-23-1-0-17-,202.msg,23,1,0,17,99,00000001,Stars streak by the viewscreen at lite speed.,כוכבים מפציעים על המסך במהירות האור.,,
202.msg-23-1-17-1-,202.msg,23,1,17,1,99,00000001,"An asteroid belt, perhaps the remnants of a former moon, orbits the emerald-hued planet.","חגורת אסטרואידים, אולי שרידים מירח קדום, מקיפה את הכוכב בגוני הברקת.",,
202.msg-23-1-88-1-,202.msg,23,1,88,1,99,00000001,The stars beckon through the station's open space doors.,הכוכבים משגרים אלומות אור מבעד לדלתות תחנת החלל הפתוחות.,,
202.msg-23-1-92-1-,202.msg,23,1,92,1,99,00000001,The huge Quirk/Pukoid blob creature has grabbed onto the Goliath.,יצור הגוש הקווירקי/פיוקואידי נאחז בגוליית.,,
202.msg-23-1-14-1-,202.msg,23,1,14,1,99,00000001,"Ahead of your cloaked vessel, the battle cruiser Goliath travels toward a fateful rendezvous with StarCon Command.","בהקדימה את חלליתך המוסווית, ספינת הקרב גוליית נעה לעבר מפגש גורלי עם מפקדת צבר-כוכבא.",,
202.msg-23-1-14-2-,202.msg,23,1,14,2,19,00000001,We've got to stop that ship before it reaches Starcon and restore its crew back to normal. |f8|but how?,אנו חייבים לעצור את הספינה בטרם תגיע לצבר-כוכבא ולהחזיר את צוותה לקדמותו. אבל איך?,,
202.msg-23-1-20-1-,202.msg,23,1,20,1,99,00000001,The massive doors of the station's vehicle bay are visible on the viewscreen.,דלתות הענק של מסוף התחבורה מרצדות על המסך.,,
202.msg-29-1-0-1-,202.msg,29,1,0,1,99,00000001,A sinister looking battle cruiser looms ominously in your viewscreen.,ספינת קרב מרושעת למראה מתנשאת בשתיקה רועמת על מסך התצוגה.,,
202.msg-24-0-0-1-,202.msg,24,0,0,1,21,00000001,"She's spotted us, sir. Her weapons are locked and preparing to fire. Been nice knowin' ya.",היא זיהתה אותנו. נשקיה נעולים ומוכנים לירי. היה נחמד להכיר אותך.,,
205.msg-1-0-0-1-,205.msg,1,0,0,1,99,00000001,Lay in a course,קבע מסלול,,
205.msg-1-0-0-2-,205.msg,1,0,0,2,99,00000001,Activate RRS,"הפעל ממ""פ",,
205.msg-1-0-0-3-,205.msg,1,0,0,3,99,00000001,Fire,אש,,
205.msg-1-0-0-4-,205.msg,1,0,0,4,99,00000001,Regular Speed,מהירות רגילה,,
205.msg-1-0-0-5-,205.msg,1,0,0,5,99,00000001,Lite Speed,מהירות האור,,
205.msg-1-0-0-6-,205.msg,1,0,0,6,99,00000001,Standard Orbit,מסלול הקפה תקני,,
205.msg-1-0-0-7-,205.msg,1,0,0,7,99,00000001,Status Report,דוח מצב,,
205.msg-1-0-0-8-,205.msg,1,0,0,8,99,00000001,Evasive Action,פעולת התחמקות,,
205.msg-1-0-0-9-,205.msg,1,0,0,9,99,00000001,Raise Shields,הרם מגנים,,
205.msg-1-0-0-10-,205.msg,1,0,0,10,99,00000001,Lower Shields,הנמך מגנים,,
205.msg-1-0-0-11-,205.msg,1,0,0,11,99,00000001,Never Mind,לא משנה,,
205.msg-1-0-0-12-,205.msg,1,0,0,12,99,00000001,Hail Ship ,קראי לספינה,,
205.msg-1-0-0-13-,205.msg,1,0,0,13,99,00000001,Hail Starcon,קראי לצבר-כוכבא,,
205.msg-1-0-0-14-,205.msg,1,0,0,14,99,00000001,Hail Planet,קראי לכוכב,,
205.msg-1-0-0-15-,205.msg,1,0,0,15,99,00000001,Status Report,דוח מצב,,
205.msg-1-0-0-16-,205.msg,1,0,0,16,99,00000001,Act Busy,עשי את עצמך עסוקה,,
205.msg-1-0-0-17-,205.msg,1,0,0,17,99,00000001,Abandon Ship,נטשי ספינה,,
205.msg-1-0-0-18-,205.msg,1,0,0,18,99,00000001,Cancel Order,בטל פקודה,,
205.msg-1-0-0-19-,205.msg,1,0,0,19,99,00000001,Status Report,דוח מצב,,
205.msg-1-0-0-20-,205.msg,1,0,0,20,99,00000001,Cloak Ship,הסווה ספינה,,
205.msg-1-0-0-21-,205.msg,1,0,0,21,99,00000001,De-cloak Ship,בטל הסוואת ספינה,,
205.msg-1-0-0-22-,205.msg,1,0,0,22,99,00000001,More Power,עוד כוח,,
205.msg-1-0-0-23-,205.msg,1,0,0,23,99,00000001,Forget it,שכח מזה,,
205.msg-1-0-0-24-,205.msg,1,0,0,24,99,00000001,Scan Planet,סרקי כוכב,,
205.msg-1-0-0-25-,205.msg,1,0,0,25,99,00000001,Scan for Ships,סרקי אחר ספינות,,
205.msg-1-0-0-26-,205.msg,1,0,0,26,99,00000001,Status Report,דוח מצב,,
205.msg-1-0-0-27-,205.msg,1,0,0,27,99,00000001,Recommendation,המלצה,,
205.msg-1-0-0-28-,205.msg,1,0,0,28,99,00000001,That is all,זה הכל,,
206.msg-1-0-0-1-,206.msg,1,0,0,1,47,00000001,"...Maggot to Dung Heep, come in Dung Heep.","...תולעת לערימת גללים, עבור ערימת גללים.",,
206.msg-1-0-0-2-,206.msg,1,0,0,2,25,00000001,This is Dung Heep. What in the Pleiades are you doing on this frequency?!,כאן ערימת גללים. מה לכל הפליאדות אתה עושה בתדר הזה?!,,
206.msg-1-0-0-3-,206.msg,1,0,0,3,47,00000001,We have a really hot load of goods that needs to be disposed of |f8|right away.|f|,יש לנו מטען לוהט של סחורות שעלינו להיפטר מהם בדחיפות.,,
206.msg-1-0-0-4-,206.msg,1,0,0,4,25,00000001,I thought I told you never to call me here! Meet me at the usual place and we'll discuss it. Dung Heep out.,חשבתי שאמרתי לך לא להתקשר אלי כאן! פגוש אותי במקום הקבוע ונדון בזה. ערימת גללים סוף.,,
208.msg-1-0-0-1-,208.msg,1,0,0,1,22,00000001,What was that?!,מה זה היה?!,,
208.msg-1-0-0-2-,208.msg,1,0,0,2,21,00000001,We've been hit by a proton torpedo!,חטפנו פגיעה מטורפדו פרוטונים!,,
208.msg-1-0-0-3-,208.msg,1,0,0,3,21,00000001,"A tractor beam has locked onto us, Captain! We're being pulled in.","קרן גרירה ננעלה עלינו, קפטן! אנחנו נגררים.",,
208.msg-1-0-0-4-,208.msg,1,0,0,4,19,00000001,"...But by whom?--Get us out of here, Droole!","...אבל על ידי מי? תוציא אותנו מכאן, דרול!",,
208.msg-1-0-0-5-,208.msg,1,0,0,5,21,00000001,"Helm not responding, sir. Weapons systems inoperative!","הגאים לא מגיבים, המפקד. מערכות הנשק יצאו מכלל שימוש!",,
208.msg-1-0-0-6-,208.msg,1,0,0,6,22,00000001,"We're being hailed, sir. I'm putting it on screen.","קיבלנו קריאה, המפקד. אני מעלה אותה על המסך.",,
208.msg-1-0-1-1-,208.msg,1,0,1,1,24,00000001,"Roger Wilco, under the authority of ERGS (Extensively Revised Galactic Statute) 2564.45 chapter 4123, sub paragraph 23...","רוג'ר ווילקו, בתוקף סמכותי תחת תג""מ (תקנון גלקטי מורחב) 2564.45 פרק 4123, תת פסקה 23...",,
208.msg-1-0-1-2-,208.msg,1,0,1,2,24,00000001,I hereby command you to beam down and surrender your person for arrest.,הריני פוקדת עליך בזאת להשתגר מטה ולמסור את אנשיך למעצר.,,
208.msg-1-0-1-3-,208.msg,1,0,1,3,24,00000001,Failure to comply with these instructions will result in the destruction of your ship and everyone aboard.,אי ציות להנחיות אלה יגרום להשמדת ספינתך יחד עם כל אשר עליה.,,
208.msg-1-0-1-4-,208.msg,1,0,1,4,99,00000001,(Looks like the Gippazoid Novelty Company still hasn't forgotten about that little piece of mail fraud you pulled on them back in Space Quest II!),(נראה שבחברת ההמצאות ג'יפזויד עדיין לא שכחו את תרמית הדואר הקטנה שעשית עליהם עוד במסע בחלל 2!),,
208.msg-1-0-1-5-,208.msg,1,0,1,5,19,00000001,I thought all this was over with after I had that run in with Arnoid on the planet Phleebut a few years back!,חשבתי שהמשבר מאחורינו אחרי ההיתקלות שהיתה לי עם האנדרואיד על כוכב פליבאט לפני מספר שנים!,,
208.msg-1-0-1-6-,208.msg,1,0,1,6,24,00000001,"You thought wrong, human. It just goes to show: Never send a mandroid to do a womanoid's work.","חשבת לא נכון, בן אנוש. זה רק מוכיח: לעולם אל תשלח רובוט לעבודה של רובוטית.",,
208.msg-1-0-1-7-,208.msg,1,0,1,7,19,00000001,Can't we come to some kind of arrangement?,לא נוכל להגיע להסכמה כלשהי?,,
208.msg-1-0-1-8-,208.msg,1,0,1,8,24,00000001,Beam down to the planet. Your body will be disassembled and sold to various Biotechnology firms to pay interest and collection fees. ,"השתגר מטה לכוכב. גופתך תפורק ותימכר לחברות ביוטכנולוגיה שונות בכפוף לתשלומי ריבית והצמדה, ועמלות גביה כקבוע בחוק.",,
208.msg-1-0-1-9-,208.msg,1,0,1,9,24,00000001,I'm scanning your ship. Any attempt at escape or subterfuge will result in the immediate annihilation of your ship and crew.,אני סורקת את הספינה שלך. כל ניסיון בריחה או הסחה יובילו להשמדה מיידית של ספינתך על יושביה.,,
208.msg-1-0-1-10-,208.msg,1,0,1,10,24,00000001,"You have 5 standard time units before I destroy your ship, Roger Wilco!","יש לך 5 יחידות זמן תקניות לפני שאני משמידה את הספינה, רוג'ר ווילקו!",,
208.msg-2-0-0-1-,208.msg,2,0,0,1,21,00000001,"I think she means business, Captain.","אני חושב שהיא רצינית, קפטן.",,
208.msg-2-0-0-2-,208.msg,2,0,0,2,22,00000001,"I agree... And could you hurry up and beam down, sir--before she gets impatient and blows us all up.","אני מסכימה... ואם תוכל בבקשה להזדרז ולהשתגר למטה, המפקד--לפני שהיא תאבד את הסבלנות ותפוצץ את כולנו.",,
208.msg-3-0-0-1-,208.msg,3,0,0,1,24,00000001,"Time's up, Wilco! So sorry.","זמנך תם, ווילקו! נורא מצטערת.",,
225.msg-1-0-4-1-,225.msg,1,0,4,1,99,00000001,Watch that first step... It's a doozey.,תיזהר במדרגה הראשונה... זה כואב.,,
225.msg-1-1-0-1-,225.msg,1,1,0,1,99,00000001,A gaping hole has been eaten in the deck. ,חור גדול נפער בסיפון.,,
225.msg-2-0-12-1-,225.msg,2,0,12,1,99,00000001,"Yeeuuck! The giant, pus-oozing blob has burst through the trash containment hatchway. You're up to your knees in it now--literally!",איכססס! הגוש הענקי נוטף המוגלה התפרץ דרך פתח מטמונת האשפה. אתה שקוע בזה עד צווארך--פשוטו כמשמעו!,,
225.msg-2-1-0-1-,225.msg,2,1,0,1,99,00000001,The disgusting appearance of the blob is surpassed only by the rotten stench emanating from the creature. Whew! It's a good thing we don't have a smell icon in this game!,על ההופעה הדוחה של הגוש מתעלה רק צחנת הרקבון הנודפת מהיצור. וואו! מזל שאין לנו אייקון הרחה במשחק הזה!,,
225.msg-3-1-0-1-,225.msg,3,1,0,1,99,00000001,This door leads to the Eureka's Bridge.,דלת זו מובילה אל גשר היוריקה.,,
225.msg-4-0-2-1-,225.msg,4,0,2,1,23,00000001,Captain! Do something with that critter of yours! He's piddling great holes in my deck!,קפטן! תעשה משהו עם היצור הזה שלך! הוא קודח חורים ענקיים בסיפון שלי!,,
225.msg-4-1-0-1-,225.msg,4,1,0,1,99,00000001,"It's none other than Cliffy, your chief engineer.","זה לא אחר מאשר צוקי, המהנדס הראשי שלך.",,
225.msg-4-2-0-1-,225.msg,4,2,0,1,99,00000000,Cliffy is too engrossed in what he's doing to talk to you right now.,צוקי יותר מדי שקוע במה שהוא עושה מכדי לנהל איתך שיחת רעים.,,
225.msg-4-2-10-1-,225.msg,4,2,10,1,23,00000001,"Shouldn't you be going, sir? There's no sense in making the rest us suffer for your mistakes.","אתה לא אמור ללכת, המפקד? אין סיבה שכולנו נסבול מהטעויות שלך.",,
225.msg-4-2-6-1-,225.msg,4,2,6,1,23,00000001,"Captain, I think they want you for something up in the cockpit.","קפטן, אני חושב שהם רוצים אותך בשביל משהו למעלה בתא הטייס.",,
225.msg-4-2-6-2-,225.msg,4,2,6,2,19,00000001,What's that?,מה זה?,,
225.msg-4-2-6-3-,225.msg,4,2,6,3,23,00000001,"It's the little room at the front of the ship, but that's not important right now.","זה חדר קטן בקדמת החללית, אבל זה לא חשוב כרגע.",,
225.msg-4-2-8-1-,225.msg,4,2,8,1,23,00000001,"I think I saw that critter of yours loose in the lab a minute ago, Captain.","אני חושב שראיתי את היצור שלך מסתובב חופשי במעבדה לפני דקה, קפטן.",,
225.msg-4-2-7-1-,225.msg,4,2,7,1,23,00000001,"Captain, ya |f8|gotta|f| do something with that weak-bladdered beastie of yours!","קפטן, אתה חייב לעשות משהו עם המפלץ חלש-השלפוחית שלך!",,
225.msg-4-2-7-2-,225.msg,4,2,7,2,23,00000001,"He keeps leavin' puddles of concentrated acid everywhere, and I'm getting run ragged fixing the holes he's making in the deck!","הוא ממשיך להשאיר שלוליות של חומצה בכל מקום, ואני מותש נפשית מלרוץ אחריו ולתקן את החורים שהוא מייצר לי בסיפון!",,
225.msg-4-2-9-1-,225.msg,4,2,9,1,23,00000001,"Cap'n, that torpedo knocked out our warp drive. We're a sitting duck for whoever that is out there. By the way, why did they shoot at us?","קפטן, הטורפדו הזה דפק את הנעת העל-חלל שלנו. אנחנו מטרה נייחת לכל מי שנמצא שם בחוץ. דרך אגב, למה הם ירו עלינו?",,
225.msg-4-2-9-2-,225.msg,4,2,9,2,19,00000001,"An annihilator android is after me for something I did a long, long time ago, Cliffy. She's threatening to blow the ship up if I don't beam down to the surface.","אנדרואידית משמידה רודפת אחרי בגלל משהו שעשיתי לפני המון המון זמן, צוקי. היא מאיימת לפוצץ את הספינה אם לא אשתגר מטה אל פני השטח.",,
225.msg-4-2-9-3-,225.msg,4,2,9,3,23,00000001,"What'd you do sir, inhale?","מה עשית המפקד, נשמת?",,
225.msg-4-2-9-4-,225.msg,4,2,9,4,19,00000001,"No, nothing like that. I ordered something through the mail and I forgot to pay for it.","לא, לא משהו כזה. הזמנתי משהו בדואר ושכחתי לשלם עליו.",,
225.msg-4-2-9-5-,225.msg,4,2,9,5,23,00000001,"Mail fraud is a very serious crime, Captain. I wish you luck.","הונאת דואר זה פשע חמור ביותר, קפטן. אני מאחל לך המון בהצלחה.",,
225.msg-19-1-0-1-,225.msg,19,1,0,1,99,00000001,This button activates the lift to the Eureka's pod bay.,כפתור זה מפעיל את המעלית אל מפרץ הרכבים.,,
225.msg-5-1-0-1-,225.msg,5,1,0,1,99,00000001,This lift goes to the Eureka's pod bay.,מעלית זו עולה אל מפרץ הרכבים.,,
225.msg-20-1-0-1-,225.msg,20,1,0,1,99,00000001,The trash compartment appears to be empty at this time. A good indication that someone isn't doing his job.,תא הזבל נראה ריק בשעה זאת. סימן טוב שמישהו לא עושה את העבודה שלו.,,
225.msg-6-4-1-1-,225.msg,6,4,1,1,99,00000001,Cliffy's considerable girth prevents you from squeezing past him into the tube.,היקפיו הנרחבים של צוקי מונעים ממך לדחוס אותו לתוך צינור.,,
225.msg-6-1-0-1-,225.msg,6,1,0,1,99,00000001,Much of the Eureka's critical machinery is inconveniently located in cramped service tunnels like this one.,מרבית מהמכשור החיוני של היוריקה ממוקם באי נוחות במנהרות שירות צפופות כמו זו.,,
225.msg-7-0-0-1-,225.msg,7,0,0,1,23,00000001,"Well, well, looky here. Our brand spankin' new, squeaky clean, neatly pressed captain has arrived.","תראו מי פה. הקפטן החדש דנדש, הצח כשלג, והמגוהץ למשעי שלנו הגיע.",,
225.msg-7-0-0-2-,225.msg,7,0,0,2,19,00000001,Pleased to meet you... um...,נעים להכיר אותך... המ...,,
225.msg-7-0-0-3-,225.msg,7,0,0,3,23,00000001,"Please, my friends call me ''Cliffy'',  but you can call me Clifford. I'm chief engineer for the Eureka.","בבקשה, חבריי קוראים לי ""צוקי"", אבל אתה יכול לקרוא לי צוקרברג. אני המהנדס הראשי של היוריקה.",,
225.msg-7-0-0-4-,225.msg,7,0,0,4,19,00000001,What the...?,מה לכל...?,,
225.msg-7-0-0-5-,225.msg,7,0,0,5,23,00000001,"Sorry about the muck, Captain. I dropped my wrench down the head.","סליחה על הלכלוך, קפטן. המפתח ברגים נפל לי בשירותים.",,
225.msg-7-0-0-6-,225.msg,7,0,0,6,23,00000001,"Now, if you'll excuse me, sir, I have some work to get back to.","כעת, אם תסלח לי, המפקד, יש לי עבודה לעשות.",,
225.msg-8-1-0-1-,225.msg,8,1,0,1,99,00000001,Pipes like this one carry heated water to tanks with cold water in them and cooled water to tanks with hot water in them.,צינורות כמו זה מזרימים מים חמים למיכלים עם מים קרים ומים קרים למיכלים עם מים חמים.,,
