res,id,msg,translation,comment
30,282,A game of whist and a glass of ginger wine is about my limit.,משחק קלפים וכוס יין ג'ינג'ר זה הגבול המקסימלי שלי.,
30,283,Do you know what this is?,אתה יודע מה זה?,
30,284,It looks like plaster.,זה נראה כמו גבס.,
30,285,How did you know that?,איך ידעת?,
30,286,I'm a plasterer.,אני טייח.,
30,287,I'm going to take your blood pressure...,אני מודד לך את לחץ הדם...,
30,288,Why?,למה?,
30,289,I'm a doctor - it's my job.,אני רופא - זו העבודה שלי.,
30,290,I thought about giving him an electric shock...,חשבתי לתת לו שוק חשמלי...,
30,292,Have you any idea what this is?,יש לך מושג מה זה?,
30,293,"No, doctor. I wouldn't even like to guess.","לא, דוקטור. אני אפילו לא רוצה לנחש.",
30,294,He didn't hear me...,הוא לא שמע אותי...,
30,295,"Rather you than me, pal!","מעדיף שאתה תעשה את זה, חבר!",
30,296,I'm Doctor Stobbart.,דוקטור סטובארט לשירותך.,
30,297,"Bonjour, docteur.","בונז'ור, דוקטר.",
30,298,Hello again.,שום שלום.,
30,299,Bonjour.,בונז'ור.,
30,300,Have you seen any suspicious characters on the ward?,ראית במקרה דמויות חשודות במחלקה?,
30,301,Yeah - I have.,כן - ראיתי.,
30,302,A gorilla and a weasel?,גורילה וסמור?,
30,303,No! This was a tatty old bear.,לא! הוא היה דוב פרווה זקן.,
30,304,How was the bear acting suspiciously?,ומה היה מחשיד בהתנהגותו של הדוב?,
30,305,Well... he was wearing a homburg...,ובכן... הוא חבש כובע המבורג...,
30,306,Is that against the law?,זה מנוגד לחוק?,
30,307,"No, but it's pretty weird for a bear.","לא, אבל זה די משונה בשביל דוב.",
30,309,Well - obviously! I'm not completely stupid!,טוב - ברור! אני לא לגמרי מטומטם!,
30,310,But who would go to the bother of disguising himself as a bear?,אבל למה שמישהו יטרח להתחפש לדוב?,
30,311,It's not as if he'd blend in with the surroundings.,זה לא שהוא ממש מתמזג עם הסביבה.,
30,312,"I checked with base, to see if any bears had been reported missing from the zoo or a travelling circus.","בדקתי עם המוקד, אם התקבלו דיווחים על דובים נעדרים מגני חיות או מקרקסים נודדים.",
30,313,They told me to sit tight until reinforcements arrive.,הם אמרו לי לחכות בסבלנות עד שהתגבורת תגיע.,
30,314,I guess they're right - I'd be stupid to tackle a bear single-handed.,אני מניח שהם צדקו - זה לא היה זה נבון להתמודד עם דוב בכוחות עצמי.,
30,315,Have you heard of a guy called Marquet?,שמעת על בחור בשם מרקה?,
30,316,"He's in quarantine, doc. Right behind this here door.","הוא בבידוד, דוקטור. ממש מאחורי הדלת הזאת.",
30,317,Marquet is just the man I wanted to see.,מרקה הוא בדיוק האיש שרציתי לראות.,
30,318,I wouldn't go in there if I was you...,לא הייתי נכנס לשם לו הייתי במקומך...,
30,319,He has anthrax.,יש לו אנתרקס.,
30,320,I have to visit my patient.,עלי לבקר את המטופל שלי.,
30,321,What for?,לשם מה?,
30,322,Routine. I have to check he's still breathing.,בדיקה שגרתית. אני צריך לבדוק אם הוא עדיין נושם.,
30,323,What if he's not?,ואם הוא לא?,
30,324,I'll sign the certificate and register his bed as vacant.,אני חותם על תעודת הפטירה ורושם את מיטתו כפנויה.,
30,325,That's a cold and distant attitude to death.,זו גישה מאוד מרוחקת וקרירה למוות.,
30,326,I've been institutionalized to the point of godlike aloofness.,התמסדתי עד כדי ריחוק אלוהי.,
30,327,The white coat suits you.,החלוק הלבן הולם אותך.,
30,328,Thanks.,תודה.,
30,329,I've got some good news for you...,יש לי חדשות טובות בשבילך...,
30,330,They've shot the bear?,הם ירו בדוב?,
30,331,You'll be pleased to know Marquet hasn't got anthrax.,אתה תשמח לדעת שמרקה לא נדבק באנתרקס.,
30,332,I knew that. It was my idea in the first place.,זה היה לי ברור. מהתחלה ככה חשבתי.,
30,333,"Catch you later, officer.","נתראה, שוטר.",
30,334,"Au revoir, doc.","אה רוואה, דוקטור.",
30,335,If you see that bear - kick him in the nuts...!,אם תראה את הדוב - תן לו בעיטה בתחת...!,
30,336,Do you recognize this red nose?,אתה מזהה את האף האדום הזה?,
30,337,Don't get cute with me.,אל תתחכם איתי.,
30,338,Do you recognize the man in this photograph?,אתה מזהה את האיש שבתמונה?,
30,339,"No, I've never seen him before.","לא, לא ראיתי אותו מעודי.",
30,340,Do you recognize this gem?,אתה מזהה את היהלום הזה?,
30,342,"Uh... yeah, I think so.","אה... כן, נראה לי.",
30,343,Thanks.,תודה.,
30,344,Are you Thomas Moerlin of Grüber Electronics?,אתה תומס מורלין מגרובר אלקטרוניקה?,
30,345,No.,לא.,
30,346,Then you won't be needing this...,אז לא תצטרך את זה...,
30,347,What do you think this tool is used for?,למה לדעתך שימש הכלי הזה?,
30,348,Branding mice without bending down.,סימון עכברים בלי להתכופף.,
30,349,Have you ever heard of the Club Alamut?,שמעת פעם על מועדון אלמוט?,
30,350,No. It sounds Middle-Eastern.,לא. זה נשמע מהמזרח התיכון.,
30,351,Can you think of any sensible use for this plaster?,יש לך רעיון לשימוש מעשי בגבס הזה?,
30,352,Sensible? No. Puerile? Yes - but you've probably thought of those yourself already.,מעשי? לא. ילדותי? כן - אבל בטח כבר חשבת על זה לפני.,
30,353,Would you like to shake hands?,תרצה ללחוץ ידיים?,
30,354,What for?,לשם מה?,
30,355,As a gesture of goodwill...,כמחווה של רצון טוב...,
30,356,"On reflection, no.","במחשבה שנייה, לא.",
30,357,What does this tissue suggest to you?,מה דעתך על ממחטה זו?,
30,358,It looks as if it has been used to wipe Satan's bottom.,נראה כאילו נגבו איתה את התחת של השטן.,
30,359,"I hate to say it, but you could be right...","לא נעים לי להגיד, אבל יתכן שאתה צודק...",
30,360,I know exactly what you mean. It's known in the medical field as `blinking'.,אני יודעת בדיוק על מה אתה מתכוון. קוראים לזה בעגה המקצועית 'מצמוץ'.,
30,362,"Okay, ma'am - I know when I'm not wanted.","בסדר, מאדאם - אני מבין כשאני לא רצוי.",
30,363,"If you wish to know more, you'll have to speak to Herr Hagenmeyer.","אם ברצונך לדעת עוד, כדאי שתדבר עם הר האגנמייר.",
30,364,It's not true. It can't be. Herr Hagenmeyer would have told me!,זה לא נכון. זה לא יכול להיות נכון. הר האגנמייר היה אומר לי!,
30,365,Do you recognize the man in this photograph?,אתה מזהה את האיש שבתמונה?,
30,366,It's not like that.,זה לא עובד ככה.,
30,367,I'll come back when you've dealt with that chip on your shoulder...,אני אחזור כשתטפל בזחיחות העודפת שלך...,
30,368,I'll come back when you've recovered your manners.,אני אחזור כשתמצא את הנימוסים שלך.,
30,369,"Uh, it's... too early to say.","אה, זה... מוקדם מדי להסיק מסקנות.",
30,370,But I just couldn't do that to a sick guy.,אבל לא יכולתי לעולל זאת לאדם חולה.,
30,371,Do you think it's possible that the bear was a man in disguise?,יכול להיות שהדוב היה בעצם איש בתחפושת?,
30,372,Do you recognize this red nose?,אתה מזהה את האף האדום הזה?,
30,373,"It isn't an emerald, is it?","זה לא ברקת, נכון?",
31,0,Marquet looked like the kind of guy who'd try to sell you a used car. I couldn't feel any sympathy for him.,מרקה נראה מסוג האנשים שהיו מנסים למכור לך מכונית משומשת. לא חשתי כלפיו שום אהדה.,
31,1,"Another graph, another life...","עוד גרף, עוד חיים...",
31,2,On the top of the chart was his name: Jacques Marquet.,בראש הגליון נכתב שמו: ז'ק מרקה.,
31,3,I didn't need to be a doctor to read the graphs: Marquet was dying.,לא הייתי צריך להיות רופא כדי לקרוא את התרשימים: מרקה היה בשלבי גסיסה מתקדמים.,
31,4,"The bottles were full of liquid, with a little trail of bubbles rising to the surface...","הבקבוקים היו מלאים בנוזל, כששובל קטן של בועות מטפס כלפי מעלה...",
31,5,"I figured Marquet's life depended on those bottles, so I decided not to disturb them.","הבנתי שחייו של מרקה תלויים בבקבוקים האלה, אז החלטתי שלא להציק להם.",
31,6,Marquet was either peacefully sleeping or placidly dead.,מרקה או ישן שנת ישרים או שקע במנוחת עולמים.,
31,7,Rousing him in the latter case would take a miracle...,כדי לעורר אותו יידרש במקרה הטוב נס גלוי...,
31,8,"Marquet's slim hold on life was being measured, monitored and maintained by the machinery on the rack.","חייו התלויים על בלימה של מרקה נמדדו, נוטרו ותוחזקו על ידי המכשור על המתלה.",
31,9,The machine was far too complex for me to understand.,המכונה היתה מדי מסובכת עבור אדם פשוט שכמוני.,
31,10,"It was a small box with a push-button switch, from which a flexible cable led to Marquet's ears.","היתה זו קופסה קטנה עם מתג הפעלה, וממנה התמשך כבל גמיש אל אוזניו של מרקה.",
31,11,Marquet?,מרקה?,
31,12,"Yes, I'm Marquet. I've been expecting you...","כן, אני מרקה. ציפיתי לך...",
31,13,You have?,באמת?,
31,14,"Well, what are you waiting for? Get it over with!","ובכן, למה אתה מחכה? בוא נסיים עם זה!",
31,15,I just want to know what I should do with the gem.,רק רציתי לדעת מה אני אמור לעשות עם היהלום.,
31,16,The Lochmarne gem...?,יהלום לושמרן...?,
31,17,Yeah. Right here in my pocket.,כן. הוא אצלי בכיס.,
31,18,I thought you were one of the Hashshashin!,חשבתי שאתה אחד מהחאשאשין!,
31,19,Not me.,לא אני.,
31,20,I never inhaled.,מעולם לא הסנפתי.,
31,21,So... you were sent in my place?,אז... נשלחת במקומי?,
31,22,Uh... yeah. You could hardly make the trip to Ireland in your condition.,אה... כן. לא יכולת לצאת למסע לאירלנד במצבך הנוכחי.,
31,23,What should I do with the gem?,מה עלי לעשות עם היהלום?,
31,24,"Deliver it to the Grand Master, quickly!","מסור אותה למפקד העליון, בדחיפות!",
31,25,"Tell him that I've found the tripod - right here, in Paris.","אמור לו שמצאתי את החצובה - ממש כאן, בפריז.",
31,26,You have it?,יש לך אותה?,
31,27,"Not yet, but it's being taken care of.","עדיין לא, אבל היא תחת השגחה מעולה.",
31,28,I've hired a couple of stooges with a flair for petty crime.,שכרתי צמד מוקיונים עם כשרון לפשיעה זעירה.,
31,29,"Would that be Flap and Guido, by any chance?",קוראים להם בטעות פלאפ וגידו?,
31,30,You know them?,אתה מכיר אותם?,
31,34,He's more likely to have followed Klausner.,סביר יותר שהוא עוקב אחרי קלאוזנר.,
31,35,He'll stop at nothing to prevent the reforging of the Sword.,דבר לא יעצור בעדו מלמנוע את חישול החרב.,
31,36,"And that's bad, is it?",וזה דבר רע?,
31,37,"As for Klausner, he's gone off to Syria on a wild-goose chase!","ובאשר לקלאוזנר, הוא יצא לסוריה למרדף אחר הרוח!",
31,38,They have geese in Syria?,יש להם רוחות בסוריה?,
31,39,He has a theory about the location of the...,יש לו תיאוריה לגבי מיקומו המשוער של...,
31,40,"That's enough excitement for one day, M'sieur Marquet...","התרגשת מספיק היום, מיסייה מרקה...",
31,41,What are you doing here?,מה אתה עושה כאן?,
31,42,"Talking to this patient, of course.","מדבר עם הפציינט, כמובן.",
31,43,M'sieur Marquet is my patient.,מיסייה מרקה הוא הפציינט שלי.,
31,44,If Herr Hagenmeyer was to hear that...,אם הר האגנמייר ישמע את זה...,
31,45,Okay! I'm going.,בסדר! אני הולך.,
31,46,I'd learned all I could from Marquet anyhow.,ממילא למדתי ממרקה כל מה שיכולתי.,
31,47,"There you are, sir! I was just coming to look for you.","הנה אתה, אדוני! בדיוק אותך אני מחפש.",
31,48,I've finished with your pressure gauge.,סיימתי עם מד הלחץ שלך.,
31,49,"Thanks, Bunny.","תודה, ארנבון.",
31,50,What's that noise? It sounds as if someone's having a cardiac arrest!,מה זה הרעש הזה? נשמע כאילו מישהו עובר התקף לב!,
31,51,It's all right - the doctor is in there with him.,הכול בסדר - הרופא נמצא איתו בפנים.,
31,52,Are you sure he was a doctor?,אתה בטוח שהוא היה רופא?,
31,53,"Oui, m'sieur! He showed me his ID. It was Docteur Braille.","ווי, מיסייה! הוא הציג בפני תעודת זהות. קראו לו דוקטר ברייל.",
31,54,There's no Docteur Braille working here.,אין אצלנו עובד בשם דוקטר ברייל.,
31,55,He's an impostor!,הוא מתחזה!,
31,56,"The door's locked! Help me, officer!","הדלת נעולה! תעזור לי, שוטר!",
31,57,"Stand back, messieurs!","לכו אחורה, מיסיו!",
31,58,We've met.,נפגשנו.,
31,59,What about the Hashshashin?,מה לגבי החאשאשין?,
32,0,There was a small crowd of five sightseers.,קהל קטן של סקרנים התאסף במקום.,
32,1,It's a weird thing but you could take the most intelligent people in the world...,זה דבר מוזר אבל אתה יכול לקחת את האנשים האינטליגנטים ביותר בעולם...,
32,2,"...put them in their vacation duds and, Hey Presto!","...להלביש אותם בבגדי החופשה שלהם, והוקוס פוקוס!",
32,3,...they look like morons. Why is that?,...הם נראים כמו מטומטמים. למה זה קורה?,
32,4,I had no desire to talk to the crowd. ,לא השתוקקתי כלל וכלל לדבר עם הקהל.,
32,5,The juggler was good. ,הלהטוטן היה טוב.,
32,6,Why he couldn't put that kind of application into getting a real job I had no idea.,"נבצר מבינתי, מדוע הוא לא ניצל את הכשרון המולד הזה להשגת עבודה אמיתית.",
32,7,Maybe he just liked dressing up like a horse's ass.,אולי הוא פשוט נהנה להתלבש כמו חמור גרם.,
32,8,I once read a list of low stress jobs...,קראתי פעם רשימה של עבודות עם הכי פחות לחץ...,
32,9,...it didn't include police work.,...היא לא כללה שוטרים.,
32,10,"Obviously, this guy hadn't read the same list.","מה שבטוח, הבחור הזה לא קרא את אותה רשימה.",
32,12,"Last time I visited one of those, it blew up.","פעם אחרונה שביקרתי באחד מהם, הוא התפוצץ.",
32,13,I decided I was happy enough right where I was.,החלטתי שטוב לי איפה שאני.,
32,14,It was the glass the gendarme had left behind.,היתה זו הכוסית שהשאיר אחריו הז'נרדם.,
32,15,There was no need to take the wineglass.,לא היה צורך לקחת את כוס היין.,
32,16,At the top of the stairs was a medieval church.,בראש המדרגות שכנה כנסייה מימי הביניים.,
32,17,Fixed to the wall was a sign in three languages.,על הקיר נקבע שלט בשלוש שפות.,
32,18,"In French, English and German it read...","וכך נכתב בו בצרפתית, אנגלית וגרמנית...",
32,19,"`In thirteen twelve, Pope Clement V dissolved the Knightly Order of the Templars...","`בשנת אלף שלוש מאות ושתים עשרה, האפיפיור קלמנס החמישי פיזר את מסדר אבירי היכל שלמה...",
32,20,`...and excommunicated its members on charges of heresy.',`...ונידה את חבריו באשמת כפירה.`,
32,21,"` In the following two years, many of the knights were hanged on this site.'","`בשנתיים הבאות, רבים מהאבירים נתלו באתר הזה.`",
32,22,"`Their Grand Master, Jacques de Molay, was burnt at the stake on an island in the Seine.'","`מפקדם העליון, ז'ק דה מולי, הועלה על המוקד באי הסיין.'",
32,23,An ornate fountain stood in one corner of the square.,מזרקה מעוטרת עמדה באחת מפינות הכיכר.,
32,24,I'd have to come by here in the summer to see it working.,הייתי צריך לבוא לכאן בעונת הקיץ כדי לחזות בה בפעולה.,
32,25,There was no water to frolic about in...,לא היו בה מים להתפלש בתוכם...,
32,26,"...and the leaf mold that was collecting there just wasn't the same, somehow.","...ואוסף העלים שהצטבר שם לא ממש עשה את העבודה, משום מה.",
32,27,An architectural echo of the gallows that used to stand here.,הדהוד אדריכלי לגרדום שעמד כאן לפני דורות רבים.,
32,28,In the middle of the square was a manhole.,במרכז הכיכר נפער פיר ביוב.,
32,29,I wondered if there might be something relevant beneath street level.,תהיתי אם יש משהו חשוב מתחת למפלס הרחוב.,
32,30,It was the manhole I'd used to get to the hidden cave.,היה זה פיר הביוב שדרכו נהגתי להיכנס למערה הסודית.,
32,31,If I never went into the Parisian sewers again it would be too soon.,עוד רחוק היום שבו לא אצטרך לטייל עוד בתעלות ביוב פריזאיות.,
32,32,I couldn't open it with my bare hands.,לא יכולתי לפתוח את זה בידי החשופות.,
32,33,Hey! You with the balls!,היי! אתה עם הכדורים!,
32,34,"Hi, again.",שוב שלום.,
32,35,Oui?,ווי?,
32,36,Oui? What is it this time?,ווי? מה אתה רוצה הפעם?,
32,37,Oh. Maybe I ought to speak up.,אה. אולי אני פשוט חייב לדבר.,
32,38,How did you learn to be a juggler?,איך למדת ללהטט?,
32,39,Juggler? What is this `juggler'?,ללהטט? מה 'ללהטט'?,
32,40,"It's you. You juggle, that makes you a juggler.","זה אתה, אתה מלהטט, מה שעושה אותך ללהטוטן.",
32,41,Non! I am a jongleur!,נו! אני ז'ונגלר!,
32,42,A jongler? What's that?,ז'ונגלר? מה זה?,
32,43,"Mon Dieu! A jongleur is an artiste, a master of the contra-gravitic, aero-balletic mysteries!","מו דיה! ז'ונגלר הוא אמן, שליט האנטי גרוויטציה, ומסתורי הבלט!",
32,44,"In centuries past, the courts of the crowned heads of Europe had their jongleurs.","לפני מאות שנים, כל חצר מלוכה אירופאית התהדרה בז'ונגלר משלה.",
32,45,"Witty, erudite men to whom the monarchs turned in their hours of need.",אנשים מלומדים ושנונים שאליהם פנו המלכים בעיתות מצוקה.,
32,47,"...`Our enemies are at the borders, plague ravages the land and the peasants are revolting...'","...'אוייבינו צרים על הגבולות, מגיפות מתפשטות על פני כל הארץ, והאיכרים מתקוממים...'",
32,48,`...Thank God we've got Chuckles the Jongler to throw his balls around'.,`...תודה לאל שיש לנו את צחקקן הז'ונגלר שיידה את כדוריו'.,
32,49,I don't think so.,לא נראה לי.,
32,51,That juggling doesn't look so difficult.,הלהטוט הזה לא נראה קשה במיוחד.,
32,52,"Oh, it does not, does it not?","קלי קלות, אה?",
32,53,"Perhaps you feel you could do better, non?","אתה בטח עושה את זה הרבה יותר טוב, נו?",
32,54,I'll give it a try.,אשמח לנסות.,
32,55,Be my guest...,בבקשה...,
32,56,I had no idea what I was doing.,לא היה לי מושג מה אני עושה.,
32,57,But this guy was obviously an idiot so how difficult could it be?,אבל הבחור היה נראה אידיוט מושלם אז כמה קשה זה כבר יכול להיות?,
32,58,"A lot more difficult than I'd thought, that's how difficult.","הרבה יותר קשה ממה שחשבתי, התברר לי עד מהרה.",
32,59,"Still, it was my big chance to be derided by complete strangers.","עדיין, היתה זו הזדמנות חיי להפוך ללעג ולשנינה מול זרים גמורים.",
32,60,"Not so easy after all, is it?","לא כל כך קל אחרי הכל, אה?",
32,61,"No, I guess not.","לא, אני משער שלא.",
32,62,"I'd like to have another try at juggling, please.","אשמח לעוד נסיון בלהטוטנות, בבקשה.",
32,63,"You have gone on a crash course, perhaps?","עברת קורס מזורז, אולי?",
32,64,"No, I just had an insight into presentation.","לא, פשוט נתנו לי להציץ במצגת.",
32,65,Huh?,אה?,
32,66,"Allow me to demonstrate. The balls, please.","תן לי להדגים. הכדורים, בבקשה.",
32,67,"If you insist on completing your humiliation, m'sieur.","אם אתה מתעקש להשלים את ההשפלה המפוארת שלך, מיסייה.",
32,68,"Okay, now for my secret weapon.","טוב, ונעבור לנשק הסודי שלי.",
32,69,The juggler was speechless with rage.,הלהטוטן נאלם דומיה כשזעם עצור על פניו.,
32,70,You could have mistaken him for a mime.,היה אפשר להתבלבל בינו לבין פנטומימאי.,
32,71,And without a word he collected his balls...,ומבלי להוציא מילה הוא אסף את כדוריו...,
32,72,...and left in a fury.,...ועזב בחמת זעם.,
32,73,Hey! You forgot one of your balls! Hey!,הי! שכחת את אחד מהכדורים! הי!,
32,74,But he didn't hear.,אבל הוא לא שמע.,
32,75,"Better still, deprived of his entertainment...","וטוב שכך, משום שבהינטל ממנו בידורו...",
32,76,...the gendarme decided maybe he ought to do some policing for a change.,החליט הז'נרדרם להתחיל לעסוק בקצת שיטור לשם שינוי.,
32,77,What do you know about the Knights Templar?,מה ידוע לך על אבירי המקדש?,
32,79,...on an island in the Seine in thirteen fourteen.,...על אי הסיין באלף שלוש מאות וארבע עשרה.,
32,80,"Hey, you're well educated for a juggler!","הי, אתה אדם מלומד ומשכיל יחסית ללהטוטן!",
32,81,"Non, monsieur. I read it on that board over there.","נו, מיסייה. קראתי את זה על הלוח שם.",
32,82,Catch you later.,נתראה בהמשך.,
32,83,"Au revoir, m'sieur.","אה רוואה, מיסייה.",
32,84,It didn't seem right to fry somebody's palm when they make their living with their hands.,לא היה נראה לי הוגן לטגן כף יד של מישהו שמתפרנס מהידיים שלו.,
32,85,This gadget is a sewer key.,הגאדג'ט הזה הוא מפתח ביוב.,
32,86,"I do not want it, thank you.","אני לא רוצה את זה, תודה.",
32,87,"I'm not selling it, I just wanted your opinion.","אני לא מוכר את זה, רק רציתי לשמוע את דעתך.",
32,88,It is hardly my area of expertise.,זה לא תחום ההתמחות שלי.,
32,89,Have you seen this man before?,יצא לך לראות את האיש הזה?,
32,90,Non.,נו.,
32,91,What do you think of this?,מה דעתך על זה?,
32,92,"It is a medical device, oui?","זה מכשיר רפואי, ווי?",
32,94,Look! A red nose!,תראה! אף אדום!,
32,95,"Ah, you are a clown?","אה, אתה ליצן?",
32,96,A clown?,ליצן?,
32,97,"Non. If so, you would be a much better jongleur.","נו. אם כן, הייתי ז'ונגלר הרבה יותר טוב.",
32,99,...but fell down a pothole before I could focus on it.,...אבל נפל לתוך הבור לפני שהספקתי להתמקד.,
32,100,"How you say, `Whoop-de-doo'.","איך אומרים אצלכם, 'יוהו'.",
32,101,Does this greaspaint mean anything to you?,האם איפור הפנים הזה אומר לך משהו?,
32,102,A red nose and now greasepaint?,אף אדום ועכשיו איפור פנים?,
32,103,You are sure you are not a clown?,אתה בטוח שאתה לא ליצן?,
32,104,Well...,ובכן...,
32,105,I was distracted by the idea again.,הרעיון הזה שוב הסיח את דעתי.,
32,106,"Caper, caper, caper. Plummet. Nope, gone again.","קפוץ, קפוץ, קפוץ. צלול. לא, שוב נעלם.",
32,107,It looks like one of mine. Or at least another jongleur.,זה באמת נראה כמו אחד מהכדורים שלי. או לפחות של ז'ונגלר אחר.,
32,108,Or clown?,או ליצן?,
32,109,Mais naturellement. A clown.,מה נטורלמו. ליצן.,
32,110,Hardly a breakthrough.,אין לנו פריצת דרך.,
32,111,Does this plaster interest you?,האם הגבס הזה מעניין אותך?,
32,112,Well...,ובכן...,
32,113,Forget it. Forget that I asked.,שכח מזה. פשוט תשכח ששאלתי.,
32,114,Does this lab pass mean anything to you?,האם כרטיס המעבדה הזה אומר לך משהו?,
32,115,You work in a lab.,אתה עובד במעבדה.,
32,116,Nope. Try again.,לא. נסה שנית.,
32,117,You steal lab passes.,אתה גונב כרטיסי מעבדות.,
32,118,"No! Well, not as a habit. This was a special case.","לא! טוב, לפחות לא כתחביב. זה היה מקרה מיוחד.",
32,119,Feast your eyes on this!,שטוף את עיניך בזה!,
32,120,Incroyable! Is it real?,אינקרויבל! זה אמיתי?,
32,121,I think so.,נראה לי.,
32,122,Some people believe that great gems always have curses upon them.,יש המאמינים כי אבני חן יקרות תמיד נושאות קללות על גבן.,
32,123,"Oh, that's garbage.","אויש, זה סתם בלבולי שכל.",
32,124,"Although, now I think about it...","למרות, שעכשיו שאני חושב על זה...",
32,125,Both of the people who had this before me disappeared in mysterious circumstances...,שני האנשים שהחזיקו בה לפני נעלמו בנסיבות מסתוריות...,
32,126,...and the guy who was supposed to get it was shot and then murdered in his hospital bed.,...והבחור שהיה אמור לקבל אותה נורה ונרצח על מיטת חוליו.,
32,127,Do you want it?,אתה רוצה את זה?,
32,128,No! Thank you.,לא! תודה.,
32,129,Have I shown you this?,הראיתי לך את זה?,
32,130,Oui. ,ווי.,
32,131,Does this chalice mean anything to you?,האם הגביע הזה אומר לך משהו?,
32,132,It is very badly designed. I would not wish to drink from such a vessel.,יש לו עיצוב מכוער. לא הייתי רוצה לשתות מכזה כלי.,
32,133,"You're not gonna get the chance, buster.","גם לא תהיה לך הזדמנות, חבוב.",
32,137,Does this matchbook mean anything to you?,האם קופסת גפרורים זו אומרת לך משהו?,
32,138,You smoke.,אתה מעשן.,
32,139,"No, I don't.","לא, אני לא.",
32,140,"In that case, it means nothing to me.","אם ככה, היא לא אומרת לי כלום. ",
32,141,I've got a medieval tripod.,יש לי חצובה מימי הביניים.,
32,142,And my uncle Claude has hamorrhoids. So what?,ולדודי קלאוד יש טחורים. אז מה?,
32,143,Hey! Hey you! What do you think you are doing?,הי! הי אתה! מה אתה חושב שאתה עושה?,
32,144,Leave that cover alone! Now!,תעזוב את המכסה הזה לנפשו! ברגע זה!,
32,145,Sorry! No harm intended!,סליחה! הכול ממקום טוב!,
32,146,You stay away from that!,אתה תופס מרחק מזה!,
32,147,I think he suspected me of being the mysterious `Sewer Jacques'...,אני חושב שהוא חשד בי שאני 'ז'ק הביבים' המסתורי...,
32,148,...and the last thing I needed at the moment was to be arrested for crimes against public sanitation.,...והדבר האחרון שהיה חסר לי כרגע הוא להיעצר על פשע כנגד התברואה הציבורית.,
32,149,"Excuse me, officer!","סלח לי, שוטר!",
32,150,You're back!,חזרת!,
32,151,Oui. I have returned.,ווי. חזרתי.,
32,152,Hello again!,שוב שלום!,
32,153,"Hello again, officer!","שלום לך שוב, שוטר!",
32,154,And how may I help you?,וכיצד אוכל לעזור לך?,
32,155,"Hello again, m'sieur!","שום שלום, מיסייה!",
32,156,Oh. Maybe I ought to speak up.,הו. אולי כדאי שנדבר.,
32,157,Shouldn't you be off directing traffic or something?,אתה לא אמור לכוון את התנועה או משהו?,
32,158,"You have seen the Parisian traffic, non?","יצא לך לראות את התנועה הפריזאית, נו?",
32,159,Yeah? So?,כן? ואז?,
32,160,"I could direct the traffic, the most dangerous this side of Rome...","אני יכול לכוון את התנועה, המסוכנת ביותר מהעבר הזה של רומא...",
32,161,"...or I can sit here and enjoy the sun, the architecture and this so-so Sauvignon.","...או שאני יכול לשבת וליהנות לי מהשמש, מהארכיקטטורה ומהסוביניו הככה-ככה.",
32,162,Which would you choose?,במה אתה היית בוחר?,
32,163,"Yeah, but I'm not a policeman. What happened to duty?","כן, אבל אני לא שוטר. מה קרה לדבקות במשימה?",
32,164,"An excellent question, m'sieur.","שאלה מצוינת, מיסייה.",
32,165,"Well, I wasn't expecting to see you back here again.","ובכן, לא ציפיתי לראות אותך חוזר.",
32,166,"Non? Well, it is a strange thing but I am here on duty.","נו? טוב, זה אכן מוזר אבל אני באמצע משמרת.",
32,167,On duty? But you're just sitting there drinking wine.,משמרת? אבל אתה רק יושב ושותה יין.,
32,168,"Non, I am not just drinking wine. I am undercover.","נו, אני לא רק שותה יין. אני במשימה חשאית.",
32,169,I must be missing something. You're in uniform.,אני בטח מפספס משהו. אתה לבוש מדים.,
32,170,"Precisely, m'sieur. My cover is that of an indolent, wine guzzling police officer.","בדיוק, מיסייה. הכיסוי שלי הוא שוטר עצל והלום יין.",
32,171,You've got me convinced.,שכנעת אותי.,
32,172,"Merci. But, in reality, my every muscle is poised, every nerve honed.","מרסי. אבל, במציאות, כל שרירי רוטטים, וכל עצבי מושחזים.",
32,173,"I am drawn tight, ready to pounce! P'zang!","אני מתוח כקפיץ, מוכן לזינוק! טאדה!",
32,174,"Who or what were you planning to ""p'zang"" on?","על מי או על מה אתה מתכנן את ה""טאדה"" הזה?",
32,175,"You must have heard, m'sieur, of the terror that is gripping Paris?","בטח שמעת, מיסייה, על הטרור שלופת את פריז?",
32,176,You mean the killings? At last somebody's taking action!,אתה מתכוון לרציחות? סוף סוף מישהו אכפת לו!,
32,177,"Pah! People die every day. Non, non. I am on the trail of ""Sewer Jacques"".","שטויות! אנשים מתים כל יום. נו, נו. אני בעקבותיו של ""ז'ק הביבים"".",
32,178,"I, unh.... Who?","אני, אהה... מי?",
32,179,Sewer Jacques! The terror of the subterranean city!,ז'ק הביבים! הטרוריסט מהעיר התחתית!,
32,181,"He pops up here! He pops up there! The cops, they seek him everywhere!",פה הוא צץ! שם הוא מופיע! השוטרים מחפשים אותו מתחת ליציע!,
32,182,"Is he sous Hoche or beneath the Laennec? That damned, elusive, Sewer Jacques!",האם הוא בסו אוש או מתחת ללאנק? ז'ק הביבים הארור המתחמק!,
32,183,Bravo. That's very good.,בראבו. פשוט מקסים.,
32,184,Merci. I was up half the night writing that.,מרסי. לקח לי חצי לילה לכתוב את זה.,
