"חדר","אינדקס","מקור","תרגום","הערות"
"55.0","3.0","In a firm voice the bailiff speaks to you, ""Well? The judge is waiting for you.""","בקול תקיף פונה אליך הסדרן, ""ובכן? השופטת יושבת ומצפה לך.""",""
"55.0","4.0","""Mr. Bonds, who, or what, is this warrant for?"" says the judge.","""מר בונדס, נגד מי, או מה, נועד צו המעצר?"" שואלת השופטת.",""
"55.0","5.0","""And, what information do you have to substantiate the validity of a warrant?""","""ומהו המידע שברשותך שיוכל לאשש את תקפותו של צו המעצר?""",""
"55.0","6.0","You hand the evidence to the bailiff.","אתה מגיש את ההוכחות לפקיד.",""
"55.0","7.0","Judge Palmer reviews the FBI flyer and the file. To your great relief, she issues a No Bail Warrant for Mr. Jason Taselli, alias Marvin Hoffman!","השופטת פאלמר סוקרת את עלון הבולשת הפדרלית ואת התיק. אתה פולט אנחת רווחה כשהיא מנפיקה צו הארכת מעצר כנגד מר ג'ייסון טסלי, המכונה מרווין הופמן!",""
"55.0","8.0","""Here you are, Mr. Bonds. I hope you are not too late. Taselli's attorney is at the jail at this very moment, attempting his release.""","""בבקשה, מר בונדס. אני מקווה שלא איחרת את המועד. פרקליטו של טסלי שוהה בכלא ברגעים אלה ממש, מטפל בשחרורו.""",""
"55.0","9.0","This court is in session. The bailiff proceeds toward you.","הדיון בעיצומו. הסדרן פוסע לכיוונך.",""
"55.0","10.0","""For your information, Sir, this court is in session!""","""לידיעתך, אדוני, בית המשפט כרגע בעיצומו של דיון!""",""
"55.0","11.0","""You are most fortunate that I do not hold you in contempt!""","""תגיד תודה שאני לא עוצרת אותך באשמת בזיון בית המשפט!""",""
"55.0","12.0","""Bailiff! Show this gentleman out of my courtroom!""","""סדרן! הואל ללוות את האדון אל מחוץ לאולם!""",""
"55.0","13.0","As you are launched from Judge Palmer's court, the bailiff bids you farewell, ""Boy, is your face red!""","בעודך משוגר מאולמה של השופטת פאלמר, הסדרן נפרד ממך לשלום, ""בחיי, הפרצוף שלך אחי מה זה אדום!""",""
"55.0","14.0","","",""
"55.0","15.0","Judge Palmer strikes the gavel, ""Silence. I will consider Mr. Bonds' request.""","השופטת פאלמר מכה בפטיש, ""דממה. אני אתייחס לבקשתו של מר בונדס.""",""
"55.0","16.0","""Mr. Bonds, you may approach the bench.""","""מר בונדס, אתה רשאי לגשת לדוכן.""",""
"55.0","17.0","Who is that?","מי זה?",""
"55.0","18.0","""All right. Do you have any other information?""","""בסדר גמור. האם יש לך מידע נוסף?""",""
"55.0","19.0","""For attempting to present evidence you do not have,"" Judge Palmer says, ""I hereby find you in comtempt of court!""","""עקב נסיון להציג ראיות אשר אינן קיימות,"" פוסקת השופטת פאלמר, ""הריני מוצאת אותך אשם בזילות בית המשפט!""",""
"55.0","20.0","""Mr. Bonds, I've a good mind to let you cool your heels in the City Jail for the next three days! But, since this court tries to go out of its way to help the Department, I'll suspend sentence. Just be sure you never interrupt my court without evidence again!""","""מר בונדס, יש לי רצון עז לקצוב לך פסק זמן להרהר על מעשיך בכלא העירוני למשך שלושה ימים! אולם, מאחר ובית המשפט משתדל לצאת מגדרו בעזרה למשטרה, אני אשעה את גזר הדין. רק הקפד מעתה לא לקטוע יותר את דיוני ללא ראיות סדורות!""",""
"55.0","21.0","""The FBI wanted poster does arouse suspicion%m35","""כרזת המבוקשים של ה-FBI בהחלט מעוררת חשד%m35",""
"55.0","22.0","""I remind you, Mr. Bonds, I have reviewed the file%m35","""אני מזכירה לך, מר בונדס, בחנתי את התיק%m35",""
"55.0","23.0","""Mr. Bonds, you are keeping this entire courtroom waiting, while you attempt to establish your case!""","""מר בונדס, אתה נותן לכל יושבי האולם לחכות, בעודך מנסה לבסס את טענותיך!""",""
"55.0","24.0","Judge Palmer motions the bailiff to retrieve the evidence.","השופטת פאלמר מסמנת לפקיד להגיש את הראיות.",""
"55.0","25.0","Your heart races as Judge Palmer evaluates your evidence. You think to yourself, ""This punk can not go free!""","לבך פועם בחוזקה בשעה שהשופטת פאלמר בוחנת את הראיות. אתה מהרהר לעצמך, ""אין מצב שהעבריין הזה יוצא לחופשי!""",""
"55.0","26.0","Judge Palmer scans the items presented and questions, ""What makes you think these two men are the same person, Mr. Bonds?""","השופטת פאלמר סורקת את הפריטים המוצגים ומקשה, ""מה גורם לך לחשוב ששני אנשים אלה הינם למעשה אדם אחד, מר בונדס?""",""
"55.0","27.0","The bailiff and court reporter squirm and choke, trying to conceal their laughter, while you quietly tell the judge your tale of tattoos and nipples!","הסדרן והקצרנית מתפתלים ונחנקים, בנסיון נואש להסתיר את צחוקם, בעוד אתה מספר לשופטת בקור רוח את עלילת הקעקועים והפטמות!",""
"55.0","28.0","The Judge attempts to stifle her giggles, but fails.","השופטת עושה כל שביכולתה שלא להיקרע מצחוק, אך נכשלת.",""
"55.0","29.0","Judge Palmer whispers softly to you, ""Well, Mr. Bonds, it appears your friend 'has his tit caught in the wringer!'""","השופטת פאלמר לוחשת לך בקול שקט, ""ובכן, מר בונדס, עושה רושם שהציצים של חברך עברו חוויה קשה!""",""
"55.0","30.0","Stifling her laughter, Judge Palmer says, ""Congratulations, Mr. Bonds! Your request is granted!""","בקול חנוק, השופטת פאלמר קובעת, ""ברכות, מר בונדס! בקשתך התקבלה!""",""
"55.0","31.0","""Here is a No Bail Warrant, issued in the name of Jason Taselli, alias Marvin Hoffman.""","""הנה צו הארכת מעצר, מונפק על שם ג'ייסון טסלי, המכונה מרווין הופמן.""",""
"55.0","32.0","""Bailiff, deliver this to Mr. Bonds, and escort him out.""","""סדרן, מסור את זה למר בונדס, ולווה אותו החוצה.""",""
"55.0","33.0","Judge Palmer announces, ""Mr. Bonds, I will review these documents today and return them to your department this afternoon.""","השופטת פאלמר מכריזה, ""מר בונדס, אבחן את המסמכים במשך היום ואשיב אותם למשרדך אחר הצהרים.""",""
"55.0","34.0","""Well?""","""ובכן?""",""
"55.0","35.0",","" says Judge Palmer. ""However, by itself, it is not sufficient evidence to detain Mr. Hoffman.""",",""אומרת השופטת פאלמר. ""עם זאת, ראיה זו בזכות עצמה, אינה מצדיקה את עיכובו של מר הופמן.""",""
"56.0","1.0","Laura says, ""Ok, Sonny, I'll move the car out of sight and monitor you for backup.""","לורה אומרת, ""טוב, בני, אני אזיז את הרכב מחוץ לטווח ראיה ואגבה אותך מאחור.""",""
"56.0","2.0","Laura asks, ""What took you so long, Hot Rod? I picked up this loose end trying to take foot bail on you!""","לורה שואלת, מה לקח לך כל כך הרבה זמן, גברבר? תפסתי את קצה החוט הזה בזמן שהוא ניסה להימלט ממך ברגל!""",""
"56.0","3.0","You mumble under your breath, ""Yeah, sure, Laura! You probably just grabbed the first white male you could find!""","אתה ממלמל מתחת לשפמך, ""כן, ברור, לורה! כנראה פשוט תפסת את הזכר הלבן הראשון שעלה ברשתך!""",""
"56.0","4.0","What's wrong with you?","מה לא בסדר איתך?",""
"56.0","5.0","From here, the park looks lovely. Perhaps you should enter it.","מכאן, הפארק נראה מקסים. כדאי לך לעשות שם סיבוב קצר.",""
"56.0","6.0","The search reveals an identification card, and a small bag containing a white powdery substance.","החיפוש מניב תעודת זהות, ושקית קטנה המכילה חומר אבקתי לבן.",""
"56.0","7.0","The contents of the bag appear to be cocaine!","מסתבר שהשקית מלאה בקוקאין!",""
"56.0","8.0","Simms is reluctant but cooperative. You learn he has been selling to kids at Jefferson High School, including Officer Cobb's daughter, Kathy.","סימס הססן אך משתף פעולה. אתה לומד ממנו כי ילדי תיכון ג'פרסון נהגו לקנות ממנו, כולל בתו של השוטר קוב, קאת'י.",""
"56.0","9.0","""I used to buy from a guy named Jose Martinez, but then Martinez introduced me to Don Colby here,"" Simms says, ""I haven't seen Martinez since.""","""פעם קניתי מבחור בשם חוסה מרטינז, אבל אז מרטינז הציג אותי בפני דון קולבי,"" אומר סימס, ""מאז לא ראיתי את מרטינז.""",""
"56.0","10.0","Colby refuses to answer any questions.","קולבי מסרב לענות על שאלות.",""
"56.0","11.0","After persistant questioning of Colby, you discover he buys his drugs from Leroy Pierson. He says Leroy's telephone number is 555-6537. He also asks that his cooperation be noted for consideration by the court.","אחרי תשאול עקשני של קולבי, אתה מגלה שהוא קונה את הסמים שלו מלירוי פירסון. הוא אומר שמספר הטלפון של לירוי הוא 555-6537. הוא גם מבקש ששיתוף הפעולה שלו יצוין לשם התחשבות על ידי בית המשפט.",""
"56.0","12.0","You search the trembling youngster.","אתה מבצע חיפוש על הצעיר המפוחד.",""
"56.0","13.0","It might be wise to question these guys while they're still shaking.","יהיה חכם לתשאל את החבר'ה האלה כשהם עוד רועדים.",""
"56.0","14.0","""What's the matter? Let's get this show on the road!""","""מה הבעיה? בוא נתחיל את המופע!""",""
"56.0","15.0","Laura comments, ""Lt. Morgan will be real happy with this bust!""","לורה מעירה, ""סגן מורגן יהיה ממש מרוצה מהתפיסה הזאת!""",""
"56.0","16.0","""Let's get these boys to jail.""","""בוא נביא את החבר׳ה האלה לכלא.""",""
"56.0","17.0","You can't release these pushers here!","אתה לא יכול לשחרר את הסוחרים האלה כאן!",""
"56.0","18.0","The door is already shut.","הדלת כבר סגורה.",""
"56.0","19.0","Where are you going?","לאן אתה הולך?",""
"56.0","20.0","""Sonny, go stake out the picnic area.""","""בני, תבצע מארב באזור הפיקניק.""",""
"56.0","21.0","""His name is Don Colby, Officer,"" says the shaking youngster. Colby glares at the boy.","""קוראים לו דון קולבי, אדוני השוטר,"" אומר הצעיר הרועד. קולבי נותן בנער מבט חודר.",""
"56.0","22.0","The Jefferson High School Student Identification Card (in the name of Victor Simms) matches the general description of your suspect.","כרטיס התלמיד של תיכון ג'פרסון (על שם ויקטור סימס) תואם את התיאור הכללי של החשוד שלך.",""
"56.0","23.0","You find nothing more.","אתה לא מוצא דבר נוסף.",""
"56.0","24.0","question colby","לתשאל את קולבי",""
"56.0","25.0","question simms","לתשאל את סימס",""
"56.0","26.0","Laura searches her suspect.","לורה עורכת חיפוש על גופו של החשוד.",""
"56.0","27.0","She finds his gun, an envelope of money and little else.","היא מוצאת את האקדח שלו, מעטפה עם כסף ולא הרבה מעבר לזה.",""
"56.0","28.0","""Yes, sir!""","""כן, המפקד!""",""
"56.0","29.0","Laura says, ""I'll book this stuff into evidence.""","לורה אומרת, ""ארשום את הדברים האלה בתור ראיות.""",""
"56.0","30.0","""I place you under arrest!""","""אני עוצר אותך!""",""
"56.0","31.0","They can't hear you from here.","הם לא יכולים לשמוע אותך מכאן.",""
"56.0","32.0","The Jefferson High School Student Identification Card (in the name of Victor Simms) matches the general description of your suspect.","כרטיס התלמיד של תיכון ג'פרסון (על שם ויקטור סימס) תואם את התיאור הכללי של החשוד שלך.",""
"56.0","33.0","Laura looks pretty good today.","לורה נראית די טוב היום.",""
"56.0","34.0","The young man is dressed in dark clothes.","האיש הצעיר לבוש בבגדים כהים.",""
"56.0","35.0","You would not buy a used car from this man.","לא היית קונה רכב משומש מהאיש הזה.",""
"56.0","36.0","You key your radio, ""Dispatch, this is 83-Nora-10. Be advised, Code-4 with two in custody.""","אתה לוחץ על מכשיר הקשר שלך, ""מוקד, כאן 83-נורה-10. שימו לב, קוד-4 עם שני עצורים.""",""
"57.0","1.0","That drug-peddling punk just blew you%m46","הפרחח סוחר-הסמים הזה פשוט פוצץ אותך%m46",""
"57.0","2.0","You just blew that drug-peddling punk%m46","פוצצת את הפרחח סוחר-הסמים הזה%m46",""
"57.0","3.0","The old, redwood picnic table covered with bird droppings, ants, peanut butter smudges and assorted initials.","שולחן הפיקניק הישן מעץ ברוש, מכוסה בלשלשת ציפורים, נמלים, כתמי חמאת בוטנים ואוסף של ראשי תיבות.",""
"57.0","4.0","The hedge is nicely trimmed.","הגדר החיה גזומה היטב.",""
"57.0","5.0","This wall is composed of 3500 bricks and 2000 pounds of mortar, and was built by the Mark Crowe Graphics Construction Company.","קיר זה מורכב מ- 3500 לבנים ו -900 קילו טיט, והוא נבנה על ידי חברת בניית הגרפיקה מארק קרואו.",""
"57.0","6.0","This beautiful old, oak tree will give you shade but little else.","עץ האלון הישן והיפה הזה ייתן לך צל אך לא מעבר.",""
"57.0","7.0","You conceal yourself in the bushes, but with a clear view of the table.","אתה מסתתר בשיחים, אבל עם קשר עין ישיר אל השולחן.",""
"57.0","8.0","Your extender crackles, ""This is 83-Nora-10. Notify when you are in position.""","מכשיר הרדיו שלך מקרקר, ""זה 83-נורה-10. תודיע כשתהיה במיקום.""",""
"57.0","9.0","If you had a radio extender, that would be easy.","אם היה לך מכשיר רדיו, זה היה קל.",""
"57.0","10.0","You key your extender and notify Detective Watts that you're in a concealed position.","אתה לוחץ על מכשיר הקשר ומודיע לחוקרת ווטס שאתה במיקום מסווה.",""
"57.0","11.0","She responds to your transmission, ""10-4! Will maintain radio silence until I hear from you.""","היא מגיבה לשידור שלך, ""קיבלתי! שומרת על דממת אלחוט עד שאשמע ממך.""",""
"57.0","12.0","You're supposed to be hiding! No one will play ""Let's Make A Dope Deal"" with you milling about.","אתה אמור להסתתר! אף אחד לא ישחק ""בואו נעשה עסקת סמים"" כשאתה מסתובב פה.",""
"57.0","13.0","Working a stakeout without a radio extender isn't exactly the way they taught it at the Academy.","להקים מארב ללא מכשיר קשר זאת לא בדיוק הדרך בה לימדו את זה באקדמיה.",""
"57.0","14.0","""Keep it down. This is a stakeout, remember?""","""תשמור על השקט. זה מארב, זוכר?""",""
"57.0","15.0","You quietly watch a man enter the picnic area.","אתה צופה בשקט באדם נכנס לאזור הפיקניק.",""
"57.0","16.0","He cautiously nears the picnic table.","הוא מתקרב בזהירות לשולחן הפיקניק.",""
"57.0","17.0","Another figure carefully approaches the picnic table. Could it be his drug contact?","דמות אחרת מתקרבת בזהירות לשולחן הפיקניק. יכול להיות שזה איש הסמים שלו?",""
"57.0","18.0","""Psst, Vic! Were you followed?""","ֿ""פססט, ויק! עקבו אחריך?""",""
"57.0","19.0","""No way, man. It's cool!""","""אין מצב, גבר. הכל רגוע!""",""
"57.0","20.0","""I got the stuff. Did you bring the cash?""","""יש לי את החומר. הבאת את המזומנים?""",""
"57.0","21.0","""Ya, right here.""","""כן, פה.""",""
"57.0","22.0","One suspect hands what appears to be an envelope to the other suspect.","חשוד אחד מגיש את מה שנראה כמעטפה לחשוד השני.",""
"57.0","23.0","The second suspect returns a small plastic bag containing a white substance.","החשוד השני מחזיר שקית ניילון קטנה המכילה חומר לבן.",""
"57.0","24.0","""Hey, Butt Breath! This ain't enough!! Where's the rest?""","""היי, נשימת תחת! זה לא מספיק!! איפה השאר?""",""
"57.0","25.0","As they argue, you realize the pusher is dissatisfied with the contents of the envelope.","בזמן שהם מתווכחים, אתה מבין שהסוחר אינו מרוצה מתוכן המעטפה.",""
"57.0","26.0","You quietly radio Laura, ""I'm moving in. You hook up anybody trying to take foot bail!""","אתה קורא בשקט ללורה בקשר, ""אני נכנס. תתפסי את כל מי שינסה להימלט ברגל!""",""
"57.0","27.0","You trade your career for a few seconds of heavenly bliss.","אתה זורק את הקריירה שלך בעבור כמה שניות של עונג שמיימי.",""
"57.0","28.0","""Halt!"" you shout. ""Police officer!!""","""עצור!"" אתה צועק. ""משטרה!!""",""
"57.0","29.0","""Yeah? So what! Ain't nothin' wrong been done here!!""","""כן? אז מה! לא קורה פה שום דבר אסור!!""",""
"57.0","30.0","You follow Simms to the patrol car.","אתה מלווה את סימס לניידת.",""
"57.0","31.0","You 'cuff one trembling suspect.","אתה אוזק חשוד שמשקשק מפחד.",""
"57.0","32.0","You'd better 'cuff him first.","כדאי שתאזוק אותו תחילה.",""
"57.0","33.0","Pushing a little, you rush out, and frighten away the suspects!","בעודך דוחף קצת, אתה מתפרץ החוצה, ומבריח את החשודים!",""
"57.0","34.0","You find nothing more.","אתה לא מוצא עוד דבר.",""
"57.0","35.0","He is 'cuffed!","הוא אזוק!",""
"57.0","36.0","The search reveals nothing except his school identification card, and the small bag containing a white powdery substance that you watched him get from the pusher.","החיפוש לא מניב דבר מלבד תג בית הספר שלו, והשקית הקטנה שמכילה חומר אבקתי לבן שראית שהוא מקבל מהסוחר.",""
"57.0","37.0","The Jefferson High School Student Identification Card (in the name of Victor Simms) matches the general description of your suspect.","כרטיס התלמיד של תיכון ג'פרסון (על שם ויקטור סימס) תואם את התיאור הכללי של החשוד שלך.",""
"57.0","38.0","The contents of the bag appear to be cocaine!","נראה שהתכולה של השקית היא קוקאין!",""
"57.0","39.0","As you move, a dry branch snaps beneath your weight. Unfortunately, its loud ""CRACK!"" reveals you to the suspects!","בעודך נע, ענף יבש מתפצח תחת משקלך. לרוע המזל, הרעש שהוא משמיע מגלה אותך בפני החשודים!",""
"57.0","40.0","Those two are sure paranoid. They're history now.","שני אלה בהחלט פרנואידים. הם כבר לא רלוונטיים.","אני לא בטוח לגבי החצי השני של המשפט - כנראה תלוי הקשר במשחק עצמו"
"57.0","41.0","Well, you blew that one! There won't be any drug deal here today!","טוב, הרסת את זה! כבר לא תהיה פה עסקת סמים היום!",""
"57.0","42.0","Whoops! You're not going to get 'em this time! Failure to follow proper procedure leaves you in an awkward position. You'd better refer to your ""PIG"" manual!","אוופס! לא תשיג אותם הפעם! חוסר היכולת שלך לעבוד לפי הנהלים משאירה אותך במצב מוזר. כדאי שתיעזר במדריך ה""חזיר"" שלך!",""
"57.0","43.0","This kid is so scared, that won't be necessary.","הילד הזה לכל כך מפוחד, לא יהיה בכך צורך.",""
"57.0","44.0","Holster your weapon first.","תחזיר את הנשק לנרתיק קודם.",""
"57.0","45.0","You can't just go off and leave your suspect.","אתה לא יכול פשוט ללכת ולהשאיר את החשוד שלך.",""
"57.0","46.0"," into ""Police Quest II,"" coming soon to a computer near you!"," לתוך ""משימה משטרתית 2,"" בקרוב במחשב הקרוב לביתך!",""
"57.0","47.0","""Ah, ha! Colby!""","""אה, הא! קולבי!""",""
"57.0","48.0","You radio Laura, ""I've got mine in custody, and we're heading for the car. I'll meet you there.""","אתה אומר ללורה בקשר, ""שלי נמצא תחת מעצר, ואנחנו מתקדמים למכונית. אני אפגוש אותך שם.""",""
"57.0","49.0","The bushes seem unimpressed with your bravado!","נראה שהשיחים אינם מתרשמים מהיהירות שלך.",""
"57.0","50.0","It's a little early for that!","קצת מוקדם בשביל זה!",""
"57.0","51.0","Simms is reluctant but cooperative. You learn he has been selling to kids at Jefferson High School, including Officer Cobb's daughter, Kathy.","סימס מהוסס אך משתף פעולה. אתה לומד ממנו כי ילדי תיכון ג'פרסון נהגו לקנות ממנו, כולל בתו של השוטר קוב, קאת'י.",""
"57.0","52.0","""I used to buy from a guy named Jose Martinez, but then Martinez introduced me to that guy, Colby,"" Simms says, ""I haven't seen Martinez since.""","""בדרך כלל הייתי קונה מבחור בשם חוסה מרטינז, אך יום אחד ערך לי מרטינז היכרות עם איזה בחור, קולבי,"" מפרט סימס, ""ומאז לא ראיתי את מרטינז יותר.""",""
"57.0","53.0","""It's a pleasure doin' business with 'cha.""","""היה תענוג לעשות 'תך עסקים.""",""
"57.0","54.0","""See ya next time, Dude!""","""נתראה בפעם הבאה, גבר!""",""
"57.0","55.0","And then, they quickly hit the road.","ואז, הם ממהרים לכביש.",""
"57.0","56.0","""Laura! Grab him!!""","""לורה! תפסי אותו!!""",""
"57.0","57.0","""Hey, who's 'dat?""",""",היי, מי זה?""",""
"57.0","58.0","""(crackle... static... crackle...)""","""(פצפוץ... רעש סטטי... פצפוץ...)""",""
"57.0","59.0","Where are you going? Nobody's going to do anything illegal with you hanging around!","לאן אתה הולך? אף אחד לא הולך לעשות שום דבר בלתי חוקי כשאתה בסביבה!",""
"57.0","60.0","A little slow today, are we? Now you've missed your chance. Those two are history.","מעט איטיים היום, אה? החמצת את ההזדמנות. השנים האלה בגדר הסטוריה.",""
"57.0","61.0","You key your extender, ""83-Nora-10, this is 32-12. Are you in place?""","אתה משדר במכשיר הקשר, ""83-נורה-10, כאן 32-12. אתם במיקום?""",""
"57.0","62.0","It seems they have resolved their differences, since the older man says...","נדמה כי הם פתרו את חילוקי הדעות ביניהם, שכן המבוגר שבהם פוצח...",""
"57.0","63.0","""I dunno. Let's get outta here!""","""לא'ידע. בוא נעוף מפה!""",""
"57.0","64.0","""Jiggers! The fuzz!!""","""חרא! משטרה!!""",""
"57.0","65.0","""Beat it!!""","""תסתלק מפה!!""",""
"57.0","66.0","""Hey, Man! It's some guy wit' a gun!!""","""היי, גבר! יש פה איזה איש עם אקדח!!""",""
"57.0","67.0","""I'm outta here!""","""אני עפתי מכאן!""",""
"57.0","68.0","%m64 shouts the pusher, %m67","%m64 צועק הסוחר, %m67",""
"57.0","69.0","""Don't shoot, Officer!"" shouts the young man, ""I give up!!""","""אל תירה, שוטר!"" צורח הצעיר את נשמתו, "" אני נכנע!!""",""
"57.0","70.0","Well, you caught yourself a nice, little fish, but you let the shark get away. Next time, try following proper police procedures.","ובכן, תפסת לעצמך דג קטן ונחמד, אבל נתת לכריש להימלט. בפעם הבאה, נסה להיצמד לכללי המנהל התקין.",""
"57.0","71.0","The beautiful park is caressed by a gentle breeze.","רוח חרישית נושבת, מלטפת את עצי הפארק המוריקים.",""
"57.0","72.0","The cool, green grass feels good under your feet.","הדשא הירוק והצונן, חש נפלא למגע רגליך.",""
"57.0","73.0","You see a beautiful blue sky, a couple of clouds, and an airplane way up there.","אתה רואה שמי תכלת מושלמים, מנוקדים בעננים פזורים, ומטוס חוצה את כיפת הרקיע.",""
"57.0","74.0","You've resolved this stakeout in an interesting and creative manner, but surely you can come up with a more professional approach!","ניגשת למארב הזה בדרך מעניינת ויצירתית, אך נסה לבוא בגישה מקצועית יותר!",""
"57.0","75.0","%m84 Trying to shoot an unarmed, high-school boy who's obviously scared to death is hardly the proper solution here.","%m84 נסיון ירי בתיכוניסט לא חמוש שניכר בו בבירור שהוא מבוהל עד מוות הינו פתרון גרוע וחסר מעוף.",""
"57.0","76.0","""Hands up!"" you shout. ""Police officer!!""","""ידים למעלה!"" אתה צועק. ""משטרה!!""",""
"57.0","77.0","He can't. He's handcuffed.","הוא לא יכול. הוא אזוק.",""
"57.0","78.0","You've got him under control. Just 'cuff him.","השתלטת עליו. פשוט תאזוק אותו.",""
"57.0","79.0","""You are under arrest!""","""אתה עצור!""",""
"57.0","80.0","Carved into the table is ""DW + JW"" and ""GR loves CW.""","מישהו חרט על השולחן ""ד.ו + ג'.ו"" ו-""ג.ר. אוהב את ס.ו.""",""
"57.0","81.0","Where!?","איפה!?",""
"57.0","82.0","The young man is wearing dark clothes.","הצעיר לבוש בגדים כהים.",""
"57.0","83.0","There is slightly older man talking with him.","גבר מבוגר קמעא משוחח איתו.",""
"57.0","84.0","A little trigger-happy, aren't we?","מעט קלים על ההדק, אה?",""
"58.0","1.0","Laura enters the jail and says, ""Hey, Sonny! I need to speak with you for a moment.""","לורה נכנסת לכלא ואומרת, ""הי, בני! אני צריכה לדבר איתך שניה.""",""
"58.0","2.0","""A position has opened in the Narcotics Division, and according to Lieutenant Morgan, it will be filled by a veteran street cop.""","""נפתח תפקיד במחלק הסמים, ולפי דבריו של סגן מורגן, ימלא אותו שוטר שטח ותיק.""",""
"58.0","3.0","""If you're interested, submit a memo to Lieutenant Morgan as soon as possible. It would be a great chance for you to get out of that uniform for awhile.""","""אם אתה מעוניין, תשלח תזכיר לסגן מורגן בהקדם האפשרי. זאת תהיה הזדמנות מצוינת בשבילך לצאת מהמדים האלו לזמן מה.""",""
"58.0","4.0","The jailer yells, ""Hey, Hot Pencil! Come over here.""","הסוהר צועק, ""היי, עפרון מחודד! בוא הנה.""",""
"58.0","5.0","""I just hung up from talking to Dooley, and is he hot!""","""הרגע סיימתי שיחה עם דולי, והוא רותח!""",""
"58.0","6.0","The jailer continues, ""He wants you back at the office on the double!""","הסוהר ממשיך, ""הוא רוצה אותך חזרה במשרד במהירות הבזק!""",""
"58.0","7.0","The jailer says, ""What can I do for you, Hot Pencil?""","הסוהר אומר, ""מה אני יכול לעשות בשבילך, עפרון מחודד?""",""
"58.0","8.0","""What are you charging him with?"" the jailer asks.","""במה אתה מאשים אותו?"" הסוהר שואל.",""
"58.0","9.0","You remove and inventory the prisoner's personal property, then hand it to the jailer with the booking slip.","אתה מסיר וממפה את רכושו האישי של האסיר, ואז מוסר אותם לסוהר ביחד עם טופס המעצר.",""
"58.0","10.0","The jailer takes the prisoner's property, then says, ""Ok, Monty, remove this gentleman's 'cuffs and place him behind 'door number one.'""","הסוהר נוטל את חפצי האסיר, ואז אומר, ""טוב, מונטי, הסר את האזיקים מידיו של האדון ומקם אותו מאחורי 'דלת מספר אחת'.""","יש פה אזכור לשעשון מונטי הול. אפשר לנסות לעברת את זה עם שעשועון ישראלי - אני חושב שארז טל הכי מתאים מהבחינה הזאת"
"58.0","11.0","""If he throws up on the floor,"" the jailer laughs, ""you're gonna clean it up, Bonds!""","""אם הוא מקיא על הרצפה, "" צוחק הסוהר, ""אתה מנקה את הכול, בונדס!""",""
"58.0","12.0","""Gee, thankssh a lot, Ociffer,"" says the drunk. ""I'm so happy, I could just s^%$!""","""תותה רבה, טושר,"" פולט השיכור. ""אני כל כך מאושר, שבא לי לחרבן עליך!""",""
"58.0","13.0","Just as Laura leaves, the jailer yells at you...","ברגע שלורה עוזבת, הסוהר מתחיל לצרוח עליך...",""
"58.0","14.0","You remove the 'cuffs and place them in your handcuff case.","אתה מסיר את האזיקים ומניח אותם בנרתיקם.",""
"58.0","15.0","""Whew! Boy, that feels good,"" says the drunk. ""Those 'cuffs were so tight I thought my hands had fallen off.""","""וואו! איזו הרגשה נפלאה,"" אומר השיכור. ""האזיקים היו כל כך הדוקים שחשבתי שהלכו לי הידיים.""",""
"58.0","16.0","""Well, are you going to remove his 'cuffs or not?"" asks the jailer.","""נו, אתה הולך להוריד לו את האזיקים או לא?"" שואל הסוהר.",""
"58.0","17.0","""Are you deaf?"" prompts the jailer. ""I said, 'what can I do for you?'""","""אתה חרש?"" מזדעק הסוהר. ""אמרתי, מה אני יכול לעשות בשבילך?""",""
"58.0","18.0","""Are you going to book this dude or not?""","""אתה הולך לעצור את הברנש הזה או לא?""",""
"58.0","19.0","""Listen, bud, I need to talk to you before you leave. Just drag 'em on over here.""","""תקשיב, גבר, אני צריך לדבר איתך לפני שאתה הולך. פשוט תגרור אותם לפה.""",""
"58.0","20.0","The jailer has difficulty hearing you at this distance.","הסוהר מתקשה לשמוע אותך מכאן.",""
"58.0","22.0","""Ok, ok!"" says the jailer, ""I heard you.""","""בסדר, בסדר!"" אומר הסוהר, ""שמעתי אותך.""",""
"58.0","23.0","""Any time now, you can remove the 'cuffs.""","""בזמנך החופשי, אתה יכול להוריד את האזיקים.""",""
"58.0","24.0","Thinking about grabbing your gun, the drunk delivers a blow to the top of your head. You fall to the floor, unconscious.","ברצונו לגנוב את נשקך, השיכור מנחית מהלומה על ראשך. אתה צונח על הרצפה הקרה, חסר הכרה.",""
"58.0","25.0","Suddenly he realizes what a bad decision he's made, but by then it's too late for you. You're a pile on the floor. Next time, lock up your gun before you enter a jail!","לפתע הוא מבין את הטעות שהוא עשה, אבל בשבילך זה מאוחר מדי. אתה ערימה על הרצפה. בפעם הבאה, תנעל את האקדח שלך לפני שאתה נכנס לכלא!",""
"59.0","1.0","You remove the 'cuffs and place them in your handcuff case.","אתה מסיר את האזיקים ומניח אותם בנרתיקם.",""
"59.0","2.0","""Well,"" asks the jailer, ""are you going to remove his 'cuffs or not?""","""ובכן,"" שואל הסוהר, ""אתה הולך להוריד לו את האזיקים או לא?""",""
"59.0","3.0","After a short wait, the jailer asks, ""Are you going to book this dude or not?""","לאחר המתנה קצרה, הסוהר שואל, ""אתה מתכוון לכלוא את הברנש או לא?""",""
